uniprot	domain_id	domain_name	start	end
P56715	PF03607	Doublecortin	171	227
P56730	PF00051	Kringle domain	100	165
P56730	PF00089	Trypsin	631	869
P56730	PF00530	Scavenger receptor cysteine-rich domain	174	270
P56730	PF00530	Scavenger receptor cysteine-rich domain	284	380
P56730	PF00530	Scavenger receptor cysteine-rich domain	391	485
P56730	PF00530	Scavenger receptor cysteine-rich domain	504	599
P56746	PF00822	PMP-22/EMP/MP20/Claudin family	8	177
P56747	PF00822	PMP-22/EMP/MP20/Claudin family	5	180
P56748	PF00822	PMP-22/EMP/MP20/Claudin family	6	182
P56750	PF00822	PMP-22/EMP/MP20/Claudin family	6	181
P56817	PF00026	Eukaryotic aspartyl protease	75	416
P56851	PF00074	Pancreatic ribonuclease	31	130
P56856	PF00822	PMP-22/EMP/MP20/Claudin family	7	192
P56880	PF00822	PMP-22/EMP/MP20/Claudin family	5	181
P56915	PF00046	Homeodomain	161	217
P56937	PF00106	short chain dehydrogenase	3	231
P56945	PF00018	SH3 domain	9	56
P56945	PF08824	Serine rich protein interaction domain	454	608
P56945	PF12026	Crk-Associated Substrate C-terminal domain	655	864
P56962	PF26585	STX17-like, N-terminal domain	11	110
P56975	NA	NA	NA	NA
P57052	PF00076	RNA recognition motif	12	80
P57053	PF00125	Core histone H2A/H2B/H3/H4 domain	20	101
P57054	PF08510	PIG-P	36	148
P57055	PF14998	Transcription Regulator	38	119
P57057	PF07690	Major Facilitator Superfamily	98	451
P57059	PF00069	Protein kinase domain	27	278
P57059	PF23312	Protein kinase SIK3 UBA domain	307	344
P57071	PF00096	Zinc finger, C2H2 type	372	394
P57071	PF00096	Zinc finger, C2H2 type	460	482
P57071	PF00096	Zinc finger, C2H2 type	563	585
P57071	PF00096	Zinc finger, C2H2 type	690	712
P57071	PF00096	Zinc finger, C2H2 type	718	740
P57071	PF00096	Zinc finger, C2H2 type	831	853
P57071	PF13894	C2H2-type zinc finger	538	558
P57071	PF21549	PR domain zinc finger protein 2, PR domain	54	168
P57071	PF23573	PRDM15 C2H2 zinc finger domain	622	651
P57073	PF00505	HMG (high mobility group) box	102	170
P57073	PF12444	Sox developmental protein N terminal	18	89
P57075	PF00300	Histidine phosphatase superfamily (branch 1)	448	611
P57075	PF14604	Variant SH3 domain	283	336
P57075	PF22562	UBA-like domain	22	68
P57076	PF11069	Cilia- and flagella-associated protein 298	189	285
P57078	PF00069	Protein kinase domain	26	277
P57078	PF12796	Ankyrin repeats (3 copies)	545	613
P57078	PF12796	Ankyrin repeats (3 copies)	676	745
P57078	PF12796	Ankyrin repeats (3 copies)	751	812
P57078	PF13637	Ankyrin repeats (many copies)	490	528
P57078	PF13637	Ankyrin repeats (many copies)	622	672
P57081	PF00400	WD domain, G-beta repeat	143	171
P57081	PF00400	WD domain, G-beta repeat	185	216
P57082	PF00907	T-box	70	250
P57086	PF02023	SCAN domain	104	166
P57087	PF07686	Immunoglobulin V-set domain	35	131
P57087	PF13927	Immunoglobulin domain	137	218
P57088	PF03661	Transmembrane protein 33/Nucleoporin POM33	12	245
P57103	PF01699	Sodium/calcium exchanger protein	80	249
P57103	PF01699	Sodium/calcium exchanger protein	753	917
P57103	PF03160	Calx-beta domain	525	637
P57103	PF16494	C-terminal extension of sodium/calcium exchanger domain	253	379
P57105	PF00595	PDZ domain	14	97
P57678	PF24293	Edg1, TPR repeats	391	915
P57679	PF28139	EvC complex member EVC N-terminal domain	190	754
P57679	PF28141	EvC complex member EVC C-terminal domain	775	909
P57682	PF00096	Zinc finger, C2H2 type	260	284
P57682	PF00096	Zinc finger, C2H2 type	290	314
P57682	PF00096	Zinc finger, C2H2 type	320	342
P57721	PF00013	KH domain	47	107
P57721	PF00013	KH domain	131	194
P57721	PF00013	KH domain	295	358
P57727	PF00057	Low-density lipoprotein receptor domain class A	73	107
P57727	PF00089	Trypsin	217	444
P57727	PF15494	Scavenger receptor cysteine-rich domain	112	210
P57729	PF00071	Ras family	11	178
P57730	PF00619	Caspase recruitment domain	4	88
P57735	PF00071	Ras family	14	173
P57737	PF00400	WD domain, G-beta repeat	70	105
P57737	PF00400	WD domain, G-beta repeat	159	196
P57737	PF00400	WD domain, G-beta repeat	545	572
P57737	PF00400	WD domain, G-beta repeat	586	623
P57737	PF00400	WD domain, G-beta repeat	632	664
P57737	PF08953	Domain of unknown function (DUF1899)	3	64
P57737	PF08953	Domain of unknown function (DUF1899)	470	532
P57737	PF16300	Type of WD40 repeat	338	380
P57737	PF16300	Type of WD40 repeat	808	852
P57738	PF15128	T-cell leukemia translocation-altered	17	103
P57739	PF00822	PMP-22/EMP/MP20/Claudin family	5	181
P57740	PF04121	Nuclear pore protein 84 / 107	210	908
P57764	PF04598	Gasdermin pore forming domain	4	242
P57764	PF17708	Gasdermin PUB domain	286	456
P57768	PF00787	PX domain	135	211
P57771	PF00615	Regulator of G protein signaling domain	56	171
P57772	PF00009	Elongation factor Tu GTP binding domain	8	211
P57772	PF03144	Elongation factor Tu domain 2	238	301
P57772	PF21131	eEFSec C-terminal RIFT domain	465	590
P57772	PF21208	Selenocysteine-specific elongation factor, eukaryotes, 3rd domain	317	448
P57789	PF07885	Ion channel	147	205
P57789	PF07885	Ion channel	244	323
P57796	PF00036	EF hand domain	133	161
P57796	PF13499	EF-hand domain pair	210	270
P58004	PF04636	PA26 p53-induced protein (sestrin)	44	479
P58005	PF04636	PA26 p53-induced protein (sestrin)	40	490
P58012	PF00250	Forkhead domain	53	139
P58107	PF00681	Plectin repeat	74	112
P58107	PF00681	Plectin repeat	151	188
P58107	PF00681	Plectin repeat	318	356
P58107	PF00681	Plectin repeat	394	432
P58107	PF00681	Plectin repeat	643	681
P58107	PF00681	Plectin repeat	719	757
P58107	PF00681	Plectin repeat	963	1001
P58107	PF00681	Plectin repeat	1039	1077
P58107	PF00681	Plectin repeat	1279	1317
P58107	PF00681	Plectin repeat	1355	1393
P58107	PF00681	Plectin repeat	1604	1642
P58107	PF00681	Plectin repeat	1680	1718
P58107	PF00681	Plectin repeat	1930	1968
P58107	PF00681	Plectin repeat	2006	2041
P58107	PF00681	Plectin repeat	2262	2300
P58107	PF00681	Plectin repeat	2338	2376
P58107	PF00681	Plectin repeat	2798	2836
P58107	PF00681	Plectin repeat	2874	2912
P58107	PF00681	Plectin repeat	3329	3367
P58107	PF00681	Plectin repeat	3405	3443
P58107	PF00681	Plectin repeat	3863	3901
P58107	PF00681	Plectin repeat	3939	3977
P58107	PF00681	Plectin repeat	4397	4435
P58107	PF00681	Plectin repeat	4473	4511
P58107	PF00681	Plectin repeat	4930	4968
P58107	PF00681	Plectin repeat	5006	5044
P58215	PF00530	Scavenger receptor cysteine-rich domain	52	145
P58215	PF00530	Scavenger receptor cysteine-rich domain	185	281
P58215	PF00530	Scavenger receptor cysteine-rich domain	311	407
P58215	PF00530	Scavenger receptor cysteine-rich domain	421	525
P58215	PF01186	Lysyl oxidase	530	727
P58304	PF00046	Homeodomain	149	205
P58304	PF03826	OAR motif	301	318
P58335	PF00092	von Willebrand factor type A domain	44	198
P58335	PF05586	Anthrax receptor C-terminus region	394	479
P58335	PF05587	Anthrax receptor extracellular domain	216	317
P58340	PF10248	Myelodysplasia-myeloid leukemia factor 1-interacting protein	26	202
P58397	PF00090	Thrombospondin type 1 domain	547	596
P58397	PF01421	Reprolysin (M12B) family zinc metalloprotease	246	456
P58397	PF01562	Reprolysin family propeptide	54	145
P58397	PF05986	ADAM-TS Spacer 1	703	812
P58397	PF17771	ADAMTS cysteine-rich domain 2	468	532
P58397	PF19030	Thrombospondin type 1 domain	828	882
P58397	PF19030	Thrombospondin type 1 domain	886	940
P58397	PF19030	Thrombospondin type 1 domain	948	996
P58397	PF19030	Thrombospondin type 1 domain	1317	1365
P58397	PF19030	Thrombospondin type 1 domain	1368	1424
P58397	PF19030	Thrombospondin type 1 domain	1427	1472
P58397	PF19030	Thrombospondin type 1 domain	1475	1531
P58397	PF19236	ADAMTS cysteine-rich domain	615	701
P58400	PF01034	Syndecan domain	397	438
P58400	PF02210	Laminin G domain	121	269
P58401	PF02210	Laminin G domain	123	271
P58418	PF25807	Clarin-2-like	6	203
P58499	PF15711	Interleukin-like EMT inducer	107	195
P58546	PF12796	Ankyrin repeats (3 copies)	6	97
P58743	PF00916	Sulfate permease family	81	475
P58743	PF01740	STAS domain	528	709
P58753	PF13676	TIR domain	88	206
P58876	PF00125	Core histone H2A/H2B/H3/H4 domain	20	101
P59044	PF02758	PAAD/DAPIN/Pyrin domain	22	94
P59044	PF05729	NACHT domain	197	365
P59044	PF17776	NLRC4 helical domain HD2	501	636
P59044	PF17779	NOD2 winged helix domain	442	497
P59046	PF02758	PAAD/DAPIN/Pyrin domain	13	87
P59046	PF05729	NACHT domain	211	380
P59046	PF13516	Leucine Rich repeat	769	791
P59046	PF13516	Leucine Rich repeat	825	848
P59046	PF13516	Leucine Rich repeat	882	905
P59046	PF13516	Leucine Rich repeat	939	958
P59046	PF13516	Leucine Rich repeat	997	1019
P59046	PF14484	Fish-specific NACHT associated domain	129	201
P59046	PF17776	NLRC4 helical domain HD2	514	628
P59046	PF17779	NOD2 winged helix domain	459	512
P59047	PF02758	PAAD/DAPIN/Pyrin domain	64	140
P59047	PF05729	NACHT domain	280	443
P59047	PF13516	Leucine Rich repeat	893	915
P59047	PF13516	Leucine Rich repeat	925	944
P59047	PF13516	Leucine Rich repeat	949	972
P59047	PF13516	Leucine Rich repeat	1007	1029
P59047	PF13516	Leucine Rich repeat	1064	1086
P59047	PF13516	Leucine Rich repeat	1121	1143
P59047	PF17776	NLRC4 helical domain HD2	584	701
P59047	PF17779	NOD2 winged helix domain	528	582
P59103	PF15199	D-amino acid oxidase activator	72	153
P59190	PF00071	Ras family	10	170
P59510	PF00090	Thrombospondin type 1 domain	560	610
P59510	PF01421	Reprolysin (M12B) family zinc metalloprotease	259	467
P59510	PF01562	Reprolysin family propeptide	41	136
P59510	PF05986	ADAM-TS Spacer 1	722	840
P59510	PF08685	GON domain	1713	1909
P59510	PF17771	ADAMTS cysteine-rich domain 2	479	546
P59510	PF19030	Thrombospondin type 1 domain	853	902
P59510	PF19030	Thrombospondin type 1 domain	914	962
P59510	PF19030	Thrombospondin type 1 domain	970	1022
P59510	PF19030	Thrombospondin type 1 domain	1025	1077
P59510	PF19030	Thrombospondin type 1 domain	1080	1134
P59510	PF19030	Thrombospondin type 1 domain	1156	1205
P59510	PF19030	Thrombospondin type 1 domain	1211	1263
P59510	PF19030	Thrombospondin type 1 domain	1308	1359
P59510	PF19030	Thrombospondin type 1 domain	1362	1415
P59510	PF19030	Thrombospondin type 1 domain	1421	1474
P59510	PF19030	Thrombospondin type 1 domain	1477	1530
P59510	PF19030	Thrombospondin type 1 domain	1658	1709
P59510	PF19236	ADAMTS cysteine-rich domain	616	720
P59542	PF05296	Taste receptor protein (TAS2R)	1	297
P59665	PF00323	Mammalian defensin	66	94
P59665	PF00879	Defensin propeptide	1	52
P59666	PF00323	Mammalian defensin	66	94
P59666	PF00879	Defensin propeptide	1	52
P59768	PF00631	GGL domain	7	71
P59773	PF06789	MINAR1 C-terminal domain	47	186
P59780	PF01217	Clathrin adaptor complex small chain	1	147
P59817	PF13836	Domain of unknown function (DUF4195)	47	217
P59827	PF01273	LBP / BPI / CETP family, N-terminal domain	212	340
P59827	PF02886	LBP / BPI / CETP family, C-terminal domain	419	614
P59901	PF00047	Immunoglobulin domain	129	207
P59901	PF00047	Immunoglobulin domain	231	303
P59901	PF13895	Immunoglobulin domain	28	117
P59901	PF13927	Immunoglobulin domain	323	396
P59910	PF00226	DnaJ domain	4	65
P59910	PF01556	DnaJ C terminal domain	141	299
P59923	PF00096	Zinc finger, C2H2 type	485	507
P59923	PF00096	Zinc finger, C2H2 type	541	563
P59923	PF00096	Zinc finger, C2H2 type	625	647
P59923	PF00096	Zinc finger, C2H2 type	681	703
P59923	PF00096	Zinc finger, C2H2 type	709	731
P59923	PF00096	Zinc finger, C2H2 type	762	784
P59923	PF00096	Zinc finger, C2H2 type	790	812
P59923	PF00096	Zinc finger, C2H2 type	842	862
P59923	PF00096	Zinc finger, C2H2 type	868	890
P59923	PF00096	Zinc finger, C2H2 type	896	918
P59923	PF00096	Zinc finger, C2H2 type	978	1000
P59923	PF00096	Zinc finger, C2H2 type	1006	1028
P59923	PF01352	KRAB box	234	273
P59923	PF02023	SCAN domain	51	138
P59942	PF15707	Mitochondrial coiled-coil domain protein 1	26	117
P59990	PF13885	Keratin, high sulfur B2 protein	24	66
P59991	PF05287	PMG protein	3	132
P59998	PF05856	ARP2/3 complex 20 kDa subunit (ARPC4)	1	166
P60002	PF05129	Transcription elongation factor Elf1 like	2	80
P60006	PF15243	Anaphase-promoting complex subunit 15	2	92
P60008	PF00538	linker histone H1 and H5 family	114	169
P60014	PF13885	Keratin, high sulfur B2 protein	70	113
P60014	PF13885	Keratin, high sulfur B2 protein	114	160
P60014	PF13885	Keratin, high sulfur B2 protein	164	197
P60022	PF00711	Beta defensin	33	68
P60033	PF00335	Tetraspanin family	10	228
P60059	PF00584	SecE/Sec61-gamma subunits of protein translocation complex	13	65
P60174	PF00121	Triosephosphate isomerase	8	247
P60201	PF01275	Myelin proteolipid protein (PLP or lipophilin)	5	273
P60228	PF01399	PCI domain	312	394
P60228	PF09440	eIF3 subunit 6 N terminal domain	5	138
P60228	PF21357	Eukaryotic translation initiation factor 3 subunit E, C-terminal	399	419
P60321	PF05741	Nanos RNA binding domain	63	115
P60323	PF05741	Nanos RNA binding domain	58	110
P60328	NA	NA	NA	NA
P60329	NA	NA	NA	NA
P60368	PF13885	Keratin, high sulfur B2 protein	74	117
P60368	PF13885	Keratin, high sulfur B2 protein	160	201
P60370	PF13885	Keratin, high sulfur B2 protein	66	103
P60370	PF13885	Keratin, high sulfur B2 protein	108	146
P60370	PF13885	Keratin, high sulfur B2 protein	151	191
P60370	PF13885	Keratin, high sulfur B2 protein	199	243
P60371	PF13885	Keratin, high sulfur B2 protein	203	243
P60372	PF13885	Keratin, high sulfur B2 protein	203	242
P60372	PF13885	Keratin, high sulfur B2 protein	250	291
P60372	PF13885	Keratin, high sulfur B2 protein	295	333
P60409	PF13885	Keratin, high sulfur B2 protein	203	243
P60409	PF13885	Keratin, high sulfur B2 protein	287	332
P60410	PF13885	Keratin, high sulfur B2 protein	142	181
P60410	PF13885	Keratin, high sulfur B2 protein	187	231
P60411	PF13885	Keratin, high sulfur B2 protein	113	154
P60411	PF13885	Keratin, high sulfur B2 protein	162	203
P60411	PF13885	Keratin, high sulfur B2 protein	209	254
P60412	PF13885	Keratin, high sulfur B2 protein	124	162
P60412	PF13885	Keratin, high sulfur B2 protein	168	211
P60468	PF03911	Sec61beta family	53	91
P60484	PF10409	C2 domain of PTEN tumour-suppressor protein	189	348
P60484	PF22785	Polymorphic toxin system, DSP-PTPase phosphatase	67	143
P60507	PF00429	ENV polyprotein (coat polyprotein)	222	543
P60508	PF00429	ENV polyprotein (coat polyprotein)	292	511
P60510	PF00149	Calcineurin-like phosphoesterase	48	241
P60520	PF02991	Autophagy protein Atg8 ubiquitin like	13	116
P60568	PF00715	Interleukin 2	7	150
P60602	PF10247	Reactive mitochondrial oxygen species modulator 1	14	79
P60604	PF00179	Ubiquitin-conjugating enzyme	8	158
P60660	NA	NA	NA	NA
P60709	PF00022	Actin	3	375
P60763	PF00071	Ras family	5	176
P60842	PF00270	DEAD/DEAH box helicase	57	222
P60842	PF00271	Helicase conserved C-terminal domain	259	367
P60852	PF00100	ZP-C domain	402	543
P60852	PF22821	Zona pellucida sperm-binding proteins 1/4, Ig-like domain	43	136
P60852	PF23344	ZP-N domain	280	379
P60866	PF00338	Ribosomal protein S10p/S20e	21	115
P60880	PF00835	SNAP-25 family	91	142
P60891	PF13793	N-terminal domain of ribose phosphate pyrophosphokinase	4	120
P60891	PF14572	Phosphoribosyl synthetase-associated domain	203	313
P60896	PF05160	DSS1/SEM1 family	6	62
P60900	PF00227	Proteasome subunit	35	220
P60900	PF10584	Proteasome subunit A N-terminal signature	9	31
P60903	PF01023	S-100/ICaBP type calcium binding domain	5	46
P60953	PF00071	Ras family	5	174
P60981	PF00241	Cofilin/tropomyosin-type actin-binding protein	30	152
P61006	PF00071	Ras family	10	170
P61009	PF04573	Signal peptidase subunit	1	172
P61011	PF00448	SRP54-type protein, GTPase domain	102	296
P61011	PF02881	SRP54-type protein, helical bundle domain	6	83
P61011	PF02978	Signal peptide binding domain	311	446
P61018	PF00071	Ras family	10	170
P61019	PF00071	Ras family	8	168
P61020	PF00071	Ras family	22	181
P61024	PF01111	Cyclin-dependent kinase regulatory subunit	6	72
P61026	PF00071	Ras family	11	171
P61073	PF00001	7 transmembrane receptor (rhodopsin family)	55	302
P61073	PF12109	CXCR4 Chemokine receptor N terminal	6	37
P61077	PF00179	Ubiquitin-conjugating enzyme	5	141
P61081	PF00179	Ubiquitin-conjugating enzyme	33	167
P61086	PF00179	Ubiquitin-conjugating enzyme	8	148
P61086	PF00627	UBA/TS-N domain	161	197
P61088	PF00179	Ubiquitin-conjugating enzyme	7	143
P61106	PF00071	Ras family	13	173
P61158	PF00022	Actin	5	238
P61158	PF00022	Actin	268	409
P61160	PF00022	Actin	7	388
P61163	PF00022	Actin	9	375
P61165	PF05251	Oligosaccharyltransferase subunit 5	7	79
P61201	PF01399	PCI domain	331	411
P61201	PF25983	COP9 signalosome complex subunit 2, C-terminal helix	419	441
P61204	PF00025	ADP-ribosylation factor family	7	176
P61218	PF01192	RNA polymerase Rpb6	51	104
P61221	PF00005	ABC transporter	101	244
P61221	PF00005	ABC transporter	368	489
P61221	PF00037	4Fe-4S binding domain	49	70
P61221	PF04068	Possible Fer4-like domain in RNase L inhibitor, RLI	6	36
P61224	PF00071	Ras family	5	166
P61225	PF00071	Ras family	5	165
P61244	PF00010	Helix-loop-helix DNA-binding domain	24	74
P61247	PF01015	Ribosomal S3Ae family	17	221
P61254	PF00467	KOW motif	51	83
P61254	PF16906	Ribosomal proteins L26 eukaryotic, L24P archaeal	8	50
P61254	PF16906	Ribosomal proteins L26 eukaryotic, L24P archaeal	84	122
P61266	PF00804	Syntaxin	26	180
P61266	PF05739	SNARE domain	227	278
P61278	PF03002	Somatostatin/Cortistatin family	99	116
P61289	PF02251	Proteasome activator PA28, N-terminal	10	69
P61289	PF02252	Proteasome activator PA28, C-terminal	109	251
P61296	PF00010	Helix-loop-helix DNA-binding domain	100	151
P61313	PF00827	Ribosomal L15	2	190
P61326	PF02792	Mago nashi protein	5	146
P61328	PF00167	Fibroblast growth factor	74	198
P61353	PF00467	KOW motif	7	36
P61353	PF01777	Ribosomal L27e protein family	52	136
P61366	PF11037	Insulin-resistance promoting peptide in skeletal muscle	1	133
P61371	PF00046	Homeodomain	183	238
P61371	PF00412	LIM domain	17	74
P61371	PF00412	LIM domain	79	133
P61421	PF01992	ATP synthase (C/AC39) subunit	16	347
P61457	PF01329	Pterin 4 alpha carbinolamine dehydratase	7	99
P61513	PF01780	Ribosomal L37ae protein family	4	88
P61586	PF00071	Ras family	7	178
P61587	PF00071	Ras family	25	193
P61599	PF00583	Acetyltransferase (GNAT) family	16	128
P61601	PF00036	EF hand domain	67	90
P61601	PF13499	EF-hand domain pair	98	172
P61604	PF00166	Chaperonin 10 Kd subunit	9	100
P61619	PF00344	SecY	75	458
P61619	PF10559	Plug domain of Sec61p	40	74
P61626	PF00062	C-type lysozyme/alpha-lactalbumin family	19	146
P61647	PF00777	Glycosyltransferase family 29 (sialyltransferase)	141	387
P61758	PF02996	Prefoldin subunit	60	182
P61764	PF00995	Sec1 family	29	580
P61769	PF07654	Immunoglobulin C1-set domain	27	106
P61803	PF02109	DAD family	7	113
P61812	PF00019	Transforming growth factor beta like domain	316	413
P61812	PF00688	TGF-beta propeptide	22	227
P61916	PF02221	ML domain	22	147
P61923	PF01217	Clathrin adaptor complex small chain	12	151
P61925	PF02827	cAMP-dependent protein kinase inhibitor	2	69
P61927	PF01907	Ribosomal protein L37e	2	54
P61952	PF00631	GGL domain	11	72
P61956	PF11976	Ubiquitin-2 like Rad60 SUMO-like	18	86
