fasta_file	n_sequences
PF18450.fasta	1
PF18452.fasta	6
PF18453.fasta	1
PF18455.fasta	1
PF18459.fasta	1
PF18461.fasta	1
PF18463.fasta	1
PF18464.fasta	1
PF18474.fasta	1
PF18479.fasta	1
PF18485.fasta	1
PF18486.fasta	1
PF18487.fasta	1
PF18503.fasta	1
PF18517.fasta	2
PF18521.fasta	1
PF18552.fasta	1
PF18553.fasta	1
PF18554.fasta	1
PF18561.fasta	3
PF18567.fasta	2
PF18568.fasta	4
PF18569.fasta	1
PF18574.fasta	4
PF18577.fasta	1
PF18580.fasta	2
PF18581.fasta	2
PF18584.fasta	2
PF18587.fasta	1
PF18589.fasta	2
PF18594.fasta	1
PF18597.fasta	1
PF18606.fasta	2
PF18608.fasta	1
PF18611.fasta	2
PF18613.fasta	1
PF18617.fasta	1
PF18619.fasta	1
PF18633.fasta	1
PF18635.fasta	2
PF18658.fasta	7
PF18694.fasta	1
PF18695.fasta	4
PF18696.fasta	2
PF18699.fasta	1
PF18700.fasta	3
PF18703.fasta	1
PF18704.fasta	1
PF18706.fasta	1
PF18707.fasta	1
PF18716.fasta	1
PF18717.fasta	1
PF18720.fasta	4
PF18727.fasta	34
PF18738.fasta	1
PF18755.fasta	2
PF18770.fasta	1
PF18771.fasta	1
PF18772.fasta	1
PF18773.fasta	1
PF18774.fasta	1
PF18775.fasta	1
PF18777.fasta	1
PF18779.fasta	1
PF18782.fasta	10
PF18784.fasta	1
PF18786.fasta	2
PF18787.fasta	1
PF18797.fasta	2
PF18800.fasta	1
PF18806.fasta	1
PF18808.fasta	2
PF18816.fasta	1
PF18826.fasta	1
PF18829.fasta	2
PF18831.fasta	1
PF18837.fasta	1
PF18861.fasta	2
PF18872.fasta	46
PF18875.fasta	4
PF18876.fasta	4
PF18890.fasta	1
PF18891.fasta	1
PF18911.fasta	1
PF18913.fasta	2
PF18972.fasta	1
PF18995.fasta	3
PF19016.fasta	1
PF19018.fasta	3
PF19026.fasta	5
PF19028.fasta	17
PF19030.fasta	128
PF19031.fasta	4
PF19032.fasta	3
PF19033.fasta	4
PF19035.fasta	6
PF19036.fasta	4
PF19037.fasta	4
PF19038.fasta	4
PF19039.fasta	3
PF19046.fasta	19
PF19047.fasta	6
PF19052.fasta	3
PF19055.fasta	5
PF19056.fasta	5
PF19057.fasta	5
PF19088.fasta	2
PF19179.fasta	2
PF19188.fasta	3
PF19193.fasta	2
PF19221.fasta	12
PF19236.fasta	25
PF19252.fasta	1
PF19256.fasta	2
PF19269.fasta	1
PF19270.fasta	1
PF19272.fasta	3
PF19273.fasta	1
PF19274.fasta	3
PF19277.fasta	3
PF19278.fasta	1
PF19279.fasta	1
PF19280.fasta	2
PF19281.fasta	2
PF19282.fasta	1
PF19283.fasta	1
PF19284.fasta	1
PF19285.fasta	1
PF19286.fasta	2
PF19292.fasta	3
PF19302.fasta	1
PF19303.fasta	2
PF19304.fasta	1
PF19305.fasta	1
PF19309.fasta	3
PF19311.fasta	4
PF19314.fasta	4
PF19316.fasta	1
PF19317.fasta	11
PF19318.fasta	1
PF19321.fasta	1
PF19323.fasta	1
PF19324.fasta	1
PF19325.fasta	1
PF19326.fasta	3
PF19329.fasta	2
PF19330.fasta	1
PF19332.fasta	1
PF19333.fasta	1
PF19334.fasta	1
PF19336.fasta	1
PF19337.fasta	1
PF19338.fasta	1
PF19339.fasta	1
PF19340.fasta	1
PF19341.fasta	1
PF19418.fasta	1
PF19420.fasta	1
PF19421.fasta	2
PF19422.fasta	3
PF19423.fasta	1
PF19424.fasta	1
PF19426.fasta	2
PF19427.fasta	1
PF19428.fasta	1
PF19430.fasta	1
PF19431.fasta	1
PF19432.fasta	1
PF19433.fasta	1
PF19434.fasta	1
PF19435.fasta	1
PF19437.fasta	1
PF19438.fasta	1
PF19439.fasta	1
PF19440.fasta	2
PF19441.fasta	2
PF19442.fasta	1
PF19444.fasta	1
PF19445.fasta	1
PF19518.fasta	2
PF19520.fasta	2
PF19525.fasta	2
PF19532.fasta	2
PF19533.fasta	1
PF19536.fasta	1
PF19548.fasta	2
PF19566.fasta	1
PF19627.fasta	2
PF19675.fasta	1
PF19687.fasta	1
PF19699.fasta	3
PF19704.fasta	1
PF19710.fasta	1
PF19712.fasta	1
PF19718.fasta	1
PF19722.fasta	2
PF19725.fasta	1
PF19729.fasta	1
PF19737.fasta	1
PF19743.fasta	2
PF19745.fasta	1
PF19913.fasta	1
PF19914.fasta	1
PF20010.fasta	2
PF20023.fasta	2
PF20053.fasta	1
PF20067.fasta	1
PF20143.fasta	1
PF20144.fasta	2
PF20145.fasta	2
PF20165.fasta	2
PF20166.fasta	3
PF20168.fasta	3
PF20170.fasta	9
PF20173.fasta	2
PF20175.fasta	1
PF20179.fasta	2
PF20180.fasta	1
PF20206.fasta	1
PF20210.fasta	2
PF20252.fasta	3
PF20256.fasta	2
PF20258.fasta	1
PF20259.fasta	1
PF20262.fasta	1
PF20266.fasta	11
PF20267.fasta	2
PF20268.fasta	1
PF20302.fasta	3
PF20309.fasta	3
PF20406.fasta	2
PF20408.fasta	2
PF20412.fasta	3
PF20413.fasta	1
PF20416.fasta	1
PF20417.fasta	1
PF20421.fasta	11
PF20422.fasta	11
PF20425.fasta	3
PF20426.fasta	4
PF20427.fasta	1
PF20433.fasta	3
PF20443.fasta	2
PF20468.fasta	1
PF20470.fasta	2
PF20478.fasta	1
PF20479.fasta	1
PF20490.fasta	2
PF20491.fasta	1
PF20492.fasta	4
PF20500.fasta	1
PF20502.fasta	1
PF20504.fasta	1
PF20510.fasta	1
PF20511.fasta	1
PF20512.fasta	1
PF20514.fasta	1
PF20517.fasta	1
PF20518.fasta	1
PF20519.fasta	7
PF20520.fasta	2
PF20588.fasta	1
PF20624.fasta	2
PF20625.fasta	1
PF20626.fasta	2
PF20627.fasta	2
PF20634.fasta	1
PF20635.fasta	1
PF20636.fasta	1
PF20637.fasta	1
PF20638.fasta	1
PF20641.fasta	1
PF20642.fasta	1
PF20643.fasta	1
PF20644.fasta	1
PF20645.fasta	1
PF20649.fasta	1
PF20651.fasta	2
PF20652.fasta	1
PF20653.fasta	1
PF20654.fasta	1
PF20655.fasta	1
PF20662.fasta	1
PF20663.fasta	1
PF20665.fasta	1
PF20666.fasta	1
PF20667.fasta	1
PF20669.fasta	1
PF20671.fasta	1
PF20688.fasta	2
PF20691.fasta	2
PF20692.fasta	2
PF20694.fasta	2
PF20718.fasta	1
PF20719.fasta	1
PF20721.fasta	1
PF20723.fasta	3
PF20741.fasta	1
PF20742.fasta	1
PF20743.fasta	1
PF20750.fasta	3
PF20770.fasta	1
PF20771.fasta	3
PF20772.fasta	1
PF20783.fasta	1
PF20784.fasta	1
PF20789.fasta	1
PF20801.fasta	2
PF20804.fasta	1
PF20805.fasta	18
PF20806.fasta	11
PF20808.fasta	1
PF20809.fasta	1
PF20810.fasta	1
PF20811.fasta	1
PF20825.fasta	1
PF20826.fasta	5
PF20827.fasta	1
PF20838.fasta	2
PF20844.fasta	2
PF20845.fasta	1
PF20846.fasta	11
PF20847.fasta	1
PF20853.fasta	1
PF20854.fasta	1
PF20864.fasta	3
PF20865.fasta	2
PF20867.fasta	1
PF20868.fasta	6
PF20869.fasta	8
PF20870.fasta	2
PF20871.fasta	2
PF20878.fasta	3
PF20884.fasta	3
PF20885.fasta	6
PF20886.fasta	3
PF20887.fasta	3
PF20902.fasta	1
PF20908.fasta	1
PF20910.fasta	1
PF20912.fasta	1
PF20917.fasta	1
PF20920.fasta	1
PF20922.fasta	1
PF20923.fasta	1
PF20924.fasta	1
PF20925.fasta	1
PF20926.fasta	1
PF20927.fasta	1
PF20929.fasta	4
PF20930.fasta	1
PF20931.fasta	1
PF20932.fasta	1
PF20936.fasta	1
PF20946.fasta	1
PF20960.fasta	1
PF20965.fasta	5
PF20974.fasta	2
PF20979.fasta	1
PF20981.fasta	1
PF20985.fasta	1
PF20989.fasta	2
PF20996.fasta	1
PF20998.fasta	1
PF21000.fasta	1
PF21002.fasta	3
PF21007.fasta	1
PF21008.fasta	3
PF21009.fasta	2
PF21010.fasta	18
PF21013.fasta	1
PF21014.fasta	2
PF21019.fasta	4
PF21020.fasta	3
PF21021.fasta	2
PF21022.fasta	6
PF21023.fasta	1
PF21026.fasta	6
PF21029.fasta	1
PF21030.fasta	1
PF21031.fasta	1
PF21032.fasta	4
PF21033.fasta	3
PF21034.fasta	1
PF21035.fasta	1
PF21037.fasta	1
PF21038.fasta	1
PF21039.fasta	1
PF21040.fasta	1
PF21041.fasta	5
PF21044.fasta	1
PF21045.fasta	1
PF21047.fasta	8
PF21049.fasta	1
PF21050.fasta	1
PF21051.fasta	1
PF21052.fasta	2
PF21054.fasta	2
PF21055.fasta	4
PF21056.fasta	2
PF21057.fasta	1
PF21058.fasta	2
PF21059.fasta	1
PF21071.fasta	2
PF21089.fasta	1
PF21091.fasta	1
PF21092.fasta	1
PF21093.fasta	1
PF21094.fasta	1
PF21097.fasta	3
PF21098.fasta	4
PF21099.fasta	2
PF21103.fasta	1
PF21108.fasta	1
PF21114.fasta	2
PF21115.fasta	2
PF21116.fasta	2
PF21119.fasta	3
PF21122.fasta	2
PF21123.fasta	1
PF21125.fasta	2
PF21126.fasta	2
PF21127.fasta	2
PF21128.fasta	1
PF21131.fasta	1
PF21136.fasta	1
PF21137.fasta	1
PF21138.fasta	1
PF21143.fasta	1
PF21144.fasta	1
PF21145.fasta	2
PF21146.fasta	3
PF21147.fasta	2
PF21148.fasta	3
PF21149.fasta	1
PF21151.fasta	1
PF21153.fasta	1
PF21154.fasta	1
PF21161.fasta	2
PF21162.fasta	1
PF21165.fasta	1
PF21166.fasta	1
PF21169.fasta	1
PF21170.fasta	1
PF21171.fasta	1
PF21174.fasta	1
PF21177.fasta	2
PF21178.fasta	1
PF21180.fasta	1
PF21182.fasta	2
PF21183.fasta	1
PF21188.fasta	1
PF21192.fasta	1
PF21193.fasta	1
PF21195.fasta	3
PF21198.fasta	1
PF21199.fasta	3
PF21200.fasta	1
PF21202.fasta	1
PF21203.fasta	1
PF21206.fasta	2
PF21207.fasta	1
PF21208.fasta	1
PF21215.fasta	1
PF21219.fasta	1
PF21222.fasta	2
PF21223.fasta	1
PF21225.fasta	4
PF21227.fasta	2
PF21229.fasta	1
PF21233.fasta	1
PF21235.fasta	1
PF21236.fasta	1
PF21237.fasta	1
PF21238.fasta	1
PF21240.fasta	1
PF21242.fasta	1
PF21243.fasta	1
PF21245.fasta	1
PF21246.fasta	2
PF21251.fasta	1
PF21255.fasta	3
PF21257.fasta	1
PF21260.fasta	2
PF21261.fasta	1
PF21262.fasta	1
PF21264.fasta	1
PF21266.fasta	1
PF21267.fasta	2
PF21271.fasta	2
PF21272.fasta	2
PF21273.fasta	2
PF21276.fasta	4
PF21282.fasta	1
PF21283.fasta	2
PF21284.fasta	1
PF21286.fasta	1
PF21287.fasta	1
PF21288.fasta	1
PF21289.fasta	1
PF21290.fasta	4
PF21292.fasta	3
PF21296.fasta	1
PF21297.fasta	2
PF21298.fasta	1
PF21299.fasta	1
PF21308.fasta	1
PF21309.fasta	1
PF21310.fasta	2
PF21314.fasta	3
PF21315.fasta	1
PF21316.fasta	1
PF21317.fasta	4
PF21318.fasta	1
PF21319.fasta	5
PF21322.fasta	3
PF21323.fasta	4
PF21324.fasta	1
PF21325.fasta	1
PF21326.fasta	3
PF21330.fasta	1
PF21333.fasta	2
PF21335.fasta	1
PF21336.fasta	1
PF21339.fasta	4
PF21341.fasta	1
PF21343.fasta	2
PF21353.fasta	3
PF21354.fasta	7
PF21355.fasta	6
PF21357.fasta	1
PF21358.fasta	2
PF21361.fasta	2
PF21362.fasta	3
PF21363.fasta	2
PF21364.fasta	3
PF21365.fasta	11
PF21366.fasta	2
PF21367.fasta	1
PF21369.fasta	1
PF21371.fasta	1
PF21373.fasta	1
PF21375.fasta	1
PF21376.fasta	4
PF21381.fasta	3
PF21382.fasta	1
PF21383.fasta	1
PF21385.fasta	2
PF21386.fasta	1
PF21388.fasta	2
PF21389.fasta	2
PF21392.fasta	1
PF21395.fasta	1
PF21399.fasta	1
PF21402.fasta	1
PF21403.fasta	2
PF21404.fasta	1
PF21405.fasta	1
PF21406.fasta	1
PF21408.fasta	2
PF21413.fasta	1
PF21417.fasta	1
PF21436.fasta	1
PF21459.fasta	1
PF21460.fasta	1
PF21467.fasta	4
PF21471.fasta	18
PF21473.fasta	2
PF21477.fasta	4
PF21478.fasta	1
PF21479.fasta	3
PF21481.fasta	3
PF21485.fasta	3
PF21494.fasta	2
PF21505.fasta	1
PF21516.fasta	1
PF21520.fasta	3
PF21521.fasta	1
PF21524.fasta	4
PF21528.fasta	7
PF21530.fasta	1
PF21532.fasta	1
PF21533.fasta	2
PF21536.fasta	1
PF21538.fasta	1
PF21539.fasta	1
PF21541.fasta	1
PF21547.fasta	1
PF21548.fasta	1
PF21549.fasta	17
PF21581.fasta	6
PF21587.fasta	1
PF21588.fasta	1
PF21589.fasta	1
PF21590.fasta	1
PF21594.fasta	1
PF21599.fasta	1
PF21600.fasta	2
PF21605.fasta	2
PF21632.fasta	1
PF21633.fasta	1
PF21634.fasta	2
PF21635.fasta	1
PF21636.fasta	1
PF21638.fasta	1
PF21639.fasta	1
PF21646.fasta	1
PF21669.fasta	1
PF21670.fasta	1
PF21672.fasta	6
PF21673.fasta	1
PF21674.fasta	1
PF21680.fasta	1
PF21692.fasta	2
PF21696.fasta	2
PF21700.fasta	6
PF21701.fasta	1
PF21704.fasta	1
PF21708.fasta	1
PF21711.fasta	1
PF21712.fasta	2
PF21717.fasta	1
PF21718.fasta	2
PF21719.fasta	1
PF21720.fasta	1
PF21728.fasta	1
PF21730.fasta	1
PF21731.fasta	2
PF21744.fasta	2
PF21771.fasta	1
PF21772.fasta	1
PF21773.fasta	2
PF21787.fasta	1
PF21788.fasta	1
PF21789.fasta	1
PF21792.fasta	2
PF21794.fasta	1
PF21797.fasta	6
PF21800.fasta	1
PF21801.fasta	2
PF21823.fasta	1
PF21824.fasta	12
PF21854.fasta	1
PF21855.fasta	1
PF21865.fasta	6
PF21870.fasta	1
PF21875.fasta	2
PF21877.fasta	1
PF21883.fasta	1
PF21884.fasta	2
PF21885.fasta	1
PF21886.fasta	1
PF21890.fasta	2
PF21892.fasta	1
PF21895.fasta	1
PF21896.fasta	8
PF21901.fasta	2
PF21909.fasta	2
PF21913.fasta	1
PF21924.fasta	1
PF21925.fasta	1
PF21928.fasta	1
PF21933.fasta	1
PF21936.fasta	1
PF21938.fasta	2
PF21945.fasta	1
PF21948.fasta	2
PF21949.fasta	1
PF21950.fasta	1
PF21951.fasta	1
PF21952.fasta	1
PF21954.fasta	1
PF21960.fasta	3
PF21964.fasta	1
PF21970.fasta	1
PF21971.fasta	1
PF21972.fasta	2
PF21974.fasta	1
PF21975.fasta	1
PF21976.fasta	1
PF21978.fasta	1
PF21985.fasta	1
PF21989.fasta	12
PF21990.fasta	4
PF21998.fasta	3
PF21999.fasta	2
PF22001.fasta	1
PF22002.fasta	1
PF22004.fasta	1
PF22005.fasta	1
PF22009.fasta	1
PF22012.fasta	2
PF22030.fasta	1
PF22037.fasta	1
PF22042.fasta	2
PF22050.fasta	1
PF22060.fasta	1
PF22061.fasta	2
PF22062.fasta	1
PF22064.fasta	1
PF22065.fasta	1
PF22066.fasta	1
PF22067.fasta	1
PF22068.fasta	1
PF22069.fasta	1
PF22070.fasta	1
PF22073.fasta	1
PF22074.fasta	1
PF22076.fasta	1
PF22078.fasta	1
PF22099.fasta	1
PF22110.fasta	1
PF22117.fasta	1
PF22151.fasta	1
PF22191.fasta	13
PF22195.fasta	1
PF22198.fasta	1
PF22215.fasta	1
PF22241.fasta	2
PF22248.fasta	1
PF22249.fasta	1
PF22257.fasta	1
PF22259.fasta	1
PF22261.fasta	1
PF22286.fasta	1
PF22298.fasta	1
PF22314.fasta	2
PF22327.fasta	2
PF22330.fasta	1
PF22352.fasta	12
PF22379.fasta	1
PF22435.fasta	1
PF22441.fasta	6
PF22456.fasta	1
PF22458.fasta	1
PF22461.fasta	1
PF22466.fasta	1
PF22486.fasta	6
PF22493.fasta	1
PF22516.fasta	1
PF22524.fasta	2
PF22527.fasta	1
PF22528.fasta	9
PF22534.fasta	1
PF22536.fasta	1
PF22540.fasta	1
PF22543.fasta	1
PF22544.fasta	5
PF22562.fasta	7
PF22566.fasta	6
PF22567.fasta	1
PF22572.fasta	2
PF22573.fasta	1
PF22574.fasta	1
PF22580.fasta	1
PF22581.fasta	1
PF22584.fasta	1
PF22586.fasta	9
PF22589.fasta	1
PF22591.fasta	1
PF22593.fasta	1
PF22594.fasta	6
PF22595.fasta	1
PF22597.fasta	2
PF22600.fasta	8
PF22601.fasta	2
PF22602.fasta	4
PF22603.fasta	2
PF22605.fasta	1
PF22606.fasta	1
PF22611.fasta	1
PF22614.fasta	8
PF22622.fasta	1
PF22623.fasta	3
PF22624.fasta	1
PF22627.fasta	1
PF22628.fasta	6
PF22631.fasta	4
PF22634.fasta	1
PF22645.fasta	1
PF22646.fasta	3
PF22648.fasta	1
PF22661.fasta	2
PF22666.fasta	1
PF22667.fasta	2
PF22669.fasta	10
PF22675.fasta	6
PF22687.fasta	1
PF22689.fasta	1
PF22691.fasta	1
PF22697.fasta	29
PF22699.fasta	5
PF22700.fasta	1
PF22705.fasta	18
PF22706.fasta	2
PF22725.fasta	3
PF22732.fasta	1
PF22749.fasta	2
PF22766.fasta	1
PF22770.fasta	1
PF22774.fasta	1
PF22777.fasta	1
PF22779.fasta	1
PF22781.fasta	1
PF22782.fasta	1
PF22784.fasta	2
PF22785.fasta	7
PF22788.fasta	1
PF22794.fasta	2
PF22795.fasta	1
PF22821.fasta	2
PF22824.fasta	1
PF22830.fasta	1
PF22831.fasta	1
PF22833.fasta	1
PF22834.fasta	1
PF22838.fasta	1
PF22840.fasta	1
PF22841.fasta	1
PF22843.fasta	1
PF22844.fasta	1
PF22846.fasta	1
PF22849.fasta	1
PF22850.fasta	2
PF22851.fasta	1
PF22854.fasta	5
PF22855.fasta	1
PF22873.fasta	1
PF22878.fasta	1
PF22883.fasta	1
PF22890.fasta	1
PF22891.fasta	1
PF22892.fasta	1
PF22894.fasta	1
PF22898.fasta	3
PF22899.fasta	1
PF22900.fasta	3
PF22901.fasta	5
PF22902.fasta	3
PF22904.fasta	6
PF22907.fasta	1
PF22908.fasta	3
PF22911.fasta	1
PF22912.fasta	1
PF22913.fasta	1
PF22914.fasta	6
PF22916.fasta	1
PF22919.fasta	4
PF22921.fasta	1
PF22923.fasta	3
PF22924.fasta	4
PF22927.fasta	1
PF22928.fasta	1
PF22929.fasta	1
PF22930.fasta	2
PF22931.fasta	2
PF22934.fasta	1
PF22935.fasta	1
PF22937.fasta	1
PF22940.fasta	1
PF22941.fasta	2
PF22944.fasta	3
PF22945.fasta	1
PF22946.fasta	1
PF22947.fasta	1
PF22948.fasta	1
PF22949.fasta	1
PF22951.fasta	1
PF22955.fasta	1
PF22956.fasta	3
PF22957.fasta	2
PF22958.fasta	1
PF22959.fasta	2
PF22960.fasta	3
PF22961.fasta	1
PF22962.fasta	2
PF22963.fasta	2
PF22964.fasta	3
PF22965.fasta	1
PF22967.fasta	2
PF22968.fasta	2
PF22969.fasta	2
PF22971.fasta	3
PF22972.fasta	3
PF22975.fasta	4
PF22976.fasta	5
PF22981.fasta	1
PF22983.fasta	1
PF22984.fasta	1
PF22985.fasta	2
PF22986.fasta	2
PF22987.fasta	3
PF22988.fasta	3
PF22989.fasta	3
PF22990.fasta	1
PF22999.fasta	1
PF23001.fasta	1
PF23002.fasta	2
PF23004.fasta	3
PF23009.fasta	1
PF23010.fasta	2
PF23011.fasta	4
PF23012.fasta	5
PF23013.fasta	1
PF23014.fasta	2
PF23015.fasta	2
PF23021.fasta	1
PF23022.fasta	1
PF23023.fasta	2
PF23024.fasta	3
PF23025.fasta	3
PF23028.fasta	1
PF23030.fasta	3
PF23031.fasta	2
PF23032.fasta	2
PF23035.fasta	2
PF23036.fasta	1
PF23037.fasta	1
PF23039.fasta	5
PF23040.fasta	3
PF23042.fasta	1
PF23043.fasta	1
PF23044.fasta	1
PF23046.fasta	1
PF23048.fasta	1
PF23050.fasta	3
PF23052.fasta	3
PF23053.fasta	1
PF23054.fasta	2
PF23057.fasta	1
PF23058.fasta	1
PF23066.fasta	1
PF23075.fasta	2
PF23077.fasta	1
PF23078.fasta	4
PF23079.fasta	2
PF23081.fasta	2
PF23082.fasta	4
PF23083.fasta	2
PF23084.fasta	1
PF23085.fasta	3
PF23086.fasta	1
PF23087.fasta	2
PF23089.fasta	2
PF23090.fasta	1
PF23091.fasta	2
PF23092.fasta	3
PF23093.fasta	4
PF23094.fasta	1
PF23096.fasta	1
PF23097.fasta	1
PF23098.fasta	8
PF23099.fasta	1
PF23101.fasta	1
PF23102.fasta	1
PF23103.fasta	1
PF23104.fasta	1
PF23105.fasta	8
PF23106.fasta	20
PF23107.fasta	1
PF23108.fasta	1
PF23109.fasta	1
PF23110.fasta	3
PF23113.fasta	1
PF23116.fasta	1
PF23122.fasta	1
PF23123.fasta	2
PF23128.fasta	1
PF23134.fasta	1
PF23135.fasta	1
PF23138.fasta	2
PF23141.fasta	3
PF23142.fasta	3
PF23143.fasta	1
PF23144.fasta	5
PF23145.fasta	2
PF23146.fasta	1
PF23150.fasta	1
PF23154.fasta	1
PF23160.fasta	3
PF23165.fasta	2
PF23168.fasta	2
PF23170.fasta	3
PF23171.fasta	7
PF23172.fasta	3
PF23175.fasta	1
PF23178.fasta	2
PF23183.fasta	1
PF23187.fasta	1
PF23188.fasta	2
PF23191.fasta	1
PF23192.fasta	3
PF23193.fasta	3
PF23194.fasta	3
PF23195.fasta	5
PF23198.fasta	2
PF23202.fasta	1
PF23203.fasta	2
PF23204.fasta	2
PF23206.fasta	1
PF23208.fasta	1
PF23210.fasta	6
PF23211.fasta	1
PF23215.fasta	1
PF23219.fasta	4
PF23220.fasta	1
PF23221.fasta	4
PF23222.fasta	2
PF23223.fasta	1
PF23224.fasta	1
PF23225.fasta	7
PF23226.fasta	1
PF23227.fasta	7
PF23230.fasta	1
PF23231.fasta	3
PF23233.fasta	1
PF23240.fasta	2
PF23241.fasta	2
PF23242.fasta	1
PF23243.fasta	1
PF23244.fasta	6
PF23245.fasta	1
PF23246.fasta	2
PF23248.fasta	1
PF23249.fasta	1
PF23250.fasta	1
PF23251.fasta	1
PF23252.fasta	1
PF23253.fasta	1
PF23254.fasta	2
PF23260.fasta	2
PF23261.fasta	2
PF23263.fasta	2
PF23265.fasta	2
PF23267.fasta	2
PF23268.fasta	3
PF23271.fasta	3
PF23277.fasta	1
PF23278.fasta	4
PF23281.fasta	1
PF23283.fasta	4
PF23284.fasta	1
PF23287.fasta	1
PF23288.fasta	1
PF23289.fasta	3
PF23290.fasta	1
PF23291.fasta	1
PF23294.fasta	2
PF23295.fasta	1
PF23298.fasta	1
PF23301.fasta	8
PF23302.fasta	1
PF23304.fasta	1
PF23307.fasta	1
PF23308.fasta	2
PF23312.fasta	3
PF23313.fasta	1
PF23314.fasta	2
PF23316.fasta	1
PF23317.fasta	8
PF23319.fasta	1
PF23320.fasta	1
PF23321.fasta	11
PF23322.fasta	2
PF23323.fasta	2
PF23325.fasta	1
PF23326.fasta	1
PF23327.fasta	1
PF23329.fasta	2
PF23330.fasta	1
PF23331.fasta	2
PF23332.fasta	2
PF23333.fasta	2
PF23334.fasta	18
PF23335.fasta	1
PF23337.fasta	1
PF23338.fasta	1
PF23339.fasta	1
PF23341.fasta	1
PF23342.fasta	1
PF23344.fasta	13
PF23345.fasta	1
PF23347.fasta	1
PF23349.fasta	1
PF23350.fasta	1
PF23351.fasta	1
PF23352.fasta	1
PF23353.fasta	1
PF23354.fasta	1
PF23355.fasta	1
PF23356.fasta	1
PF23358.fasta	1
PF23360.fasta	1
PF23361.fasta	1
PF23362.fasta	1
PF23377.fasta	1
PF23381.fasta	5
PF23383.fasta	1
PF23385.fasta	1
PF23387.fasta	3
PF23389.fasta	1
PF23390.fasta	1
PF23393.fasta	1
PF23405.fasta	1
PF23406.fasta	1
PF23409.fasta	11
PF23410.fasta	1
PF23411.fasta	1
PF23412.fasta	1
PF23414.fasta	11
PF23415.fasta	2
PF23417.fasta	1
PF23419.fasta	1
PF23431.fasta	1
PF23440.fasta	1
PF23445.fasta	5
PF23450.fasta	1
PF23456.fasta	4
PF23459.fasta	9
PF23460.fasta	1
PF23461.fasta	1
PF23464.fasta	2
PF23466.fasta	2
PF23469.fasta	2
PF23481.fasta	5
PF23486.fasta	5
PF23487.fasta	5
PF23489.fasta	1
PF23490.fasta	1
PF23517.fasta	2
PF23524.fasta	3
PF23538.fasta	4
PF23541.fasta	1
PF23546.fasta	1
PF23553.fasta	1
PF23554.fasta	5
PF23555.fasta	1
PF23556.fasta	1
PF23557.fasta	5
PF23558.fasta	3
PF23560.fasta	3
PF23561.fasta	19
PF23562.fasta	1
PF23563.fasta	1
PF23564.fasta	1
PF23565.fasta	1
PF23567.fasta	2
PF23570.fasta	2
PF23571.fasta	1
PF23572.fasta	1
PF23573.fasta	1
PF23574.fasta	1
PF23575.fasta	2
PF23578.fasta	2
PF23579.fasta	1
PF23580.fasta	1
PF23583.fasta	2
PF23586.fasta	1
PF23587.fasta	2
PF23588.fasta	2
PF23590.fasta	1
PF23591.fasta	2
PF23592.fasta	4
PF23593.fasta	2
PF23594.fasta	1
PF23597.fasta	2
PF23598.fasta	18
PF23599.fasta	2
PF23602.fasta	1
PF23604.fasta	1
PF23606.fasta	1
PF23609.fasta	1
PF23610.fasta	1
PF23611.fasta	7
PF23612.fasta	2
PF23613.fasta	1
PF23619.fasta	1
PF23620.fasta	2
PF23629.fasta	1
PF23630.fasta	2
PF23632.fasta	2
PF23637.fasta	2
PF23640.fasta	2
PF23643.fasta	1
PF23647.fasta	1
PF23649.fasta	1
PF23651.fasta	1
PF23652.fasta	1
PF23659.fasta	1
PF23660.fasta	3
PF23661.fasta	1
PF23663.fasta	1
PF23665.fasta	2
PF23667.fasta	1
PF23668.fasta	2
PF23669.fasta	1
PF23670.fasta	1
PF23679.fasta	2
PF23699.fasta	1
PF23701.fasta	1
PF23702.fasta	1
PF23704.fasta	1
PF23708.fasta	2
PF23723.fasta	1
PF23726.fasta	3
PF23727.fasta	2
PF23730.fasta	2
PF23731.fasta	1
PF23733.fasta	2
PF23735.fasta	2
PF23736.fasta	1
PF23738.fasta	1
PF23740.fasta	1
PF23743.fasta	1
PF23744.fasta	1
PF23745.fasta	1
PF23747.fasta	1
PF23748.fasta	1
PF23751.fasta	1
PF23752.fasta	1
PF23753.fasta	1
PF23756.fasta	2
PF23758.fasta	1
PF23760.fasta	3
PF23761.fasta	3
PF23762.fasta	2
PF23769.fasta	1
PF23770.fasta	1
PF23774.fasta	1
PF23775.fasta	1
PF23777.fasta	1
PF23782.fasta	1
PF23788.fasta	1
PF23797.fasta	1
PF23860.fasta	1
PF23861.fasta	1
PF23869.fasta	1
PF23878.fasta	1
PF23894.fasta	3
PF23925.fasta	1
PF23936.fasta	1
PF23943.fasta	1
PF23949.fasta	1
PF23953.fasta	2
PF23998.fasta	1
PF23999.fasta	1
PF24006.fasta	1
PF24017.fasta	1
PF24031.fasta	1
PF24048.fasta	4
PF24055.fasta	2
PF24056.fasta	3
PF24064.fasta	1
PF24065.fasta	1
PF24066.fasta	1
PF24079.fasta	1
PF24080.fasta	2
PF24082.fasta	1
PF24094.fasta	2
PF24099.fasta	1
PF24101.fasta	1
PF24102.fasta	1
PF24105.fasta	2
PF24123.fasta	2
PF24138.fasta	2
PF24139.fasta	2
PF24140.fasta	2
PF24147.fasta	2
PF24150.fasta	2
PF24160.fasta	1
PF24161.fasta	1
