Pfam_code,HMMER_gaps,FULL_gaps,HMMER_vs_FULL_gaps_diff,HMMER_vs_FULL_gaps_%_improvement
PF09748,0.00,0.00,0.00,
PF09749,0.00,0.00,0.00,
PF09750,0.08,0.08,0.00,0.00
PF09751,0.00,0.00,0.00,
PF09752,0.00,0.00,0.00,
PF09753,0.00,0.00,0.00,
PF09754,0.00,0.00,0.00,
PF09755,0.00,0.00,0.00,
PF09756,0.00,0.00,0.00,
PF09758,0.00,0.00,0.00,
PF09759,0.00,0.00,0.00,
PF09762,0.00,0.00,0.00,
PF09763,0.00,0.00,0.00,
PF09764,0.00,0.00,0.00,
PF09765,0.00,0.00,0.00,
PF09766,0.00,0.00,0.00,
PF09767,0.00,0.00,0.00,
PF09768,0.00,0.00,0.00,
PF09769,0.00,0.03,0.03,100.00
PF09770,0.25,0.29,0.04,13.79
PF09771,0.00,0.00,0.00,
PF09772,0.00,0.00,0.00,
PF09773,0.00,0.00,0.00,
PF09774,0.00,0.00,0.00,
PF09775,0.00,0.00,0.00,
PF09776,0.00,0.00,0.00,
PF09777,0.00,0.00,0.00,
PF09778,0.00,0.00,0.00,
PF09779,0.00,0.00,0.00,
PF09781,0.00,0.00,0.00,
PF09782,0.00,0.00,0.00,
PF09783,0.00,0.00,0.00,
PF09785,0.00,0.00,0.00,
PF09786,0.00,0.00,0.00,
PF09787,0.00,0.00,0.00,
PF09788,0.06,0.08,0.02,25.00
PF09789,0.00,0.00,0.00,
PF09790,0.00,0.00,0.00,
PF09791,0.18,0.21,0.03,14.29
PF09793,0.00,0.00,0.00,
PF09794,0.39,0.39,0.00,0.00
PF09797,0.00,0.00,0.00,
PF09799,0.02,0.02,0.00,0.00
PF09801,0.00,0.00,0.00,
PF09803,0.00,0.00,0.00,
PF09804,0.00,0.00,0.00,
PF09805,0.00,0.00,0.00,
PF09806,0.13,0.20,0.07,35.00
PF09807,0.00,0.00,0.00,
PF09808,0.00,0.00,0.00,
PF09809,0.00,0.00,0.00,
PF09810,0.50,0.66,0.16,24.24
PF09811,0.00,0.00,0.00,
PF09812,0.00,0.00,0.00,
PF09813,0.00,0.00,0.00,
PF09814,0.00,0.00,0.00,
PF09815,0.21,0.21,0.00,0.00
PF09816,0.02,0.05,0.03,60.00
PF09817,0.00,0.00,0.00,
PF09848,0.05,0.15,0.10,66.67
PF09992,0.00,0.00,0.00,
PF10018,0.00,0.00,0.00,
PF10033,0.00,0.00,0.00,
PF10034,0.28,0.30,0.02,6.67
PF10036,0.00,0.00,0.00,
PF10037,0.31,0.35,0.04,11.43
PF10044,0.00,0.00,0.00,
PF10046,0.00,0.00,0.00,
PF10058,0.00,0.00,0.00,
PF10075,0.07,0.07,0.00,0.00
PF10146,0.00,0.50,0.50,100.00
PF10147,0.00,0.00,0.00,
PF10148,0.00,0.00,0.00,
PF10149,0.00,0.00,0.00,
PF10151,0.00,0.00,0.00,
PF10152,0.00,0.00,0.00,
PF10155,0.00,0.00,0.00,
PF10156,0.00,0.00,0.00,
PF10157,0.00,0.00,0.00,
PF10158,0.00,0.00,0.00,
PF10159,0.00,0.00,0.00,
PF10160,0.00,0.00,0.00,
PF10161,0.00,0.00,0.00,
PF10162,0.18,0.18,0.00,0.00
PF10163,0.00,0.00,0.00,
PF10164,0.00,0.00,0.00,
PF10165,0.12,0.12,0.00,0.00
PF10166,0.00,0.00,0.00,
PF10167,0.00,0.00,0.00,
PF10168,0.00,0.00,0.00,
PF10169,0.00,0.00,0.00,
PF10170,0.00,0.00,0.00,
PF10171,0.00,0.00,0.00,
PF10172,0.00,0.00,0.00,
PF10174,0.21,0.49,0.28,57.14
PF10175,0.00,0.00,0.00,
PF10176,0.50,0.00,-0.50,
PF10177,0.26,0.26,0.00,0.00
PF10178,0.00,0.00,0.00,
PF10179,0.00,0.00,0.00,
PF10181,0.00,0.00,0.00,
PF10183,0.00,0.00,0.00,
PF10184,0.00,0.00,0.00,
PF10185,0.00,0.00,0.00,
PF10186,0.20,0.17,-0.03,-17.65
PF10187,0.00,0.00,0.00,
PF10188,0.00,0.00,0.00,
PF10189,0.00,0.00,0.00,
PF10190,0.01,0.00,-0.01,
PF10191,0.00,0.00,0.00,
PF10192,0.03,0.03,0.00,0.00
PF10193,0.00,0.00,0.00,
PF10195,0.03,0.04,0.01,25.00
PF10197,0.00,0.00,0.00,
PF10198,0.00,0.00,0.00,
PF10199,0.00,0.00,0.00,
PF10200,0.00,0.00,0.00,
PF10203,0.00,0.00,0.00,
PF10204,0.00,0.00,0.00,
PF10205,0.00,0.00,0.00,
PF10206,0.00,0.00,0.00,
PF10208,0.00,0.00,0.00,
PF10209,0.00,0.00,0.00,
PF10210,0.00,0.00,0.00,
PF10211,0.20,0.22,0.02,9.09
PF10212,0.00,0.00,0.00,
PF10213,0.00,0.00,0.00,
PF10215,0.00,0.00,0.00,
PF10217,0.00,0.00,0.00,
PF10218,0.00,0.00,0.00,
PF10220,0.00,0.00,0.00,
PF10221,0.00,0.00,0.00,
PF10222,0.00,0.00,0.00,
PF10223,0.04,0.04,0.00,0.00
PF10224,0.00,0.00,0.00,
PF10225,0.02,0.02,0.00,0.00
PF10226,0.07,0.07,0.00,0.00
PF10228,0.00,0.00,0.00,
PF10229,0.00,0.00,0.00,
PF10230,0.00,0.00,0.00,
PF10231,0.00,0.00,0.00,
PF10232,0.00,0.00,0.00,
PF10233,0.00,0.00,0.00,
PF10234,0.00,0.00,0.00,
PF10235,0.00,0.00,0.00,
PF10236,0.00,0.00,0.00,
PF10237,0.16,0.12,-0.04,-33.33
PF10238,0.00,0.00,0.00,
PF10239,0.04,0.04,0.00,0.00
PF10240,0.14,0.03,-0.11,-366.67
PF10241,0.00,0.00,0.00,
PF10242,0.10,0.10,0.00,0.00
PF10243,0.00,0.00,0.00,
PF10244,0.00,0.00,0.00,
PF10245,0.00,0.00,0.00,
PF10246,0.00,0.00,0.00,
PF10247,0.00,0.00,0.00,
PF10248,0.03,0.05,0.02,40.00
PF10249,0.00,0.00,0.00,
PF10250,0.24,0.18,-0.06,-33.33
PF10251,0.00,0.00,0.00,
PF10252,0.00,0.00,0.00,
PF10253,0.00,0.00,0.00,
PF10254,0.02,0.02,0.00,0.00
PF10255,0.00,0.00,0.00,
PF10256,0.15,0.15,0.00,0.00
PF10257,0.14,0.14,0.00,0.00
PF10258,0.00,0.00,0.00,
PF10259,0.00,0.00,0.00,
PF10261,0.00,0.00,0.00,
PF10262,0.45,0.46,0.01,2.17
PF10263,0.00,0.00,0.00,
PF10264,0.00,0.00,0.00,
PF10265,0.03,0.03,0.00,0.00
PF10266,0.00,0.00,0.00,
PF10267,0.30,0.33,0.03,9.09
PF10268,0.01,0.01,0.00,0.00
PF10269,0.20,0.22,0.02,9.09
PF10270,0.00,0.00,0.00,
PF10271,0.02,0.01,-0.01,-100.00
PF10272,0.00,0.00,0.00,
PF10273,0.00,0.00,0.00,
PF10274,0.38,0.39,0.01,2.56
PF10275,0.01,0.02,0.01,50.00
PF10276,0.00,0.00,0.00,
PF10277,0.16,0.16,0.00,0.00
PF10278,0.00,0.00,0.00,
PF10280,0.00,0.00,0.00,
PF10283,0.06,0.07,0.01,14.29
PF10288,0.00,0.00,0.00,
PF10291,0.02,0.02,0.00,0.00
PF10294,0.33,0.30,-0.03,-10.00
PF10300,0.31,0.31,0.00,0.00
PF10304,0.00,0.00,0.00,
PF10309,0.00,0.00,0.00,
PF10312,0.00,0.00,0.00,
PF10341,0.00,0.00,0.00,
PF10345,0.00,0.00,0.00,
PF10350,0.00,0.00,0.00,
PF10354,0.00,0.00,0.00,
PF10357,0.00,0.00,0.00,
PF10358,0.04,0.02,-0.02,-100.00
PF10363,0.00,0.00,0.00,
PF10366,0.03,0.03,0.00,0.00
PF10367,0.01,0.00,-0.01,
PF10373,0.29,0.46,0.17,36.96
PF10374,0.15,0.16,0.01,6.25
PF10376,0.00,0.00,0.00,
PF10377,0.00,0.00,0.00,
PF10382,0.00,0.00,0.00,
PF10384,0.00,0.00,0.00,
PF10390,0.23,0.24,0.01,4.17
PF10391,0.05,0.07,0.02,28.57
PF10392,0.00,0.00,0.00,
PF10393,0.09,0.11,0.02,18.18
PF10394,0.00,0.00,0.00,
PF10396,0.00,0.00,0.00,
PF10397,0.00,0.00,0.00,
PF10401,0.08,0.09,0.01,11.11
PF10403,0.00,0.00,0.00,
PF10404,0.00,0.00,0.00,
PF10405,0.00,0.00,0.00,
PF10406,0.00,0.00,0.00,
PF10408,0.06,0.06,0.00,0.00
PF10409,0.31,0.38,0.07,18.42
PF10413,0.00,0.00,0.00,
PF10415,0.00,0.00,0.00,
PF10417,0.19,0.15,-0.04,-26.67
PF10419,0.00,0.00,0.00,
PF10420,0.00,0.00,0.00,
PF10421,0.06,0.06,0.00,0.00
PF10426,0.00,0.00,0.00,
PF10427,0.18,0.20,0.02,10.00
PF10430,0.00,0.00,0.00,
PF10431,0.12,0.14,0.02,14.29
PF10433,0.18,0.21,0.03,14.29
PF10436,0.10,0.07,-0.03,-42.86
PF10441,0.00,0.00,0.00,
PF10442,0.00,0.00,0.00,
PF10444,0.00,0.00,0.00,
PF10447,0.00,0.00,0.00,
PF10453,0.00,0.00,0.00,
PF10456,0.12,0.13,0.01,7.69
PF10457,0.00,0.00,0.00,
PF10461,0.00,0.00,0.00,
PF10469,0.18,0.21,0.03,14.29
PF10470,0.16,0.18,0.02,11.11
PF10471,0.00,0.00,0.00,
PF10472,0.00,0.00,0.00,
PF10473,0.01,0.01,0.00,0.00
PF10474,0.00,0.00,0.00,
PF10475,0.27,0.25,-0.02,-8.00
PF10476,0.00,0.00,0.00,
PF10477,0.00,0.00,0.00,
PF10480,0.00,0.00,0.00,
PF10481,0.00,0.00,0.00,
PF10482,0.00,0.00,0.00,
PF10483,0.49,0.49,0.00,0.00
PF10484,0.00,0.00,0.00,
PF10486,0.60,0.59,-0.01,-1.69
PF10487,0.00,0.00,0.00,
PF10488,0.37,0.39,0.02,5.13
PF10490,0.00,0.00,0.00,
PF10491,0.00,0.00,0.00,
PF10493,0.00,0.27,0.27,100.00
PF10495,0.02,0.03,0.01,33.33
PF10496,0.00,0.00,0.00,
PF10497,0.02,0.00,-0.02,
PF10498,0.00,0.00,0.00,
PF10500,0.00,0.00,0.00,
PF10501,0.00,0.00,0.00,
PF10502,0.52,0.53,0.01,1.89
PF10504,0.00,0.00,0.00,
PF10505,0.00,0.00,0.00,
PF10506,0.07,0.08,0.01,12.50
PF10507,0.00,0.00,0.00,
PF10508,0.00,0.00,0.00,
PF10509,0.04,0.00,-0.04,
PF10510,0.00,0.00,0.00,
PF10511,0.00,0.00,0.00,
PF10512,0.00,0.00,0.00,
PF10513,0.49,0.48,-0.01,-2.08
PF10514,0.00,0.00,0.00,
PF10515,0.01,0.01,0.00,0.00
PF10516,0.00,0.00,0.00,
PF10521,0.00,0.00,0.00,
PF10522,0.02,0.05,0.03,60.00
PF10523,0.27,0.38,0.11,28.95
PF10524,0.00,0.00,0.00,
PF10525,0.03,0.00,-0.03,
PF10529,0.01,0.10,0.09,90.00
PF10534,0.03,0.04,0.01,25.00
PF10537,0.03,0.03,0.00,0.00
PF10541,0.12,0.13,0.01,7.69
PF10557,0.04,0.06,0.02,33.33
PF10558,0.50,0.47,-0.03,-6.38
PF10559,0.00,0.00,0.00,
PF10561,0.00,0.00,0.00,
PF10565,0.35,0.36,0.01,2.78
PF10568,0.02,0.03,0.01,33.33
PF10570,0.00,0.00,0.00,
PF10571,0.00,0.00,0.00,
PF10572,0.00,0.00,0.00,
PF10573,0.00,0.00,0.00,
PF10574,0.00,0.00,0.00,
PF10577,0.01,0.33,0.32,96.97
PF10579,0.00,0.00,0.00,
PF10580,0.00,0.00,0.00,
PF10581,0.00,0.07,0.07,100.00
PF10583,0.00,0.00,0.00,
PF10584,0.00,0.00,0.00,
PF10585,0.05,0.05,0.00,0.00
PF10587,0.00,0.00,0.00,
PF10588,0.00,0.00,0.00,
PF10589,0.00,0.00,0.00,
PF10590,0.00,0.00,0.00,
PF10591,0.27,0.36,0.09,25.00
PF10595,0.07,0.08,0.01,12.50
PF10596,0.00,0.00,0.00,
PF10597,0.00,0.00,0.00,
PF10598,0.00,0.00,0.00,
PF10599,0.00,0.00,0.00,
PF10600,0.09,0.09,0.00,0.00
PF10601,0.01,0.02,0.01,50.00
PF10602,0.03,0.03,0.00,0.00
PF10606,0.00,0.00,0.00,
PF10607,0.41,0.38,-0.03,-7.89
PF10608,0.36,0.36,0.00,0.00
PF10609,0.02,0.02,0.00,0.00
PF10613,0.19,0.41,0.22,53.66
PF10630,0.11,0.11,0.00,0.00
PF10631,0.00,0.00,0.00,
PF10637,0.00,0.00,0.00,
PF10639,0.00,0.00,0.00,
PF10642,0.00,0.00,0.00,
PF10644,0.00,0.00,0.00,
PF10650,0.00,0.00,0.00,
PF10660,0.27,0.29,0.02,6.90
PF10744,0.00,0.00,0.00,
PF10780,0.00,0.00,0.00,
PF10856,0.00,0.00,0.00,
PF10873,0.00,0.00,0.00,
PF10961,0.00,0.00,0.00,
PF10996,0.05,0.17,0.12,70.59
PF11002,0.00,0.00,0.00,
PF11027,0.00,0.00,0.00,
PF11028,0.00,0.00,0.00,
PF11029,0.00,0.00,0.00,
PF11032,0.00,0.00,0.00,
PF11035,0.00,0.00,0.00,
PF11037,0.00,0.00,0.00,
PF11057,0.24,0.21,-0.03,-14.29
PF11069,0.00,0.00,0.00,
PF11092,0.00,0.00,0.00,
PF11095,0.00,0.00,0.00,
PF11107,0.00,0.00,0.00,
PF11109,0.00,0.00,0.00,
PF11111,0.00,0.00,0.00,
PF11176,0.00,0.00,0.00,
PF11221,0.00,0.00,0.00,
PF11229,0.00,0.00,0.00,
PF11232,0.01,0.01,0.00,0.00
PF11235,0.00,0.00,0.00,
PF11261,0.00,0.00,0.00,
PF11262,0.00,0.00,0.00,
PF11265,0.00,0.00,0.00,
PF11277,0.00,0.00,0.00,
PF11315,0.00,0.00,0.00,
PF11326,0.00,0.00,0.00,
PF11357,0.28,0.43,0.15,34.88
PF11365,0.01,0.02,0.01,50.00
PF11380,0.00,0.00,0.00,
PF11409,0.00,0.00,0.00,
PF11411,0.00,0.00,0.00,
PF11413,0.12,0.16,0.04,25.00
PF11414,0.08,0.06,-0.02,-33.33
PF11416,0.00,0.00,0.00,
PF11461,0.08,0.08,0.00,0.00
PF11464,0.05,0.02,-0.03,-150.00
PF11465,0.00,0.00,0.00,
PF11466,0.00,0.00,0.00,
PF11467,0.04,0.02,-0.02,-100.00
PF11470,0.00,0.00,0.00,
PF11502,0.04,0.10,0.06,60.00
PF11510,0.00,0.00,0.00,
PF11515,0.04,0.03,-0.01,-33.33
PF11521,0.00,0.00,0.00,
PF11527,0.03,0.03,0.00,0.00
PF11531,0.00,0.00,0.00,
PF11532,0.00,0.00,0.00,
PF11538,0.00,0.00,0.00,
PF11540,0.08,0.03,-0.05,-166.67
PF11543,0.00,0.00,0.00,
PF11547,0.00,0.00,0.00,
PF11548,0.02,0.01,-0.01,-100.00
PF11555,0.00,0.00,0.00,
PF11559,0.00,0.00,0.00,
PF11560,0.00,0.00,0.00,
PF11566,0.09,0.07,-0.02,-28.57
PF11568,0.00,0.00,0.00,
PF11569,0.26,0.23,-0.03,-13.04
PF11571,0.00,0.00,0.00,
PF11573,0.00,0.00,0.00,
PF11577,0.00,0.01,0.01,100.00
PF11587,0.00,0.00,0.00,
PF11594,0.00,0.00,0.00,
PF11598,0.03,0.08,0.05,62.50
PF11600,0.00,0.00,0.00,
PF11601,0.01,0.03,0.02,66.67
PF11605,0.00,0.00,0.00,
PF11608,0.00,0.00,0.00,
PF11616,0.00,0.00,0.00,
PF11618,0.01,0.01,0.00,0.00
PF11620,0.00,0.00,0.00,
PF11626,0.00,0.00,0.00,
PF11627,0.00,0.00,0.00,
PF11628,0.05,0.03,-0.02,-66.67
PF11629,0.00,0.00,0.00,
PF11635,0.00,0.00,0.00,
PF11636,0.00,0.00,0.00,
PF11640,0.00,0.00,0.00,
PF11648,0.03,0.03,0.00,0.00
PF11652,0.06,0.06,0.00,0.00
PF11669,0.12,0.11,-0.01,-9.09
PF11698,0.00,0.00,0.00,
PF11699,0.00,0.00,0.00,
PF11701,0.01,0.01,0.00,0.00
PF11704,0.31,0.32,0.01,3.13
PF11705,0.04,0.04,0.00,0.00
PF11707,0.00,0.00,0.00,
PF11708,0.00,0.00,0.00,
PF11715,0.00,0.00,0.00,
PF11717,0.18,0.16,-0.02,-12.50
PF11718,0.00,0.00,0.00,
PF11719,0.00,0.00,0.00,
PF11721,0.00,0.00,0.00,
PF11722,0.00,0.00,0.00,
PF11732,0.00,0.00,0.00,
PF11759,0.29,0.36,0.07,19.44
PF11764,0.06,0.12,0.06,50.00
PF11768,0.00,0.00,0.00,
PF11770,0.00,0.00,0.00,
PF11771,0.00,0.00,0.00,
PF11779,0.03,0.04,0.01,25.00
PF11781,0.00,0.00,0.00,
PF11788,0.00,0.00,0.00,
PF11789,0.00,0.00,0.00,
PF11793,0.00,0.00,0.00,
PF11798,0.00,0.00,0.00,
PF11799,0.31,0.25,-0.06,-24.00
PF11802,0.00,0.00,0.00,
PF11803,0.00,0.00,0.00,
PF11816,0.00,0.00,0.00,
PF11817,0.00,0.00,0.00,
PF11819,0.06,0.06,0.00,0.00
PF11825,0.04,0.04,0.00,0.00
PF11830,0.06,0.06,0.00,0.00
PF11831,0.00,0.00,0.00,
PF11834,0.00,0.00,0.00,
PF11835,0.07,0.08,0.01,12.50
PF11838,0.08,0.09,0.01,11.11
PF11841,0.04,0.05,0.01,20.00
PF11851,0.26,0.30,0.04,13.33
PF11857,0.05,0.07,0.02,28.57
PF11861,0.00,0.00,0.00,
PF11864,0.00,0.00,0.00,
PF11865,0.00,0.00,0.00,
PF11875,0.00,0.00,0.00,
PF11878,0.04,0.05,0.01,20.00
PF11879,0.17,0.16,-0.01,-6.25
PF11881,0.14,0.15,0.01,6.67
PF11882,0.51,0.54,0.03,5.56
PF11894,0.00,0.00,0.00,
PF11904,0.12,0.14,0.02,14.29
PF11911,0.00,0.00,0.00,
PF11914,0.00,0.41,0.41,100.00
PF11916,0.00,0.00,0.00,
PF11918,0.11,0.11,0.00,0.00
PF11919,0.00,0.00,0.00,
PF11923,0.00,0.00,0.00,
PF11928,0.16,0.17,0.01,5.88
PF11931,0.00,0.00,0.00,
PF11933,0.10,0.10,0.00,0.00
PF11934,0.09,0.07,-0.02,-28.57
PF11935,0.00,0.00,0.00,
PF11938,0.35,0.35,0.00,0.00
PF11942,0.00,0.00,0.00,
PF11945,0.06,0.06,0.00,0.00
PF11952,0.08,0.08,0.00,0.00
PF11956,0.02,0.02,0.00,0.00
PF11957,0.00,0.00,0.00,
PF11968,0.00,0.00,0.00,
PF11969,0.16,0.16,0.00,0.00
PF11971,0.02,0.04,0.02,50.00
PF11976,0.04,0.04,0.00,0.00
PF11977,0.02,0.02,0.00,0.00
PF11978,0.00,0.00,0.00,
PF11979,0.01,0.01,0.00,0.00
PF11980,0.02,0.01,-0.01,-100.00
PF11987,0.10,0.08,-0.02,-25.00
PF12001,0.04,0.04,0.00,0.00
PF12002,0.00,0.00,0.00,
PF12004,0.17,0.17,0.00,0.00
PF12009,0.00,0.00,0.00,
PF12012,0.08,0.07,-0.01,-14.29
PF12014,0.00,0.00,0.00,
PF12016,0.00,0.00,0.00,
PF12017,0.00,0.00,0.00,
PF12018,0.00,0.00,0.00,
PF12020,0.01,0.02,0.01,50.00
PF12022,0.00,0.00,0.00,
PF12024,0.04,0.04,0.00,0.00
PF12026,0.10,0.15,0.05,33.33
PF12030,0.27,0.15,-0.12,-80.00
PF12031,0.00,0.00,0.00,
PF12036,0.01,0.01,0.00,0.00
PF12037,0.23,0.42,0.19,45.24
PF12045,0.35,0.36,0.01,2.78
PF12047,0.00,0.00,0.00,
PF12052,0.02,0.02,0.00,0.00
PF12053,0.00,0.00,0.00,
PF12054,0.00,0.00,0.00,
PF12057,0.00,0.00,0.00,
PF12062,0.00,0.01,0.01,100.00
PF12063,0.01,0.03,0.02,66.67
PF12066,0.00,0.00,0.00,
PF12067,0.20,0.23,0.03,13.04
PF12068,0.21,0.20,-0.01,-5.00
PF12070,0.00,0.00,0.00,
PF12075,0.05,0.05,0.00,0.00
PF12090,0.05,0.06,0.01,16.67
PF12104,0.00,0.00,0.00,
PF12108,0.00,0.00,0.00,
PF12109,0.00,0.00,0.00,
PF12110,0.00,0.00,0.00,
PF12114,0.16,0.14,-0.02,-14.29
PF12125,0.00,0.00,0.00,
PF12126,0.00,0.00,0.00,
PF12129,0.05,0.06,0.01,16.67
PF12130,0.11,0.22,0.11,50.00
PF12134,0.00,0.00,0.00,
PF12140,0.03,0.04,0.01,25.00
PF12144,0.07,0.07,0.00,0.00
PF12145,0.04,0.04,0.00,0.00
PF12146,0.44,0.44,0.00,0.00
PF12148,0.10,0.10,0.00,0.00
PF12153,0.00,0.00,0.00,
PF12157,0.00,0.00,0.00,
PF12160,0.00,0.00,0.00,
PF12162,0.00,0.00,0.00,
PF12166,0.03,0.02,-0.01,-50.00
PF12171,0.05,0.11,0.06,54.55
PF12177,0.00,0.00,0.00,
PF12178,0.00,0.00,0.00,
PF12179,0.00,0.00,0.00,
PF12180,0.01,0.03,0.02,66.67
PF12185,0.07,0.07,0.00,0.00
PF12188,0.00,0.00,0.00,
PF12191,0.00,0.00,0.00,
PF12196,0.00,0.00,0.00,
PF12201,0.00,0.00,0.00,
PF12202,0.03,0.05,0.02,40.00
PF12203,0.08,0.09,0.01,11.11
PF12205,0.01,0.01,0.00,0.00
PF12210,0.00,0.00,0.00,
PF12213,0.00,0.00,0.00,
PF12214,0.00,0.49,0.49,100.00
PF12215,0.00,0.00,0.00,
PF12220,0.00,0.00,0.00,
PF12230,0.00,0.00,0.00,
PF12231,0.00,0.00,0.00,
PF12232,0.05,0.05,0.00,0.00
PF12234,0.55,0.53,-0.02,-3.77
PF12235,0.20,0.36,0.16,44.44
PF12237,0.00,0.00,0.00,
PF12240,0.05,0.04,-0.01,-25.00
PF12248,0.00,0.00,0.00,
PF12251,0.00,0.00,0.00,
PF12253,0.00,0.00,0.00,
PF12254,0.00,0.00,0.00,
PF12257,0.00,0.00,0.00,
PF12258,0.00,0.00,0.00,
PF12260,0.28,0.26,-0.02,-7.69
PF12265,0.05,0.17,0.12,70.59
PF12269,0.00,0.00,0.00,
PF12280,0.06,0.06,0.00,0.00
PF12284,0.32,0.32,0.00,0.00
PF12287,0.07,0.07,0.00,0.00
PF12295,0.00,0.00,0.00,
PF12297,0.00,0.00,0.00,
PF12301,0.41,0.42,0.01,2.38
PF12304,0.03,0.02,-0.01,-50.00
PF12308,0.02,0.02,0.00,0.00
PF12309,0.00,0.00,0.00,
PF12310,0.07,0.08,0.01,12.50
PF12316,0.14,0.31,0.17,54.84
PF12317,0.00,0.00,0.00,
PF12325,0.00,0.00,0.00,
PF12328,0.00,0.00,0.00,
PF12329,0.00,0.00,0.00,
PF12330,0.00,0.00,0.00,
PF12333,0.00,0.00,0.00,
PF12335,0.01,0.01,0.00,0.00
PF12336,0.49,0.53,0.04,7.55
PF12341,0.00,0.00,0.00,
PF12346,0.00,0.00,0.00,
PF12347,0.09,0.12,0.03,25.00
PF12348,0.16,0.26,0.10,38.46
PF12349,0.06,0.09,0.03,33.33
PF12352,0.03,0.04,0.01,25.00
PF12353,0.00,0.00,0.00,
PF12356,0.00,0.00,0.00,
PF12360,0.06,0.07,0.01,14.29
PF12366,0.00,0.00,0.00,
PF12368,0.00,0.00,0.00,
PF12369,0.00,0.00,0.00,
PF12371,0.02,0.01,-0.01,-100.00
PF12372,0.00,0.00,0.00,
PF12374,0.00,0.00,0.00,
PF12394,0.00,0.00,0.00,
PF12397,0.00,0.00,0.00,
PF12400,0.00,0.00,0.00,
PF12402,0.08,0.08,0.00,0.00
PF12403,0.02,0.02,0.00,0.00
PF12409,0.15,0.14,-0.01,-7.14
PF12413,0.11,0.09,-0.02,-22.22
PF12414,0.07,0.07,0.00,0.00
PF12416,0.00,0.00,0.00,
PF12422,0.00,0.00,0.00,
PF12423,0.07,0.15,0.08,53.33
PF12424,0.13,0.14,0.01,7.14
PF12430,0.00,0.00,0.00,
PF12432,0.00,0.00,0.00,
PF12436,0.00,0.00,0.00,
PF12440,0.24,0.29,0.05,17.24
PF12443,0.03,0.03,0.00,0.00
PF12444,0.09,0.10,0.01,10.00
PF12448,0.18,0.20,0.02,10.00
PF12451,0.00,0.00,0.00,
PF12453,0.00,0.00,0.00,
PF12455,0.00,0.00,0.00,
PF12456,0.08,0.08,0.00,0.00
PF12457,0.00,0.00,0.00,
PF12460,0.00,0.00,0.00,
PF12463,0.00,0.00,0.00,
PF12465,0.00,0.00,0.00,
PF12470,0.00,0.00,0.00,
PF12473,0.41,0.43,0.02,4.65
PF12474,0.01,0.01,0.00,0.00
PF12478,0.02,0.02,0.00,0.00
PF12480,0.00,0.00,0.00,
PF12483,0.00,0.00,0.00,
PF12485,0.09,0.09,0.00,0.00
PF12489,0.20,0.22,0.02,9.09
PF12490,0.00,0.00,0.00,
PF12491,0.00,0.00,0.00,
PF12496,0.12,0.12,0.00,0.00
PF12497,0.00,0.00,0.00,
PF12509,0.14,0.13,-0.01,-7.69
PF12510,0.07,0.08,0.01,12.50
PF12513,0.00,0.00,0.00,
PF12516,0.01,0.01,0.00,0.00
PF12529,0.00,0.00,0.00,
PF12530,0.00,0.00,0.00,
PF12533,0.09,0.13,0.04,30.77
PF12534,0.11,0.11,0.00,0.00
PF12537,0.00,0.00,0.00,
PF12540,0.00,0.26,0.26,100.00
PF12542,0.00,0.00,0.00,
PF12547,0.46,0.33,-0.13,-39.39
PF12548,0.25,0.25,0.00,0.00
PF12549,0.00,0.01,0.01,100.00
PF12554,0.00,0.00,0.00,
PF12560,0.00,0.00,0.00,
PF12567,0.00,0.00,0.00,
PF12569,0.00,0.00,0.00,
PF12572,0.00,0.00,0.00,
PF12576,0.00,0.00,0.00,
PF12577,0.00,0.00,0.00,
PF12578,0.10,0.11,0.01,9.09
PF12580,0.00,0.00,0.00,
PF12584,0.00,0.00,0.00,
PF12589,0.00,0.00,0.00,
PF12595,0.04,0.04,0.00,0.00
PF12597,0.00,0.00,0.00,
PF12598,0.05,0.05,0.00,0.00
PF12605,0.55,0.54,-0.01,-1.85
PF12606,0.04,0.08,0.04,50.00
PF12610,0.06,0.11,0.05,45.45
PF12612,0.00,0.00,0.00,
PF12618,0.00,0.00,0.00,
PF12619,0.00,0.00,0.00,
PF12624,0.33,0.09,-0.24,-266.67
PF12627,0.00,0.00,0.00,
PF12631,0.50,0.00,-0.50,
PF12632,0.00,0.00,0.00,
PF12640,0.00,0.00,0.00,
PF12643,0.00,0.00,0.00,
PF12656,0.00,0.00,0.00,
PF12657,0.00,0.00,0.00,
PF12660,0.00,0.00,0.00,
PF12661,0.23,0.19,-0.04,-21.05
PF12662,0.13,0.18,0.05,27.78
PF12678,0.03,0.03,0.00,0.00
PF12689,0.00,0.00,0.00,
PF12697,0.50,0.47,-0.03,-6.38
PF12698,0.58,0.62,0.04,6.45
PF12701,0.07,0.06,-0.01,-16.67
PF12705,0.00,0.00,0.00,
PF12706,0.00,0.00,0.00,
PF12714,0.12,0.14,0.02,14.29
PF12717,0.14,0.12,-0.02,-16.67
PF12719,0.00,0.00,0.00,
PF12721,0.00,0.00,0.00,
PF12722,0.00,0.00,0.00,
PF12734,0.00,0.00,0.00,
PF12736,0.32,0.29,-0.03,-10.34
PF12738,0.05,0.06,0.01,16.67
PF12739,0.00,0.00,0.00,
PF12742,0.00,0.00,0.00,
PF12743,0.00,0.00,0.00,
PF12745,0.00,0.00,0.00,
PF12752,0.09,0.08,-0.01,-12.50
