Pfam_code,HMMER_conservation,FULL_conservation,HMMER_vs_FULL_conservation_diff,HMMER_vs_FULL_conservation_%_improvement
PF13193,0.46,0.47,-0.01,-2.13
PF13202,0.32,0.27,0.05,18.52
PF13229,0.34,0.25,0.09,36.00
PF13233,,,,
PF13234,,,,
PF13236,,,,
PF13238,0.52,0.51,0.01,1.96
PF13240,,,,
PF13242,0.56,0.56,0.00,0.00
PF13246,0.29,0.24,0.05,20.83
PF13251,,,,
PF13270,0.78,0.78,0.00,0.00
PF13271,,,,
PF13279,,,,
PF13281,0.72,0.72,0.00,0.00
PF13287,,,,
PF13289,0.71,0.70,0.01,1.43
PF13293,0.73,0.74,-0.01,-1.35
PF13297,0.71,0.70,0.01,1.43
PF13299,,,,
PF13300,,,,
PF13302,,,,
PF13306,0.31,0.34,-0.03,-8.82
PF13307,0.58,0.53,0.05,9.43
PF13324,,,,
PF13325,,,,
PF13328,,,,
PF13330,0.48,0.54,-0.06,-11.11
PF13339,,,,
PF13341,,,,
PF13344,0.45,0.40,0.05,12.50
PF13347,0.53,0.53,0.00,0.00
PF13349,,,,
PF13359,,,,
PF13361,,,,
PF13365,0.40,0.40,0.00,0.00
PF13369,,,,
PF13374,0.37,0.43,-0.06,-13.95
PF13378,,,,
PF13383,,,,
PF13385,0.31,0.29,0.02,6.90
PF13392,,,,
PF13393,0.65,0.63,0.02,3.17
PF13402,0.86,0.86,0.00,0.00
PF13405,0.57,0.55,0.02,3.64
PF13410,0.37,0.39,-0.02,-5.13
PF13414,0.40,0.40,0.00,0.00
PF13415,,,,
PF13417,0.44,0.43,0.01,2.33
PF13419,,,,
PF13423,,,,
PF13424,0.33,0.30,0.03,10.00
PF13426,0.42,0.43,-0.01,-2.33
PF13431,,,,
PF13432,0.24,0.19,0.05,26.32
PF13439,,,,
PF13450,0.40,0.38,0.02,5.26
PF13460,0.57,0.56,0.01,1.79
PF13465,0.72,0.69,0.03,4.35
PF13469,0.89,0.89,0.00,0.00
PF13472,0.84,0.84,0.00,0.00
PF13476,,,,
PF13481,,,,
PF13483,,,,
PF13489,0.55,0.54,0.01,1.85
PF13499,0.22,0.21,0.01,4.76
PF13506,,,,
PF13507,,,,
PF13510,,,,
PF13513,0.53,0.49,0.04,8.16
PF13516,0.31,0.31,0.00,0.00
PF13517,0.58,0.39,0.19,48.72
PF13519,0.41,0.40,0.01,2.50
PF13520,0.36,0.36,0.00,0.00
PF13522,0.60,0.54,0.06,11.11
PF13532,0.27,0.26,0.01,3.85
PF13534,,,,
PF13537,,,,
PF13540,,,,
PF13543,,,,
PF13553,0.76,0.75,0.01,1.33
PF13558,,,,
PF13561,0.45,0.45,0.00,0.00
PF13570,,,,
PF13574,,,,
PF13589,0.32,0.31,0.01,3.23
PF13593,,,,
PF13602,0.49,0.49,0.00,0.00
PF13604,,,,
PF13616,,,,
PF13620,0.41,0.39,0.02,5.13
PF13621,0.37,0.36,0.01,2.78
PF13622,,,,
PF13625,,,,
PF13637,0.37,0.32,0.05,15.62
PF13638,0.41,0.40,0.01,2.50
PF13639,0.43,0.41,0.02,4.88
PF13640,0.30,0.32,-0.02,-6.25
PF13641,0.87,0.83,0.04,4.82
PF13646,0.37,0.37,0.00,0.00
PF13649,0.37,0.36,0.01,2.78
PF13656,0.81,0.83,-0.02,-2.41
PF13660,,,,
PF13661,,,,
PF13664,,,,
PF13669,,,,
PF13671,0.34,0.30,0.04,13.33
PF13676,0.47,0.44,0.03,6.82
PF13679,0.54,0.54,0.00,0.00
PF13691,,,,
PF13695,0.46,0.43,0.03,6.98
PF13696,0.79,0.79,0.00,0.00
PF13704,0.78,0.67,0.11,16.42
PF13705,0.60,0.60,0.00,0.00
PF13716,0.31,0.26,0.05,19.23
PF13718,,,,
PF13725,,,,
PF13733,0.56,0.57,-0.01,-1.75
PF13757,0.72,0.72,0.00,0.00
PF13764,,,,
PF13765,0.48,0.47,0.01,2.13
PF13768,0.31,0.29,0.02,6.90
PF13771,0.45,0.45,0.00,0.00
PF13772,,,,
PF13774,0.43,0.39,0.04,10.26
PF13775,,,,
PF13778,0.48,0.48,0.00,0.00
PF13793,0.76,0.74,0.02,2.70
PF13802,0.34,0.52,-0.18,-34.62
PF13804,0.82,0.67,0.15,22.39
PF13812,0.57,,,
PF13815,0.75,0.75,0.00,0.00
PF13820,,,,
PF13821,,,,
PF13831,0.60,0.59,0.01,1.69
PF13832,0.45,0.42,0.03,7.14
PF13833,0.24,0.30,-0.06,-20.00
PF13836,0.62,0.62,0.00,0.00
PF13837,0.52,0.50,0.02,4.00
PF13838,0.71,0.70,0.01,1.43
PF13840,0.59,0.60,-0.01,-1.67
PF13841,0.40,0.38,0.02,5.26
PF13842,,,,
PF13843,0.51,0.51,0.00,0.00
PF13844,,,,
PF13846,,0.61,,
PF13847,0.59,0.57,0.02,3.51
PF13848,0.30,0.25,0.05,20.00
PF13850,0.58,0.58,0.00,0.00
PF13851,,,,
PF13853,0.31,0.29,0.02,6.90
PF13855,0.23,0.23,0.00,0.00
PF13857,,,,
PF13862,,,,
PF13863,0.50,0.50,0.00,0.00
PF13864,0.60,0.60,0.00,0.00
PF13865,0.65,0.63,0.02,3.17
PF13866,0.90,0.90,0.00,0.00
PF13867,0.90,0.90,0.00,0.00
PF13868,0.43,0.43,0.00,0.00
PF13869,,,,
PF13871,0.84,0.84,0.00,0.00
PF13872,0.84,0.84,0.00,0.00
PF13873,0.47,0.47,0.00,0.00
PF13874,,,,
PF13877,0.63,0.63,0.00,0.00
PF13878,0.85,0.85,0.00,0.00
PF13879,0.48,0.48,0.00,0.00
PF13880,0.84,0.84,0.00,0.00
PF13881,,,,
PF13882,0.69,0.70,-0.01,-1.43
PF13883,0.69,0.69,0.00,0.00
PF13884,0.82,0.80,0.02,2.50
PF13885,0.51,0.22,0.29,131.82
PF13886,0.59,0.59,0.00,0.00
PF13887,0.88,0.88,0.00,0.00
PF13888,0.66,0.66,0.00,0.00
PF13890,,,,
PF13891,0.50,0.47,0.03,6.38
PF13892,,,,
PF13893,0.48,0.38,0.10,26.32
PF13894,0.49,0.51,-0.02,-3.92
PF13895,0.17,0.17,0.00,0.00
PF13896,0.41,0.34,0.07,20.59
PF13897,0.78,0.78,0.00,0.00
PF13898,0.52,0.51,0.01,1.96
PF13899,0.58,0.57,0.01,1.75
PF13901,0.57,0.57,0.00,0.00
PF13902,,,,
PF13903,0.30,0.30,0.00,0.00
PF13904,,,,
PF13905,0.43,0.43,0.00,0.00
PF13906,0.74,0.74,0.00,0.00
PF13907,0.89,0.88,0.01,1.14
PF13908,0.50,0.32,0.18,56.25
PF13909,0.61,0.56,0.05,8.93
PF13910,,,,
PF13911,0.51,0.50,0.01,2.00
PF13912,0.34,0.36,-0.02,-5.56
PF13913,0.50,0.49,0.01,2.04
PF13914,0.64,0.66,-0.02,-3.03
PF13916,0.67,0.67,0.00,0.00
PF13917,0.61,0.57,0.04,7.02
PF13918,0.64,0.63,0.01,1.59
PF13919,0.83,0.82,0.01,1.22
PF13920,0.35,0.35,0.00,0.00
PF13921,0.51,0.42,0.09,21.43
PF13922,0.64,0.58,0.06,10.34
PF13923,0.45,0.43,0.02,4.65
PF13925,0.62,0.62,0.00,0.00
PF13926,0.45,0.47,-0.02,-4.26
PF13927,0.17,0.16,0.01,6.25
PF13931,,,,
PF13932,,,,
PF13934,,,,
PF13949,0.59,0.59,0.00,0.00
PF13959,0.52,0.50,0.02,4.00
PF13965,0.80,0.80,0.00,0.00
PF13971,,,,
PF13975,,,,
PF14008,,,,
PF14046,0.70,0.70,0.00,0.00
PF14047,0.85,0.85,0.00,0.00
PF14048,0.71,0.72,-0.01,-1.39
PF14049,0.45,0.44,0.01,2.27
PF14050,0.68,0.67,0.01,1.49
PF14051,0.92,0.92,0.00,0.00
PF14061,0.75,0.74,0.01,1.35
PF14073,0.74,0.74,0.00,0.00
PF14075,0.78,0.78,0.00,0.00
PF14077,,,,
PF14138,,,,
PF14160,0.58,0.57,0.01,1.75
PF14161,0.43,0.37,0.06,16.22
PF14186,,,,
PF14204,,,,
PF14222,0.90,0.90,0.00,0.00
PF14225,0.83,0.83,0.00,0.00
PF14228,0.21,0.21,0.00,0.00
PF14237,,,,
PF14252,,,,
PF14260,0.60,0.60,0.00,0.00
PF14291,0.61,0.58,0.03,5.17
PF14304,0.99,0.99,0.00,0.00
PF14306,0.83,0.83,0.00,0.00
PF14309,,,,
PF14324,0.71,0.72,-0.01,-1.39
PF14327,0.96,0.95,0.01,1.05
PF14336,,,,
PF14360,0.80,0.79,0.01,1.27
PF14369,,,,
PF14370,0.87,0.87,0.00,0.00
PF14374,,,,
PF14377,0.45,0.46,-0.01,-2.17
PF14381,,,,
PF14382,0.62,0.61,0.01,1.64
PF14396,,,,
PF14413,,,,
PF14429,0.45,0.44,0.01,2.27
PF14438,0.76,0.76,0.00,0.00
PF14443,0.73,0.72,0.01,1.39
PF14444,0.63,0.61,0.02,3.28
PF14447,,,,
PF14465,,,,
PF14469,,,,
PF14473,0.65,0.65,0.00,0.00
PF14478,,,,
PF14484,0.76,0.76,0.00,0.00
PF14492,0.53,0.50,0.03,6.00
PF14493,,,,
PF14497,0.36,0.36,0.00,0.00
PF14500,,,,
PF14513,0.38,0.31,0.07,22.58
PF14520,,,,
PF14523,0.56,0.60,-0.04,-6.67
PF14533,0.43,0.42,0.01,2.38
PF14538,,,,
PF14542,,,,
PF14545,0.62,0.63,-0.01,-1.59
PF14551,0.33,0.32,0.01,3.13
PF14554,,,,
PF14555,0.44,0.41,0.03,7.32
PF14559,0.46,0.45,0.01,2.22
PF14560,0.48,0.48,0.00,0.00
PF14565,,,,
PF14566,0.61,0.60,0.01,1.67
PF14570,,,,
PF14572,0.60,0.60,0.00,0.00
PF14575,0.35,0.35,0.00,0.00
PF14580,0.25,0.23,0.02,8.70
PF14593,,,,
PF14596,,,,
PF14598,0.47,0.46,0.01,2.17
PF14599,,,,
PF14603,0.58,0.58,0.00,0.00
PF14604,0.29,0.23,0.06,26.09
PF14608,0.45,0.43,0.02,4.65
PF14617,,,,
PF14619,0.96,0.87,0.09,10.34
PF14621,,,,
PF14622,,,,
PF14629,,,,
PF14630,,,,
PF14631,,,,
PF14632,,,,
PF14633,,,,
PF14634,0.41,0.41,0.00,0.00
PF14635,,,,
PF14636,0.79,0.79,0.00,0.00
PF14637,0.84,0.84,0.00,0.00
PF14638,0.85,0.84,0.01,1.19
PF14639,,,,
PF14641,,,,
PF14642,0.35,0.27,0.08,29.63
PF14643,,,,
PF14644,,,,
PF14645,0.50,0.50,0.00,0.00
PF14646,,,,
PF14647,,,,
PF14648,0.49,0.49,0.00,0.00
PF14649,,,,
PF14650,0.66,0.66,0.00,0.00
PF14651,0.68,0.68,0.00,0.00
PF14652,0.59,0.58,0.01,1.72
PF14653,0.63,0.68,-0.05,-7.35
PF14654,0.68,0.69,-0.01,-1.45
PF14655,,,,
PF14656,,,,
PF14658,,,,
PF14661,,,,
PF14662,,,,
PF14663,,,,
PF14664,,,,
PF14665,,,,
PF14666,,,,
PF14668,,,,
PF14669,,,,
PF14670,0.41,0.34,0.07,20.59
PF14671,0.87,0.86,0.01,1.16
PF14672,0.48,0.50,-0.02,-4.00
PF14674,,,,
PF14675,,,,
PF14676,,,,
PF14677,,,,
PF14678,,,,
PF14679,,,,
PF14680,,,,
PF14681,0.69,0.67,0.02,2.99
PF14687,,,,
PF14688,,,,
PF14691,,,,
PF14694,,,,
PF14695,,,,
PF14697,,,,
PF14698,,,,
PF14699,,,,
PF14700,,,,
PF14701,,,,
PF14702,,,,
PF14704,,,,
PF14705,0.67,0.67,0.00,0.00
PF14707,0.50,0.50,0.00,0.00
PF14709,0.45,0.44,0.01,2.27
PF14712,0.59,0.59,0.00,0.00
PF14713,,,,
PF14716,0.50,0.52,-0.02,-3.85
PF14719,0.57,0.57,0.00,0.00
PF14721,,,,
PF14722,0.58,0.57,0.01,1.75
PF14723,0.58,0.57,0.01,1.75
PF14724,,,,
PF14726,,,,
PF14727,,,,
PF14728,,,,
PF14732,,,,
PF14735,,,,
PF14736,,,,
PF14737,,,,
PF14738,,,,
PF14739,,,,
PF14740,,,,
PF14744,,,,
PF14745,,,,
PF14746,,,,
PF14748,0.83,0.82,0.01,1.22
PF14749,0.64,0.64,0.00,0.00
PF14750,,,,
PF14752,,,,
PF14753,0.60,0.60,0.00,0.00
PF14759,,,,
PF14761,,,,
PF14763,,,,
PF14764,,,,
PF14766,,,,
PF14767,,,,
PF14768,,,,
PF14769,0.54,0.55,-0.01,-1.82
PF14770,,,,
PF14771,,0.59,,
PF14772,0.58,0.58,0.00,0.00
PF14773,,,,
PF14774,0.70,0.71,-0.01,-1.41
PF14775,,,,
PF14776,,,,
PF14777,,,,
PF14778,,,,
PF14779,,,,
PF14781,,,,
PF14782,,,,
PF14783,,,,
PF14784,,,,
PF14787,0.98,0.98,0.00,0.00
PF14788,,,,
PF14791,0.54,0.54,0.00,0.00
PF14792,0.53,0.49,0.04,8.16
PF14796,0.72,0.72,0.00,0.00
PF14797,,,,
PF14798,0.49,0.48,0.01,2.08
PF14799,0.68,0.69,-0.01,-1.45
PF14800,,,,
PF14802,,,,
PF14806,,,,
PF14807,,,,
PF14808,,,,
PF14811,,,,
PF14813,,,,
PF14815,,,,
PF14816,0.64,0.64,0.00,0.00
PF14817,,,,
PF14818,0.73,0.62,0.11,17.74
PF14820,0.93,0.93,0.00,0.00
PF14821,0.62,0.61,0.01,1.64
PF14822,0.81,0.81,0.00,0.00
PF14825,,,,
PF14826,,,,
PF14828,,,,
PF14833,0.61,0.61,0.00,0.00
PF14835,,,,
PF14836,0.53,0.52,0.01,1.92
PF14837,,,,
PF14838,,,,
PF14839,,,,
PF14843,0.52,0.51,0.01,1.96
PF14844,0.48,0.43,0.05,11.63
PF14845,0.67,0.66,0.01,1.52
PF14846,,,,
PF14851,0.64,0.63,0.01,1.59
PF14852,,,,
PF14853,,,,
PF14854,0.53,0.52,0.01,1.92
PF14857,0.73,0.75,-0.02,-2.67
PF14858,,,,
PF14874,,,,
PF14875,0.50,0.53,-0.03,-5.66
PF14880,,,,
PF14881,,,,
PF14886,,,,
PF14887,,,,
PF14893,0.58,0.41,0.17,41.46
PF14895,,,,
PF14901,,,,
PF14904,0.76,0.62,0.14,22.58
PF14906,,,,
PF14908,,,,
PF14909,0.70,0.70,0.00,0.00
PF14910,,,,
PF14911,,,,
PF14913,,,,
PF14914,0.76,0.73,0.03,4.11
PF14915,0.31,0.44,-0.13,-29.55
PF14916,0.73,0.74,-0.01,-1.35
PF14917,0.97,0.97,0.00,0.00
PF14918,,,,
PF14919,,,,
PF14920,,,,
PF14921,0.50,0.50,0.00,0.00
PF14922,0.65,0.64,0.01,1.56
PF14923,,,,
PF14924,,,,
PF14925,,,,
PF14926,,,,
PF14927,0.51,0.48,0.03,6.25
PF14929,,,,
PF14931,,,,
PF14932,,,,
PF14933,,,,
PF14934,,,,
PF14935,,,,
PF14936,,,,
PF14937,,,,
PF14938,0.69,0.67,0.02,2.99
PF14939,,,,
PF14940,0.54,0.53,0.01,1.89
PF14941,,,,
PF14942,,,,
PF14943,,,,
PF14944,0.76,0.50,0.26,52.00
PF14946,,,,
PF14948,0.53,0.48,0.05,10.42
PF14949,0.71,0.71,0.00,0.00
PF14950,,,,
PF14951,,,,
PF14952,,,,
PF14953,,,,
PF14954,0.79,0.79,0.00,0.00
PF14955,,,,
PF14956,,,,
PF14957,0.30,0.26,0.04,15.38
PF14958,,,,
PF14959,,,,
PF14960,,,,
PF14961,,0.50,,
PF14962,,,,
PF14963,,,,
PF14965,0.60,0.60,0.00,0.00
PF14966,,,,
PF14967,0.73,0.73,0.00,0.00
PF14968,,,,
PF14969,,,,
PF14970,0.50,0.50,0.00,0.00
PF14972,,,,
PF14973,,,,
PF14974,,,,
PF14975,,,,
PF14976,0.99,0.99,0.00,0.00
PF14977,0.49,0.49,0.00,0.00
PF14978,,,,
PF14979,0.66,0.66,0.00,0.00
PF14980,,,,
PF14982,0.67,0.67,0.00,0.00
PF14984,,,,
PF14985,,,,
PF14986,,,,
PF14987,,,,
PF14988,0.50,0.50,0.00,0.00
PF14989,,,,
PF14991,,,,
PF14992,0.71,0.71,0.00,0.00
PF14993,,,,
PF14994,,,,
PF14995,,,,
PF14997,0.58,0.59,-0.01,-1.69
PF14998,0.61,0.60,0.01,1.67
PF14999,,,,
PF15000,,,,
PF15001,,,,
PF15002,,,,
PF15003,,,,
PF15004,,,,
PF15005,0.43,0.43,0.00,0.00
PF15007,,,,
PF15008,,,,
PF15009,,,,
PF15010,0.51,0.49,0.02,4.08
PF15012,,,,
PF15014,,,,
PF15015,,,,
PF15016,,,,
PF15017,0.39,0.38,0.01,2.63
PF15018,0.82,0.81,0.01,1.23
PF15019,,,,
PF15020,,,,
PF15021,,,,
PF15022,,,,
PF15024,0.73,0.73,0.00,0.00
PF15025,,,,
PF15027,0.77,0.76,0.01,1.32
PF15028,,,,
PF15029,,,,
PF15030,,,,
PF15031,,,,
PF15032,,,,
PF15033,,,,
PF15034,,,,
PF15035,0.57,0.54,0.03,5.56
PF15036,,,,
PF15037,0.45,0.44,0.01,2.27
PF15038,,,,
PF15039,,,,
PF15040,0.83,0.71,0.12,16.90
PF15042,,,,
PF15043,,,,
PF15044,,,,
PF15045,0.59,0.59,0.00,0.00
PF15046,,,,
PF15047,0.55,0.56,-0.01,-1.79
PF15048,,,,
PF15049,,,,
PF15050,,,,
PF15051,0.69,0.69,0.00,0.00
PF15052,,,,
PF15053,,,,
PF15054,0.62,0.62,0.00,0.00
PF15055,,,,
PF15056,0.66,0.66,0.00,0.00
PF15057,0.60,0.60,0.00,0.00
PF15058,0.59,0.29,0.30,103.45
PF15059,0.76,0.76,0.00,0.00
PF15060,0.60,0.59,0.01,1.69
PF15061,,,,
PF15062,,,,
PF15063,0.65,0.65,0.00,0.00
PF15064,,,,
PF15065,,,,
PF15066,,0.50,,
PF15067,0.71,0.71,0.00,0.00
PF15068,0.69,0.69,0.00,0.00
PF15069,0.69,0.69,0.00,0.00
PF15070,0.20,0.18,0.02,11.11
PF15071,,,,
PF15072,,,,
PF15076,,,,
PF15077,0.50,0.50,0.00,0.00
PF15078,,0.50,,
PF15079,,,,
PF15080,,,,
PF15081,,,,
PF15083,,0.63,,
PF15084,,,,
PF15085,,,,
PF15086,,,,
PF15087,,,,
PF15088,,,,
PF15090,,,,
PF15091,,,,
PF15092,,,,
PF15095,,,,
PF15096,,,,
PF15097,,,,
PF15098,,,,
PF15099,,,,
PF15100,,,,
PF15101,,,,
PF15102,,,,
PF15103,,,,
PF15105,,,,
PF15106,,,,
PF15107,0.64,0.64,0.00,0.00
PF15108,,,,
PF15109,,,,
PF15110,,,,
PF15111,,,,
PF15112,,,,
PF15113,,,,
PF15115,,,,
PF15116,,,,
PF15117,,,,
PF15118,0.88,0.88,0.00,0.00
PF15119,,,,
PF15120,,,,
PF15121,,,,
PF15122,,,,
PF15124,,,,
PF15125,0.73,0.73,0.00,0.00
PF15127,,,,
PF15128,,,,
PF15129,0.71,0.70,0.01,1.43
PF15130,,,,
PF15132,,,,
PF15133,,,,
PF15135,,,,
PF15136,,,,
PF15138,,,,
PF15141,,,,
PF15142,,,,
PF15143,0.59,0.59,0.00,0.00
PF15144,,,,
PF15145,,,,
PF15146,,,,
PF15147,,,,
PF15148,,,,
PF15149,,,,
PF15150,,,,
PF15151,,,,
PF15152,,,,
PF15153,,,,
PF15155,0.93,0.93,0.00,0.00
PF15156,,,,
PF15157,1.00,0.77,0.23,29.87
PF15159,,,,
PF15160,,,,
PF15162,,,,
PF15163,,,,
PF15164,,,,
PF15165,,,,
PF15167,,,,
PF15168,,,,
PF15169,,,,
PF15170,0.82,0.82,0.00,0.00
PF15171,,,,
PF15172,,,,
PF15173,0.63,0.63,0.00,0.00
PF15174,,,,
PF15175,,,,
PF15176,,,,
PF15177,0.74,0.74,0.00,0.00
PF15179,,,,
PF15180,0.65,0.64,0.01,1.56
PF15182,,,,
PF15183,0.66,0.66,0.00,0.00
PF15184,,,,
PF15185,,,,
PF15186,0.68,0.67,0.01,1.49
PF15187,,,,
PF15188,,,,
PF15189,,,,
PF15191,,,,
PF15192,,,,
PF15193,0.83,0.90,-0.07,-7.78
PF15194,0.93,1.00,-0.07,-7.00
PF15195,,,,
PF15196,,,,
PF15198,,,,
PF15199,,,,
PF15200,,,,
PF15201,,,,
PF15202,,,,
PF15203,,,,
PF15204,,,,
PF15205,,,,
PF15206,0.93,0.93,0.00,0.00
PF15207,,,,
PF15208,,,,
PF15209,,,,
PF15210,,,,
PF15211,,,,
PF15212,,0.52,,
PF15213,,,,
PF15214,,,,
PF15215,,,,
PF15216,,,,
PF15218,,,,
PF15219,,,,
PF15220,,,,
PF15221,,,,
PF15223,0.54,0.54,0.00,0.00
PF15224,,,,
PF15225,,,,
PF15226,,,,
PF15227,0.42,0.41,0.01,2.44
PF15228,0.66,0.66,0.00,0.00
PF15229,0.39,0.38,0.01,2.63
PF15230,0.71,0.70,0.01,1.43
PF15231,0.97,0.58,0.39,67.24
PF15232,0.60,0.59,0.01,1.69
PF15233,0.67,0.51,0.16,31.37
PF15234,,,,
PF15235,0.56,0.54,0.02,3.70
PF15236,,,,
PF15237,0.53,0.50,0.03,6.00
PF15238,0.81,0.56,0.25,44.64
PF15240,0.45,0.42,0.03,7.14
PF15241,0.69,0.69,0.00,0.00
PF15242,0.55,0.55,0.00,0.00
PF15243,,,,
PF15244,,,,
PF15245,,,,
PF15246,0.64,0.64,0.00,0.00
PF15247,,,,
PF15248,0.66,0.66,0.00,0.00
PF15249,0.81,0.81,0.00,0.00
PF15250,0.64,0.64,0.00,0.00
PF15252,0.61,0.62,-0.01,-1.61
PF15253,,,,
PF15254,,,,
PF15255,0.73,0.63,0.10,15.87
PF15256,0.60,0.60,0.00,0.00
PF15257,,,,
PF15258,0.39,0.56,-0.17,-30.36
PF15259,0.58,0.58,0.00,0.00
PF15260,0.76,0.76,0.00,0.00
PF15261,,,,
PF15262,0.48,0.46,0.02,4.35
PF15264,,,,
PF15265,0.59,0.59,0.00,0.00
PF15266,0.59,0.59,0.00,0.00
PF15268,0.33,0.32,0.01,3.13
PF15269,0.88,0.86,0.02,2.33
PF15273,0.27,0.34,-0.07,-20.59
PF15274,,,,
PF15275,0.49,0.47,0.02,4.26
PF15276,0.67,0.66,0.01,1.52
PF15277,0.58,0.57,0.01,1.75
PF15279,0.57,0.56,0.01,1.79
PF15280,,,,
PF15281,,,,
PF15282,0.69,0.69,0.00,0.00
PF15285,,,,
PF15288,0.90,0.90,0.00,0.00
PF15289,,,,
PF15290,0.73,0.73,0.00,0.00
PF15291,,,,
PF15292,,,,
PF15293,,,,
PF15294,,,,
PF15295,,,,
PF15296,,,,
PF15297,0.41,0.41,0.00,0.00
PF15298,0.56,0.55,0.01,1.82
PF15299,,,,
PF15300,0.81,0.81,0.00,0.00
PF15301,0.65,0.45,0.20,44.44
PF15302,,,,
PF15303,,,,
PF15304,0.38,0.38,0.00,0.00
PF15305,,,,
PF15306,,,,
PF15307,,,,
PF15308,0.53,0.53,0.00,0.00
PF15309,0.56,0.55,0.01,1.82
PF15310,,,,
PF15311,,,,
PF15312,,,,
PF15313,0.77,0.77,0.00,0.00
PF15314,,,,
PF15315,0.97,0.97,0.00,0.00
PF15316,0.55,0.54,0.01,1.85
PF15317,0.45,0.44,0.01,2.27
PF15318,,,,
PF15319,,,,
PF15320,,,,
PF15321,0.65,0.64,0.01,1.56
PF15322,,,,
PF15323,,,,
PF15324,,,,
PF15325,,,,
PF15326,0.57,0.58,-0.01,-1.72
PF15327,0.65,0.65,0.00,0.00
PF15328,,,,
PF15330,0.51,0.50,0.01,2.00
PF15331,,,,
PF15332,,,,
PF15333,,,,
PF15334,,,,
PF15335,,,,
PF15336,0.63,0.63,0.00,0.00
PF15337,0.80,0.80,0.00,0.00
PF15338,,,,
PF15339,,,,
PF15340,,,,
PF15342,0.73,0.73,0.00,0.00
PF15343,,,,
PF15344,0.61,0.61,0.00,0.00
PF15345,,,,
PF15346,,,,
PF15347,,,,
PF15348,,,,
PF15349,,,,
PF15350,,0.52,,
PF15351,,,,
PF15352,,,,
PF15353,,,,
PF15354,,,,
PF15355,,,,
PF15356,,,,
PF15357,,,,
PF15358,,,,
PF15359,,,,
PF15360,,,,
PF15361,,,,
PF15362,,,,
PF15363,,,,
PF15364,,,,
PF15365,0.97,0.98,-0.01,-1.02
PF15366,,,,
PF15367,,,,
PF15368,,,,
PF15369,,,,
PF15370,,,,
PF15371,0.65,0.65,0.00,0.00
PF15372,,,,
PF15374,0.56,0.37,0.19,51.35
PF15376,,,,
PF15377,,,,
PF15378,0.69,0.69,0.00,0.00
PF15379,,,,
PF15380,,,,
PF15382,,,,
PF15383,,,,
PF15384,,,,
PF15385,0.52,0.52,0.00,0.00
PF15386,0.89,0.89,0.00,0.00
PF15387,,,,
PF15388,0.68,0.68,0.00,0.00
PF15389,,,,
PF15390,,,,
PF15391,,,,
PF15392,,,,
PF15393,,,,
PF15394,,,,
PF15395,,,,
PF15396,,,,
PF15397,,,,
PF15399,,,,
PF15409,0.62,0.62,0.00,0.00
PF15410,0.54,0.53,0.01,1.89
PF15412,0.72,0.70,0.02,2.86
PF15419,,,,
PF15423,0.82,0.82,0.00,0.00
PF15424,,,,
PF15427,,,,
PF15429,,,,
PF15431,,,,
PF15433,,,,
PF15435,,,,
PF15439,0.55,0.55,0.00,0.00
PF15440,0.50,0.49,0.01,2.04
PF15441,0.99,0.99,0.00,0.00
PF15442,,,,
PF15443,,,,
PF15444,,0.53,,
PF15449,,,,
PF15450,,,,
PF15451,,,,
PF15452,0.58,0.58,0.00,0.00
PF15453,0.50,0.50,0.00,0.00
PF15454,,,,
PF15455,,,,
PF15462,,,,
PF15464,,,,
PF15465,,,,
PF15466,,,,
PF15467,,,,
PF15468,,,,
PF15469,,,,
PF15470,,,,
PF15471,,,,
PF15472,,,,
PF15473,,,,
PF15475,,,,
PF15476,,,,
PF15477,0.52,0.53,-0.01,-1.89
PF15478,,,,
PF15479,,,,
PF15480,,0.50,,
PF15482,,,,
PF15483,,,,
PF15484,,,,
PF15485,,,,
PF15486,,,,
PF15487,0.94,0.93,0.01,1.08
PF15488,,,,
PF15489,,,,
PF15490,,,,
PF15492,,,,
PF15494,0.39,0.38,0.01,2.63
PF15497,,,,
PF15498,,,,
PF15499,,,,
PF15501,,,,
PF15502,,,,
PF15503,,,,
PF15504,,,,
PF15505,,,,
PF15506,,,,
PF15508,0.58,0.59,-0.01,-1.69
PF15509,,,,
PF15510,,,,
PF15511,0.56,0.56,0.00,0.00
PF15512,,,,
PF15519,0.65,0.64,0.01,1.56
PF15539,,,,
PF15546,,,,
PF15547,,,,
PF15549,0.61,0.60,0.01,1.67
PF15550,,,,
PF15551,,,,
PF15552,,,,
PF15553,,,,
PF15554,,,,
PF15555,,,,
PF15556,,,,
PF15557,,,,
PF15558,0.62,0.62,0.00,0.00
PF15559,,,,
PF15576,,,,
PF15578,,,,
PF15612,0.44,0.44,0.00,0.00
PF15613,0.27,0.26,0.01,3.85
PF15619,0.72,0.72,0.00,0.00
PF15620,,,,
PF15621,0.68,0.68,0.00,0.00
PF15622,,,,
PF15623,0.92,0.92,0.00,0.00
PF15625,0.71,0.70,0.01,1.43
PF15627,,,,
PF15630,,,,
PF15632,,,,
PF15636,0.85,0.84,0.01,1.19
PF15661,,,,
PF15662,,,,
PF15663,0.52,0.49,0.03,6.12
PF15664,,,,
PF15665,0.62,0.62,0.00,0.00
PF15666,0.68,0.68,0.00,0.00
PF15668,,,,
PF15669,,,,
PF15670,0.55,0.55,0.00,0.00
PF15671,,,,
PF15672,,,,
PF15673,,,,
