Pfam_code,HMMER_conservation,FULL_conservation,HMMER_vs_FULL_conservation_diff,HMMER_vs_FULL_conservation_%_improvement
PF05225,0.69,0.70,-0.01,-1.43
PF05236,0.80,0.80,0.00,0.00
PF05238,1.00,1.00,0.00,0.00
PF05241,0.50,0.50,0.00,0.00
PF05250,1.00,1.00,0.00,0.00
PF05251,1.00,1.00,0.00,0.00
PF05253,0.53,0.53,0.00,0.00
PF05254,1.00,1.00,0.00,0.00
PF05255,0.85,0.84,0.01,1.19
PF05270,0.64,0.64,0.00,0.00
PF05276,0.73,0.73,0.00,0.00
PF05277,1.00,1.00,0.00,0.00
PF05279,0.61,0.62,-0.01,-1.61
PF05281,1.00,1.00,0.00,0.00
PF05282,1.00,1.00,0.00,0.00
PF05283,0.49,0.49,0.00,0.00
PF05285,1.00,0.50,0.50,100.00
PF05287,0.42,0.39,0.03,7.69
PF05291,1.00,1.00,0.00,0.00
PF05292,1.00,1.00,0.00,0.00
PF05296,0.52,0.52,0.00,0.00
PF05300,0.63,0.62,0.01,1.61
PF05301,1.00,1.00,0.00,0.00
PF05303,1.00,1.00,0.00,0.00
PF05308,0.54,0.54,0.00,0.00
PF05324,1.00,1.00,0.00,0.00
PF05326,1.00,1.00,0.00,0.00
PF05327,0.32,0.33,-0.01,-3.03
PF05328,1.00,1.00,0.00,0.00
PF05334,0.76,0.76,0.00,0.00
PF05337,1.00,1.00,0.00,0.00
PF05345,1.00,1.00,0.00,0.00
PF05346,1.00,1.00,0.00,0.00
PF05347,0.43,0.43,0.00,0.00
PF05348,1.00,1.00,0.00,0.00
PF05349,0.65,0.66,-0.01,-1.52
PF05350,0.77,0.58,0.19,32.76
PF05351,0.66,0.66,0.00,0.00
PF05355,1.00,1.00,0.00,0.00
PF05361,0.58,0.58,0.00,0.00
PF05362,0.72,0.72,0.00,0.00
PF05365,1.00,1.00,0.00,0.00
PF05366,1.00,1.00,0.00,0.00
PF05368,1.00,1.00,0.00,0.00
PF05378,1.00,1.00,0.00,0.00
PF05383,0.58,0.58,0.00,0.00
PF05386,0.87,0.87,0.00,0.00
PF05391,1.00,1.00,0.00,0.00
PF05392,0.85,0.85,0.00,0.00
PF05395,0.52,0.52,0.00,0.00
PF05399,1.00,1.00,0.00,0.00
PF05404,1.00,1.00,0.00,0.00
PF05405,1.00,1.00,0.00,0.00
PF05406,0.64,0.64,0.00,0.00
PF05422,1.00,1.00,0.00,0.00
PF05427,1.00,1.00,0.00,0.00
PF05428,1.00,1.00,0.00,0.00
PF05432,1.00,1.00,0.00,0.00
PF05434,0.79,0.79,0.00,0.00
PF05438,1.00,1.00,0.00,0.00
PF05439,1.00,1.00,0.00,0.00
PF05450,1.00,1.00,0.00,0.00
PF05454,1.00,1.00,0.00,0.00
PF05456,0.70,0.70,0.00,0.00
PF05458,1.00,1.00,0.00,0.00
PF05460,1.00,1.00,0.00,0.00
PF05461,0.52,0.52,0.00,0.00
PF05463,0.69,0.70,-0.01,-1.43
PF05466,1.00,1.00,0.00,0.00
PF05470,1.00,1.00,0.00,0.00
PF05474,0.74,0.56,0.18,32.14
PF05477,1.00,1.00,0.00,0.00
PF05478,0.63,0.63,0.00,0.00
PF05483,1.00,1.00,0.00,0.00
PF05485,0.47,0.46,0.01,2.17
PF05486,1.00,1.00,0.00,0.00
PF05493,0.89,0.89,0.00,0.00
PF05495,1.00,1.00,0.00,0.00
PF05499,1.00,1.00,0.00,0.00
PF05502,0.50,0.50,0.00,0.00
PF05507,0.67,0.67,0.00,0.00
PF05510,0.71,0.45,0.26,57.78
PF05511,1.00,1.00,0.00,0.00
PF05517,0.78,0.78,0.00,0.00
PF05527,0.74,0.74,0.00,0.00
PF05529,0.75,0.75,0.00,0.00
PF05536,1.00,1.00,0.00,0.00
PF05544,1.00,1.00,0.00,0.00
PF05556,0.55,0.55,0.00,0.00
PF05557,1.00,1.00,0.00,0.00
PF05571,1.00,1.00,0.00,0.00
PF05572,0.69,0.79,-0.10,-12.66
PF05577,0.59,0.59,0.00,0.00
PF05586,0.78,0.78,0.00,0.00
PF05587,0.64,0.64,0.00,0.00
PF05600,1.00,1.00,0.00,0.00
PF05602,0.64,0.64,0.00,0.00
PF05603,1.00,1.00,0.00,0.00
PF05604,1.00,1.00,0.00,0.00
PF05605,0.50,0.50,0.00,0.00
PF05608,1.00,0.50,0.50,100.00
PF05609,0.81,0.82,-0.01,-1.22
PF05612,1.00,1.00,0.00,0.00
PF05615,1.00,1.00,0.00,0.00
PF05620,1.00,1.00,0.00,0.00
PF05622,0.73,0.72,0.01,1.39
PF05624,0.80,0.80,0.00,0.00
PF05625,1.00,1.00,0.00,0.00
PF05631,1.00,1.00,0.00,0.00
PF05640,0.75,0.75,0.00,0.00
PF05641,0.92,0.92,0.00,0.00
PF05644,0.53,0.53,0.00,0.00
PF05645,1.00,1.00,0.00,0.00
PF05647,0.77,0.79,-0.02,-2.53
PF05648,0.58,0.57,0.01,1.75
PF05649,0.55,0.55,0.00,0.00
PF05652,1.00,1.00,0.00,0.00
PF05653,0.60,0.60,0.00,0.00
PF05667,1.00,1.00,0.00,0.00
PF05669,1.00,1.00,0.00,0.00
PF05670,0.60,0.60,0.00,0.00
PF05672,0.65,0.64,0.01,1.56
PF05676,1.00,1.00,0.00,0.00
PF05679,0.41,0.41,0.00,0.00
PF05680,1.00,1.00,0.00,0.00
PF05686,0.63,0.63,0.00,0.00
PF05693,0.87,0.87,0.00,0.00
PF05694,1.00,1.00,0.00,0.00
PF05699,0.37,0.38,-0.01,-2.63
PF05700,1.00,1.00,0.00,0.00
PF05705,1.00,1.00,0.00,0.00
PF05706,1.00,1.00,0.00,0.00
PF05712,0.63,0.64,-0.01,-1.56
PF05715,0.78,0.78,0.00,0.00
PF05716,0.28,0.28,0.00,0.00
PF05719,0.87,0.87,0.00,0.00
PF05721,0.60,0.60,0.00,0.00
PF05724,1.00,1.00,0.00,0.00
PF05726,1.00,1.00,0.00,0.00
PF05729,0.44,0.44,0.00,0.00
PF05731,0.55,0.55,0.00,0.00
PF05735,0.83,0.83,0.00,0.00
PF05739,0.47,0.47,0.00,0.00
PF05741,0.77,0.77,0.00,0.00
PF05742,1.00,1.00,0.00,0.00
PF05743,0.78,0.78,0.00,0.00
PF05746,0.52,0.52,0.00,0.00
PF05753,1.00,1.00,0.00,0.00
PF05760,0.35,0.35,0.00,0.00
PF05761,0.51,0.51,0.00,0.00
PF05764,1.00,1.00,0.00,0.00
PF05769,0.52,0.52,0.00,0.00
PF05770,1.00,1.00,0.00,0.00
PF05773,0.35,0.36,-0.01,-2.78
PF05778,1.00,1.00,0.00,0.00
PF05781,0.62,0.62,0.00,0.00
PF05782,1.00,1.00,0.00,0.00
PF05783,0.59,0.59,0.00,0.00
PF05786,1.00,1.00,0.00,0.00
PF05790,0.41,0.41,0.00,0.00
PF05793,1.00,1.00,0.00,0.00
PF05794,0.71,0.60,0.11,18.33
PF05804,1.00,1.00,0.00,0.00
PF05805,0.55,0.55,0.00,0.00
PF05806,1.00,1.00,0.00,0.00
PF05808,1.00,1.00,0.00,0.00
PF05811,1.00,1.00,0.00,0.00
PF05817,1.00,1.00,0.00,0.00
PF05821,1.00,1.00,0.00,0.00
PF05822,0.80,0.80,0.00,0.00
PF05824,0.92,0.93,-0.01,-1.08
PF05825,0.59,0.59,0.00,0.00
PF05826,0.48,0.63,-0.15,-23.81
PF05827,0.63,0.63,0.00,0.00
PF05831,0.74,0.73,0.01,1.37
PF05832,0.83,0.83,0.00,0.00
PF05833,1.00,1.00,0.00,0.00
PF05835,0.61,0.61,0.00,0.00
PF05837,1.00,1.00,0.00,0.00
PF05839,1.00,1.00,0.00,0.00
PF05843,0.54,0.56,-0.02,-3.57
PF05856,1.00,1.00,0.00,0.00
PF05859,1.00,1.00,0.00,0.00
PF05871,1.00,1.00,0.00,0.00
PF05873,1.00,1.00,0.00,0.00
PF05875,0.54,0.54,0.00,0.00
PF05881,1.00,1.00,0.00,0.00
PF05889,1.00,1.00,0.00,0.00
PF05890,1.00,1.00,0.00,0.00
PF05891,0.75,0.75,0.00,0.00
PF05902,0.81,0.81,0.00,0.00
PF05903,0.64,0.64,0.00,0.00
PF05907,1.00,1.00,0.00,0.00
PF05914,0.68,0.68,0.00,0.00
PF05915,1.00,1.00,0.00,0.00
PF05916,0.40,0.42,-0.02,-4.76
PF05918,1.00,1.00,0.00,0.00
PF05920,0.72,0.72,0.00,0.00
PF05922,1.00,1.00,0.00,0.00
PF05923,0.57,0.57,0.00,0.00
PF05924,0.59,0.59,0.00,0.00
PF05934,1.00,1.00,0.00,0.00
PF05937,1.00,1.00,0.00,0.00
PF05956,0.64,0.64,0.00,0.00
PF05958,1.00,1.00,0.00,0.00
PF05964,0.57,0.61,-0.04,-6.56
PF05965,0.53,0.53,0.00,0.00
PF05970,1.00,1.00,0.00,0.00
PF05971,1.00,1.00,0.00,0.00
PF05972,0.68,0.68,0.00,0.00
PF05978,0.61,0.61,0.00,0.00
PF05983,1.00,1.00,0.00,0.00
PF05986,0.43,0.43,0.00,0.00
PF05994,0.62,0.62,0.00,0.00
PF05995,1.00,1.00,0.00,0.00
PF05997,0.78,0.83,-0.05,-6.02
PF06001,0.98,0.98,0.00,0.00
PF06003,0.74,0.56,0.18,32.14
PF06008,0.43,0.43,0.00,0.00
PF06009,0.48,0.48,0.00,0.00
PF06012,1.00,1.00,0.00,0.00
PF06017,0.42,0.44,-0.02,-4.55
PF06021,0.66,0.65,0.01,1.54
PF06025,1.00,1.00,0.00,0.00
PF06026,1.00,1.00,0.00,0.00
PF06027,0.59,0.59,0.00,0.00
PF06031,0.61,0.61,0.00,0.00
PF06046,0.47,0.44,0.03,6.82
PF06047,0.98,0.98,0.00,0.00
PF06052,1.00,1.00,0.00,0.00
PF06058,0.84,0.85,-0.01,-1.18
PF06060,0.62,0.62,0.00,0.00
PF06068,0.74,0.73,0.01,1.37
PF06071,1.00,1.00,0.00,0.00
PF06079,1.00,1.00,0.00,0.00
PF06080,1.00,1.00,0.00,0.00
PF06083,0.58,0.57,0.01,1.75
PF06087,1.00,1.00,0.00,0.00
PF06090,1.00,1.00,0.00,0.00
PF06093,1.00,1.00,0.00,0.00
PF06094,1.00,1.00,0.00,0.00
PF06098,1.00,1.00,0.00,0.00
PF06102,1.00,1.00,0.00,0.00
PF06105,0.80,0.80,0.00,0.00
PF06110,1.00,1.00,0.00,0.00
PF06113,1.00,1.00,0.00,0.00
PF06119,0.56,0.54,0.02,3.70
PF06121,1.00,1.00,0.00,0.00
PF06140,0.74,0.77,-0.03,-3.90
PF06148,1.00,1.00,0.00,0.00
PF06155,0.63,0.64,-0.01,-1.56
PF06159,1.00,1.00,0.00,0.00
PF06179,1.00,1.00,0.00,0.00
PF06189,0.84,0.85,-0.01,-1.18
PF06201,0.63,0.63,0.00,0.00
PF06202,1.00,1.00,0.00,0.00
PF06209,1.00,1.00,0.00,0.00
PF06211,1.00,1.00,0.00,0.00
PF06212,1.00,1.00,0.00,0.00
PF06214,1.00,1.00,0.00,0.00
PF06218,0.50,0.50,0.00,0.00
PF06220,0.60,0.60,0.00,0.00
PF06221,1.00,1.00,0.00,0.00
PF06229,1.00,1.00,0.00,0.00
PF06237,0.76,0.81,-0.05,-6.17
PF06239,1.00,1.00,0.00,0.00
PF06244,1.00,1.00,0.00,0.00
PF06246,1.00,1.00,0.00,0.00
PF06248,1.00,1.00,0.00,0.00
PF06268,0.40,0.39,0.01,2.56
PF06271,1.00,1.00,0.00,0.00
PF06278,1.00,1.00,0.00,0.00
PF06292,0.34,0.46,-0.12,-26.09
PF06293,1.00,1.00,0.00,0.00
PF06294,0.56,0.56,0.00,0.00
PF06297,0.60,0.63,-0.03,-4.76
PF06309,0.60,0.60,0.00,0.00
PF06311,0.84,0.85,-0.01,-1.18
PF06312,0.41,0.42,-0.01,-2.38
PF06320,1.00,1.00,0.00,0.00
PF06325,0.53,0.52,0.01,1.92
PF06327,0.48,0.48,0.00,0.00
PF06328,0.44,0.46,-0.02,-4.35
PF06331,1.00,1.00,0.00,0.00
PF06333,0.87,0.87,0.00,0.00
PF06337,0.50,0.45,0.05,11.11
PF06346,1.00,1.00,0.00,0.00
PF06350,1.00,1.00,0.00,0.00
PF06365,0.52,0.51,0.01,1.96
PF06367,0.48,0.49,-0.01,-2.04
PF06371,0.35,0.35,0.00,0.00
PF06372,1.00,1.00,0.00,0.00
PF06373,1.00,1.00,0.00,0.00
PF06374,0.93,0.93,0.00,0.00
PF06375,1.00,1.00,0.00,0.00
PF06384,0.69,0.69,0.00,0.00
PF06387,0.63,0.65,-0.02,-3.08
PF06388,0.69,0.67,0.02,2.99
PF06390,1.00,1.00,0.00,0.00
PF06391,1.00,1.00,0.00,0.00
PF06393,1.00,1.00,0.00,0.00
PF06396,1.00,1.00,0.00,0.00
PF06398,0.69,0.69,0.00,0.00
PF06399,1.00,1.00,0.00,0.00
PF06400,1.00,1.00,0.00,0.00
PF06401,1.00,1.00,0.00,0.00
PF06407,0.72,0.72,0.00,0.00
PF06409,0.82,0.40,0.42,105.00
PF06413,1.00,1.00,0.00,0.00
PF06417,1.00,1.00,0.00,0.00
PF06418,0.93,0.93,0.00,0.00
PF06419,1.00,1.00,0.00,0.00
PF06421,1.00,1.00,0.00,0.00
PF06423,1.00,1.00,0.00,0.00
PF06424,1.00,1.00,0.00,0.00
PF06427,0.83,0.83,0.00,0.00
PF06428,0.81,0.87,-0.06,-6.90
PF06432,1.00,1.00,0.00,0.00
PF06444,1.00,1.00,0.00,0.00
PF06446,1.00,1.00,0.00,0.00
PF06448,1.00,1.00,0.00,0.00
PF06455,1.00,1.00,0.00,0.00
PF06456,0.50,0.50,0.00,0.00
PF06459,0.61,0.61,0.00,0.00
PF06461,0.93,0.92,0.01,1.09
PF06462,0.53,0.57,-0.04,-7.02
PF06463,1.00,1.00,0.00,0.00
PF06464,0.56,0.56,0.00,0.00
PF06465,0.96,0.95,0.01,1.05
PF06466,0.86,0.86,0.00,0.00
PF06467,0.35,0.35,0.00,0.00
PF06468,0.69,0.70,-0.01,-1.43
PF06469,0.84,0.85,-0.01,-1.18
PF06470,0.46,0.45,0.01,2.22
PF06472,0.58,0.58,0.00,0.00
PF06473,0.49,0.49,0.00,0.00
PF06479,0.63,0.63,0.00,0.00
PF06480,0.63,0.66,-0.03,-4.55
PF06482,0.79,0.79,0.00,0.00
PF06484,0.40,0.36,0.04,11.11
PF06487,1.00,1.00,0.00,0.00
PF06512,0.54,0.54,0.00,0.00
PF06524,1.00,1.00,0.00,0.00
PF06529,1.00,1.00,0.00,0.00
PF06534,0.73,0.70,0.03,4.29
PF06535,0.76,0.74,0.02,2.70
PF06540,1.00,1.00,0.00,0.00
PF06541,1.00,1.00,0.00,0.00
PF06544,0.49,0.49,0.00,0.00
PF06546,0.62,0.62,0.00,0.00
PF06553,0.80,0.79,0.01,1.27
PF06554,1.00,1.00,0.00,0.00
PF06565,0.45,0.46,-0.01,-2.17
PF06566,1.00,1.00,0.00,0.00
PF06567,1.00,1.00,0.00,0.00
PF06573,1.00,1.00,0.00,0.00
PF06581,1.00,1.00,0.00,0.00
PF06583,0.70,0.70,0.00,0.00
PF06584,1.00,1.00,0.00,0.00
PF06588,1.00,1.00,0.00,0.00
PF06602,0.44,0.44,0.00,0.00
PF06607,0.76,0.76,0.00,0.00
PF06614,1.00,1.00,0.00,0.00
PF06617,0.45,0.46,-0.01,-2.17
PF06621,0.60,0.60,0.00,0.00
PF06623,0.80,0.80,0.00,0.00
PF06624,0.95,0.95,0.00,0.00
PF06625,0.78,0.79,-0.01,-1.27
PF06628,1.00,1.00,0.00,0.00
PF06632,1.00,1.00,0.00,0.00
PF06637,1.00,1.00,0.00,0.00
PF06638,0.86,0.86,0.00,0.00
PF06644,1.00,1.00,0.00,0.00
PF06645,1.00,1.00,0.00,0.00
PF06657,0.72,0.71,0.01,1.41
PF06658,1.00,1.00,0.00,0.00
PF06662,1.00,1.00,0.00,0.00
PF06663,0.63,0.63,0.00,0.00
PF06664,0.60,0.59,0.01,1.69
PF06668,0.49,0.49,0.00,0.00
PF06677,1.00,1.00,0.00,0.00
PF06679,0.47,0.47,0.00,0.00
PF06682,1.00,1.00,0.00,0.00
PF06699,1.00,1.00,0.00,0.00
PF06701,0.62,0.63,-0.01,-1.59
PF06702,0.69,0.69,0.00,0.00
PF06703,1.00,1.00,0.00,0.00
PF06726,1.00,1.00,0.00,0.00
PF06728,1.00,1.00,0.00,0.00
PF06729,1.00,1.00,0.00,0.00
PF06730,1.00,1.00,0.00,0.00
PF06732,1.00,1.00,0.00,0.00
PF06733,0.64,0.64,0.00,0.00
PF06736,0.64,0.64,0.00,0.00
PF06741,0.87,0.87,0.00,0.00
PF06743,0.45,0.45,0.00,0.00
PF06747,0.40,0.41,-0.01,-2.44
PF06752,0.69,0.69,0.00,0.00
PF06758,0.75,0.73,0.02,2.74
PF06762,0.68,0.42,0.26,61.90
PF06773,1.00,1.00,0.00,0.00
PF06775,1.00,1.00,0.00,0.00
PF06777,1.00,1.00,0.00,0.00
PF06783,1.00,1.00,0.00,0.00
PF06784,1.00,1.00,0.00,0.00
PF06789,0.62,0.64,-0.02,-3.13
PF06803,1.00,1.00,0.00,0.00
PF06807,1.00,1.00,0.00,0.00
PF06809,1.00,1.00,0.00,0.00
PF06814,0.44,0.43,0.01,2.33
PF06816,0.63,0.64,-0.01,-1.56
PF06817,0.98,0.98,0.00,0.00
PF06818,0.47,0.48,-0.01,-2.08
PF06821,1.00,1.00,0.00,0.00
PF06825,0.70,0.70,0.00,0.00
PF06827,1.00,1.00,0.00,0.00
PF06831,0.66,0.64,0.02,3.13
PF06839,0.53,0.53,0.00,0.00
PF06840,1.00,1.00,0.00,0.00
PF06842,0.67,0.69,-0.02,-2.90
PF06858,1.00,1.00,0.00,0.00
PF06859,0.62,0.62,0.00,0.00
PF06862,1.00,1.00,0.00,0.00
PF06870,1.00,1.00,0.00,0.00
PF06875,1.00,1.00,0.00,0.00
PF06881,0.78,0.80,-0.02,-2.50
PF06883,1.00,1.00,0.00,0.00
PF06886,0.55,0.55,0.00,0.00
PF06888,0.71,0.71,0.00,0.00
PF06905,1.00,1.00,0.00,0.00
PF06907,0.64,0.65,-0.01,-1.54
PF06910,1.00,1.00,0.00,0.00
PF06911,1.00,1.00,0.00,0.00
PF06916,0.65,0.65,0.00,0.00
PF06920,0.43,0.46,-0.03,-6.52
PF06936,1.00,1.00,0.00,0.00
PF06937,1.00,1.00,0.00,0.00
PF06941,0.78,0.79,-0.01,-1.27
PF06951,0.73,0.72,0.01,1.39
PF06954,0.75,0.75,0.00,0.00
PF06957,1.00,1.00,0.00,0.00
PF06959,1.00,1.00,0.00,0.00
PF06963,1.00,1.00,0.00,0.00
PF06969,1.00,1.00,0.00,0.00
PF06978,1.00,0.50,0.50,100.00
PF06979,0.41,0.41,0.00,0.00
PF06984,1.00,1.00,0.00,0.00
PF06989,1.00,1.00,0.00,0.00
PF06990,0.47,0.47,0.00,0.00
PF06991,1.00,1.00,0.00,0.00
PF07000,1.00,1.00,0.00,0.00
PF07001,0.72,0.73,-0.01,-1.37
PF07002,0.73,0.73,0.00,0.00
PF07004,0.34,0.38,-0.04,-10.53
PF07010,1.00,1.00,0.00,0.00
PF07019,0.57,0.57,0.00,0.00
PF07034,1.00,1.00,0.00,0.00
PF07035,1.00,1.00,0.00,0.00
PF07039,1.00,1.00,0.00,0.00
PF07047,1.00,1.00,0.00,0.00
PF07051,0.69,0.70,-0.01,-1.43
PF07052,1.00,1.00,0.00,0.00
PF07061,1.00,1.00,0.00,0.00
PF07064,1.00,1.00,0.00,0.00
PF07065,1.00,1.00,0.00,0.00
PF07074,1.00,1.00,0.00,0.00
PF07078,1.00,1.00,0.00,0.00
PF07084,0.67,0.68,-0.01,-1.47
PF07086,1.00,1.00,0.00,0.00
PF07092,0.61,0.65,-0.04,-6.15
PF07093,1.00,1.00,0.00,0.00
PF07096,1.00,1.00,0.00,0.00
PF07106,1.00,1.00,0.00,0.00
PF07111,1.00,1.00,0.00,0.00
PF07114,0.65,0.65,0.00,0.00
PF07139,0.71,0.72,-0.01,-1.39
PF07140,1.00,1.00,0.00,0.00
PF07142,0.72,0.79,-0.07,-8.86
PF07145,0.60,0.60,0.00,0.00
PF07147,0.53,0.53,0.00,0.00
PF07156,0.71,0.71,0.00,0.00
PF07159,0.54,0.55,-0.01,-1.82
PF07160,1.00,1.00,0.00,0.00
PF07162,0.56,0.55,0.01,1.82
PF07163,1.00,1.00,0.00,0.00
PF07175,1.00,1.00,0.00,0.00
PF07177,0.46,0.46,0.00,0.00
PF07189,1.00,1.00,0.00,0.00
PF07192,0.89,0.89,0.00,0.00
PF07200,0.58,0.58,0.00,0.00
PF07213,0.51,0.52,-0.01,-1.92
PF07221,1.00,1.00,0.00,0.00
PF07222,1.00,1.00,0.00,0.00
PF07225,1.00,1.00,0.00,0.00
PF07228,1.00,1.00,0.00,0.00
PF07258,0.38,0.39,-0.01,-2.56
PF07259,1.00,1.00,0.00,0.00
PF07260,1.00,1.00,0.00,0.00
PF07263,1.00,1.00,0.00,0.00
PF07264,1.00,1.00,0.00,0.00
PF07281,0.92,0.92,0.00,0.00
PF07286,1.00,1.00,0.00,0.00
PF07289,1.00,1.00,0.00,0.00
PF07292,0.56,0.55,0.01,1.82
PF07297,1.00,1.00,0.00,0.00
PF07303,0.56,0.56,0.00,0.00
PF07304,1.00,1.00,0.00,0.00
PF07324,0.99,0.99,0.00,0.00
PF07326,1.00,1.00,0.00,0.00
PF07334,0.59,0.59,0.00,0.00
PF07347,1.00,1.00,0.00,0.00
PF07353,1.00,1.00,0.00,0.00
PF07354,0.70,0.67,0.03,4.48
PF07359,1.00,1.00,0.00,0.00
PF07392,1.00,1.00,0.00,0.00
PF07393,1.00,1.00,0.00,0.00
PF07400,1.00,1.00,0.00,0.00
PF07412,0.58,0.58,0.00,0.00
PF07421,1.00,1.00,0.00,0.00
PF07426,1.00,1.00,0.00,0.00
PF07443,0.70,0.70,0.00,0.00
PF07448,1.00,1.00,0.00,0.00
PF07452,0.50,0.50,0.00,0.00
PF07458,0.64,0.64,0.00,0.00
PF07469,0.56,0.56,0.00,0.00
PF07474,0.54,0.55,-0.01,-1.82
PF07479,0.90,0.90,0.00,0.00
PF07491,1.00,1.00,0.00,0.00
PF07496,0.55,0.55,0.00,0.00
PF07500,0.55,0.54,0.01,1.85
PF07502,0.49,0.49,0.00,0.00
PF07521,0.56,0.56,0.00,0.00
PF07522,0.50,0.46,0.04,8.70
PF07524,0.55,0.56,-0.01,-1.79
PF07525,0.50,0.51,-0.01,-1.96
PF07527,0.48,0.49,-0.01,-2.04
PF07528,0.57,0.65,-0.08,-12.31
PF07529,0.57,0.57,0.00,0.00
PF07531,0.70,0.70,0.00,0.00
PF07533,0.58,0.58,0.00,0.00
PF07534,0.49,0.51,-0.02,-3.92
PF07535,0.62,0.62,0.00,0.00
PF07539,1.00,1.00,0.00,0.00
PF07540,1.00,1.00,0.00,0.00
PF07541,1.00,1.00,0.00,0.00
PF07542,1.00,1.00,0.00,0.00
PF07544,1.00,1.00,0.00,0.00
PF07545,0.91,0.92,-0.01,-1.09
PF07546,0.55,0.53,0.02,3.77
PF07555,1.00,1.00,0.00,0.00
PF07557,1.00,1.00,0.00,0.00
PF07558,1.00,1.00,0.00,0.00
PF07562,0.54,0.55,-0.01,-1.82
PF07565,0.48,0.48,0.00,0.00
PF07569,1.00,1.00,0.00,0.00
PF07571,0.63,0.63,0.00,0.00
PF07572,1.00,1.00,0.00,0.00
PF07574,1.00,1.00,0.00,0.00
PF07575,1.00,1.00,0.00,0.00
PF07576,1.00,1.00,0.00,0.00
PF07593,1.00,1.00,0.00,0.00
PF07645,0.43,0.45,-0.02,-4.44
PF07647,0.33,0.34,-0.01,-2.94
PF07648,0.42,0.42,0.00,0.00
PF07650,1.00,1.00,0.00,0.00
PF07651,0.54,0.54,0.00,0.00
PF07653,0.36,0.35,0.01,2.86
PF07654,0.37,0.38,-0.01,-2.63
PF07657,0.56,0.56,0.00,0.00
PF07662,0.76,0.77,-0.01,-1.30
PF07670,0.80,0.80,0.00,0.00
PF07677,0.48,0.49,-0.01,-2.04
PF07678,0.47,0.44,0.03,6.82
PF07679,0.33,0.33,0.00,0.00
PF07684,0.59,0.60,-0.01,-1.67
PF07686,0.29,0.29,0.00,0.00
PF07687,0.45,0.46,-0.01,-2.17
PF07690,0.24,0.22,0.02,9.09
PF07691,0.57,0.57,0.00,0.00
PF07693,0.59,0.60,-0.01,-1.67
PF07699,0.44,0.44,0.00,0.00
PF07700,0.50,0.50,0.00,0.00
PF07701,0.44,0.44,0.00,0.00
PF07703,0.45,0.46,-0.01,-2.17
PF07706,1.00,1.00,0.00,0.00
PF07707,0.37,0.38,-0.01,-2.63
PF07710,0.67,0.67,0.00,0.00
PF07711,1.00,1.00,0.00,0.00
PF07713,1.00,1.00,0.00,0.00
PF07714,0.43,0.43,0.00,0.00
PF07716,0.52,0.53,-0.01,-1.89
PF07717,0.41,0.40,0.01,2.50
PF07718,1.00,1.00,0.00,0.00
PF07719,0.56,0.56,0.00,0.00
PF07722,1.00,1.00,0.00,0.00
PF07724,0.60,0.60,0.00,0.00
PF07728,0.38,0.39,-0.01,-2.56
PF07731,0.52,0.53,-0.01,-1.89
PF07732,0.50,0.51,-0.01,-1.96
PF07738,0.53,0.54,-0.01,-1.85
PF07741,1.00,1.00,0.00,0.00
PF07742,0.62,0.62,0.00,0.00
PF07743,1.00,1.00,0.00,0.00
PF07744,0.45,0.46,-0.01,-2.17
PF07748,0.49,0.48,0.01,2.08
PF07749,1.00,1.00,0.00,0.00
PF07757,1.00,1.00,0.00,0.00
PF07763,0.73,0.73,0.00,0.00
PF07766,0.64,0.64,0.00,0.00
PF07767,1.00,1.00,0.00,0.00
PF07773,0.40,0.51,-0.11,-21.57
PF07774,1.00,1.00,0.00,0.00
PF07776,1.00,1.00,0.00,0.00
PF07778,1.00,1.00,0.00,0.00
PF07779,1.00,1.00,0.00,0.00
PF07780,1.00,1.00,0.00,0.00
PF07782,0.48,0.48,0.00,0.00
PF07786,1.00,1.00,0.00,0.00
PF07787,1.00,1.00,0.00,0.00
PF07798,0.79,0.79,0.00,0.00
PF07803,0.64,0.63,0.01,1.59
PF07807,1.00,1.00,0.00,0.00
PF07808,1.00,1.00,0.00,0.00
PF07809,0.69,0.69,0.00,0.00
PF07810,0.57,0.57,0.00,0.00
PF07814,1.00,1.00,0.00,0.00
PF07815,0.76,0.77,-0.01,-1.30
PF07817,1.00,1.00,0.00,0.00
PF07818,1.00,1.00,0.00,0.00
PF07819,1.00,1.00,0.00,0.00
PF07830,0.74,0.74,0.00,0.00
PF07831,1.00,1.00,0.00,0.00
PF07834,1.00,1.00,0.00,0.00
PF07837,0.53,0.53,0.00,0.00
PF07842,0.50,0.50,0.00,0.00
PF07847,1.00,1.00,0.00,0.00
PF07850,1.00,1.00,0.00,0.00
PF07851,0.86,0.86,0.00,0.00
PF07855,1.00,1.00,0.00,0.00
PF07856,0.87,0.88,-0.01,-1.14
PF07857,1.00,1.00,0.00,0.00
PF07859,0.28,0.29,-0.01,-3.45
PF07884,0.74,0.74,0.00,0.00
PF07885,0.37,0.37,0.00,0.00
PF07888,0.59,0.59,0.00,0.00
PF07890,1.00,1.00,0.00,0.00
PF07894,0.54,0.54,0.00,0.00
PF07896,1.00,1.00,0.00,0.00
PF07904,1.00,1.00,0.00,0.00
PF07910,0.53,0.46,0.07,15.22
PF07912,1.00,1.00,0.00,0.00
PF07915,0.56,0.54,0.02,3.70
PF07923,0.81,0.82,-0.01,-1.22
PF07926,1.00,1.00,0.00,0.00
PF07928,1.00,1.00,0.00,0.00
