Pfam_code,REC_blosum,FULL_blosum,REC_vs_FULL_blosum_diff,REC_vs_FULL_blosum_%_improvement
PF13181,0.69,0.65,0.04,6.15
PF13191,0.21,0.31,-0.10,-32.26
PF13193,1.49,1.48,0.01,0.68
PF13202,1.92,1.81,0.11,6.08
PF13229,0.66,0.70,-0.04,-5.71
PF13233,,,,
PF13234,,,,
PF13236,,,,
PF13238,1.00,1.05,-0.05,-4.76
PF13240,,,,
PF13242,2.03,2.10,-0.07,-3.33
PF13246,1.18,1.27,-0.09,-7.09
PF13251,,,,
PF13270,3.07,3.07,0.00,0.00
PF13271,,,,
PF13279,,,,
PF13281,2.90,2.89,0.01,0.35
PF13287,,,,
PF13289,3.03,2.85,0.18,6.32
PF13293,3.69,3.68,0.01,0.27
PF13297,2.78,2.41,0.37,15.35
PF13299,,,,
PF13300,,,,
PF13302,,,,
PF13306,1.11,1.13,-0.02,-1.77
PF13307,2.34,2.32,0.02,0.86
PF13324,,,,
PF13325,,,,
PF13328,,,,
PF13330,2.71,2.89,-0.18,-6.23
PF13339,,,,
PF13341,,,,
PF13344,1.29,1.24,0.05,4.03
PF13347,1.13,1.12,0.01,0.89
PF13349,,,,
PF13359,,,,
PF13361,,,,
PF13365,1.54,1.53,0.01,0.65
PF13369,,,,
PF13374,1.65,1.39,0.26,18.71
PF13378,,,,
PF13383,,,,
PF13385,0.63,0.60,0.03,5.00
PF13392,,,,
PF13393,2.18,1.98,0.20,10.10
PF13402,4.16,4.17,-0.01,-0.24
PF13405,2.05,1.99,0.06,3.02
PF13410,1.83,1.73,0.10,5.78
PF13414,1.13,1.12,0.01,0.89
PF13415,,,,
PF13417,0.93,0.96,-0.03,-3.12
PF13419,,,,
PF13423,,,,
PF13424,0.82,0.88,-0.06,-6.82
PF13426,1.91,1.87,0.04,2.14
PF13431,,,,
PF13432,0.53,0.45,0.08,17.78
PF13439,,,,
PF13450,1.50,1.43,0.07,4.90
PF13460,0.23,0.19,0.04,21.05
PF13465,4.18,4.14,0.04,0.97
PF13469,4.29,4.29,0.00,0.00
PF13472,3.92,3.93,-0.01,-0.25
PF13476,,,,
PF13481,,,,
PF13483,,,,
PF13489,0.35,0.39,-0.04,-10.26
PF13499,1.32,1.30,0.02,1.54
PF13506,,,,
PF13507,,,,
PF13510,,,,
PF13513,0.42,0.44,-0.02,-4.55
PF13516,1.51,1.46,0.05,3.42
PF13517,0.88,0.78,0.10,12.82
PF13519,1.00,0.98,0.02,2.04
PF13520,1.63,1.61,0.02,1.24
PF13522,2.30,2.28,0.02,0.88
PF13532,0.58,0.50,0.08,16.00
PF13534,,,,
PF13537,,,,
PF13540,,,,
PF13543,,,,
PF13553,2.87,2.73,0.14,5.13
PF13558,,,,
PF13561,1.25,1.26,-0.01,-0.79
PF13570,,,,
PF13574,,,,
PF13589,1.62,1.47,0.15,10.20
PF13593,,,,
PF13602,0.86,0.99,-0.13,-13.13
PF13604,,,,
PF13616,,,,
PF13620,1.60,1.55,0.05,3.23
PF13621,0.95,0.95,0.00,0.00
PF13622,,,,
PF13625,,,,
PF13637,1.03,1.17,-0.14,-11.97
PF13638,0.81,0.77,0.04,5.19
PF13639,2.72,2.69,0.03,1.12
PF13640,1.66,1.67,-0.01,-0.60
PF13641,4.47,4.39,0.08,1.82
PF13646,0.65,0.62,0.03,4.84
PF13649,0.69,0.65,0.04,6.15
PF13656,3.50,3.47,0.03,0.86
PF13660,,,,
PF13661,,,,
PF13664,,,,
PF13669,,,,
PF13671,0.95,0.92,0.03,3.26
PF13676,0.75,0.51,0.24,47.06
PF13679,0.41,0.40,0.01,2.50
PF13691,,,,
PF13695,1.72,1.78,-0.06,-3.37
PF13696,3.71,3.71,0.00,0.00
PF13704,3.51,3.08,0.43,13.96
PF13705,0.81,0.82,-0.01,-1.22
PF13716,1.08,1.03,0.05,4.85
PF13718,,,,
PF13725,,,,
PF13733,2.71,2.63,0.08,3.04
PF13757,1.97,1.97,0.00,0.00
PF13764,,,,
PF13765,1.84,1.83,0.01,0.55
PF13768,0.82,0.76,0.06,7.89
PF13771,1.87,1.87,0.00,0.00
PF13772,,,,
PF13774,1.23,1.26,-0.03,-2.38
PF13775,,,,
PF13778,1.38,1.37,0.01,0.73
PF13793,3.25,3.22,0.03,0.93
PF13802,1.18,1.79,-0.61,-34.08
PF13804,4.85,4.84,0.01,0.21
PF13812,1.88,,,
PF13815,2.58,2.58,0.00,0.00
PF13820,,,,
PF13821,,,,
PF13831,3.34,3.33,0.01,0.30
PF13832,2.38,2.36,0.02,0.85
PF13833,1.30,1.06,0.24,22.64
PF13836,1.64,1.64,0.00,0.00
PF13837,2.39,2.31,0.08,3.46
PF13838,2.62,2.62,0.00,0.00
PF13840,2.07,2.05,0.02,0.98
PF13841,1.94,1.93,0.01,0.52
PF13842,,,,
PF13843,1.68,1.68,0.00,0.00
PF13844,,,,
PF13846,,4.78,,
PF13847,0.81,0.81,0.00,0.00
PF13848,0.42,0.41,0.01,2.44
PF13850,1.63,1.60,0.03,1.87
PF13851,,,,
PF13853,1.92,1.91,0.01,0.52
PF13855,1.09,1.07,0.02,1.87
PF13857,,,,
PF13862,,,,
PF13863,1.07,1.07,0.00,0.00
PF13864,0.71,0.67,0.04,5.97
PF13865,1.74,1.52,0.22,14.47
PF13866,4.33,4.36,-0.03,-0.69
PF13867,4.15,4.15,0.00,0.00
PF13868,0.46,0.45,0.01,2.22
PF13869,,,,
PF13871,3.63,3.66,-0.03,-0.82
PF13872,3.87,3.86,0.01,0.26
PF13873,1.08,1.06,0.02,1.89
PF13874,,,,
PF13877,1.06,1.06,0.00,0.00
PF13878,3.88,3.95,-0.07,-1.77
PF13879,0.90,0.85,0.05,5.88
PF13880,3.86,3.86,0.00,0.00
PF13881,,,,
PF13882,3.04,3.00,0.04,1.33
PF13883,2.29,2.24,0.05,2.23
PF13884,3.48,3.07,0.41,13.36
PF13885,3.05,2.99,0.06,2.01
PF13886,0.59,0.60,-0.01,-1.67
PF13887,4.00,4.00,0.00,0.00
PF13888,1.69,1.68,0.01,0.60
PF13890,,,,
PF13891,1.56,1.49,0.07,4.70
PF13892,,,,
PF13893,1.99,1.66,0.33,19.88
PF13894,2.34,2.46,-0.12,-4.88
PF13895,1.01,0.94,0.07,7.45
PF13896,2.22,2.31,-0.09,-3.90
PF13897,3.42,3.42,0.00,0.00
PF13898,1.36,1.37,-0.01,-0.73
PF13899,1.64,1.64,0.00,0.00
PF13901,2.16,2.15,0.01,0.47
PF13902,,,,
PF13903,0.59,0.60,-0.01,-1.67
PF13904,,,,
PF13905,1.27,1.26,0.01,0.79
PF13906,3.39,3.39,0.00,0.00
PF13907,4.41,4.42,-0.01,-0.23
PF13908,2.88,1.60,1.28,80.00
PF13909,3.03,2.73,0.30,10.99
PF13910,,,,
PF13911,0.98,0.97,0.01,1.03
PF13912,2.18,2.23,-0.05,-2.24
PF13913,2.07,2.06,0.01,0.49
PF13914,2.18,1.93,0.25,12.95
PF13916,1.81,1.81,0.00,0.00
PF13917,2.37,2.15,0.22,10.23
PF13918,2.13,2.12,0.01,0.47
PF13919,3.90,3.89,0.01,0.26
PF13920,2.23,2.11,0.12,5.69
PF13921,1.80,1.69,0.11,6.51
PF13922,5.20,4.50,0.70,15.56
PF13923,2.33,2.33,0.00,0.00
PF13925,1.02,1.00,0.02,2.00
PF13926,0.98,0.95,0.03,3.16
PF13927,1.00,0.97,0.03,3.09
PF13931,,,,
PF13932,,,,
PF13934,,,,
PF13949,0.63,0.64,-0.01,-1.56
PF13959,1.49,1.24,0.25,20.16
PF13965,3.65,3.62,0.03,0.83
PF13971,,,,
PF13975,,,,
PF14008,,,,
PF14046,2.74,2.71,0.03,1.11
PF14047,3.94,3.94,0.00,0.00
PF14048,2.68,2.67,0.01,0.37
PF14049,2.24,2.20,0.04,1.82
PF14050,2.37,2.37,0.00,0.00
PF14051,4.88,4.88,0.00,0.00
PF14061,3.62,3.57,0.05,1.40
PF14073,2.45,2.46,-0.01,-0.41
PF14075,3.12,3.14,-0.02,-0.64
PF14077,,,,
PF14138,,,,
PF14160,1.80,1.75,0.05,2.86
PF14161,2.50,2.38,0.12,5.04
PF14186,,,,
PF14204,,,,
PF14222,4.27,4.27,0.00,0.00
PF14225,3.69,3.69,0.00,0.00
PF14228,3.33,3.28,0.05,1.52
PF14237,,,,
PF14252,,,,
PF14260,1.03,1.07,-0.04,-3.74
PF14291,1.33,1.11,0.22,19.82
PF14304,4.59,4.59,0.00,0.00
PF14306,3.85,3.83,0.02,0.52
PF14309,,,,
PF14324,3.13,3.18,-0.05,-1.57
PF14327,4.58,4.57,0.01,0.22
PF14336,,,,
PF14360,3.90,3.90,0.00,0.00
PF14369,,,,
PF14370,4.23,4.23,0.00,0.00
PF14374,,,,
PF14377,1.73,1.53,0.20,13.07
PF14381,,,,
PF14382,1.12,1.06,0.06,5.66
PF14396,,,,
PF14413,,,,
PF14429,1.65,1.63,0.02,1.23
PF14438,2.99,3.03,-0.04,-1.32
PF14443,2.93,2.99,-0.06,-2.01
PF14444,2.81,2.77,0.04,1.44
PF14447,,,,
PF14465,,,,
PF14469,,,,
PF14473,1.48,1.46,0.02,1.37
PF14478,,,,
PF14484,2.75,2.75,0.00,0.00
PF14492,1.92,1.88,0.04,2.13
PF14493,,,,
PF14497,0.71,0.59,0.12,20.34
PF14500,,,,
PF14513,2.29,2.27,0.02,0.88
PF14520,,,,
PF14523,1.78,1.80,-0.02,-1.11
PF14533,1.01,0.84,0.17,20.24
PF14538,,,,
PF14542,,,,
PF14545,1.16,1.00,0.16,16.00
PF14551,0.55,0.53,0.02,3.77
PF14554,,,,
PF14555,1.55,1.50,0.05,3.33
PF14559,0.46,0.56,-0.10,-17.86
PF14560,0.74,0.64,0.10,15.62
PF14565,,,,
PF14566,0.88,0.82,0.06,7.32
PF14570,,,,
PF14572,3.40,3.36,0.04,1.19
PF14575,1.71,1.69,0.02,1.18
PF14580,1.12,1.10,0.02,1.82
PF14593,,,,
PF14596,,,,
PF14598,1.63,1.63,0.00,0.00
PF14599,,,,
PF14603,2.10,2.10,0.00,0.00
PF14604,1.80,1.79,0.01,0.56
PF14608,2.63,2.63,0.00,0.00
PF14617,,,,
PF14619,4.97,4.97,0.00,0.00
PF14621,,,,
PF14622,,,,
PF14629,,,,
PF14630,,,,
PF14631,,,,
PF14632,,,,
PF14633,,,,
PF14634,1.57,1.53,0.04,2.61
PF14635,,,,
PF14636,3.05,3.05,0.00,0.00
PF14637,3.86,3.85,0.01,0.26
PF14638,3.80,3.73,0.07,1.88
PF14639,,,,
PF14641,,,,
PF14642,3.29,3.20,0.09,2.81
PF14643,,,,
PF14644,,,,
PF14645,1.48,1.41,0.07,4.96
PF14646,,,,
PF14647,,,,
PF14648,5.00,4.97,0.03,0.60
PF14649,,,,
PF14650,2.69,2.69,0.00,0.00
PF14651,2.22,2.22,0.00,0.00
PF14652,2.22,2.17,0.05,2.30
PF14653,3.63,3.26,0.37,11.35
PF14654,1.86,1.72,0.14,8.14
PF14655,,,,
PF14656,,,,
PF14658,,,,
PF14661,,,,
PF14662,,,,
PF14663,,,,
PF14664,,,,
PF14665,,,,
PF14666,,,,
PF14668,,,,
PF14669,,,,
PF14670,2.54,2.58,-0.04,-1.55
PF14671,4.14,4.14,0.00,0.00
PF14672,3.92,4.25,-0.33,-7.76
PF14674,,,,
PF14675,,,,
PF14676,,,,
PF14677,,,,
PF14678,,,,
PF14679,,,,
PF14680,,,,
PF14681,2.07,2.04,0.03,1.47
PF14687,,,,
PF14688,,,,
PF14691,,,,
PF14694,,,,
PF14695,,,,
PF14697,,,,
PF14698,,,,
PF14699,,,,
PF14700,,,,
PF14701,,,,
PF14702,,,,
PF14704,,,,
PF14705,1.41,1.41,0.00,0.00
PF14707,2.01,2.03,-0.02,-0.99
PF14709,1.05,0.98,0.07,7.14
PF14712,0.74,0.72,0.02,2.78
PF14713,,,,
PF14716,1.20,1.14,0.06,5.26
PF14719,2.00,1.95,0.05,2.56
PF14721,,,,
PF14722,1.82,1.83,-0.01,-0.55
PF14723,1.58,1.38,0.20,14.49
PF14724,,,,
PF14726,,,,
PF14727,,,,
PF14728,,,,
PF14732,,,,
PF14735,,,,
PF14736,,,,
PF14737,,,,
PF14738,,,,
PF14739,,,,
PF14740,,,,
PF14744,,,,
PF14745,,,,
PF14746,,,,
PF14748,3.39,3.35,0.04,1.19
PF14749,1.16,1.15,0.01,0.87
PF14750,,,,
PF14752,,,,
PF14753,2.09,1.96,0.13,6.63
PF14759,,,,
PF14761,,,,
PF14763,,,,
PF14764,,,,
PF14766,,,,
PF14767,,,,
PF14768,,,,
PF14769,1.35,0.71,0.64,90.14
PF14770,,,,
PF14771,,1.07,,
PF14772,0.52,0.47,0.05,10.64
PF14773,,,,
PF14774,2.50,2.46,0.04,1.63
PF14775,,,,
PF14776,,,,
PF14777,,,,
PF14778,,,,
PF14779,,,,
PF14781,,,,
PF14782,,,,
PF14783,,,,
PF14784,,,,
PF14787,5.65,5.65,0.00,0.00
PF14788,,,,
PF14791,1.79,1.77,0.02,1.13
PF14792,1.65,1.59,0.06,3.77
PF14796,2.15,2.26,-0.11,-4.87
PF14797,,,,
PF14798,1.43,1.42,0.01,0.70
PF14799,2.17,2.20,-0.03,-1.36
PF14800,,,,
PF14802,,,,
PF14806,,,,
PF14807,,,,
PF14808,,,,
PF14811,,,,
PF14813,,,,
PF14815,,,,
PF14816,1.37,1.36,0.01,0.74
PF14817,,,,
PF14818,2.24,0.90,1.34,148.89
PF14820,5.82,5.82,0.00,0.00
PF14821,1.23,1.04,0.19,18.27
PF14822,3.41,3.38,0.03,0.89
PF14825,,,,
PF14826,,,,
PF14828,,,,
PF14833,0.63,0.61,0.02,3.28
PF14835,,,,
PF14836,2.02,1.98,0.04,2.02
PF14837,,,,
PF14838,,,,
PF14839,,,,
PF14843,2.59,2.53,0.06,2.37
PF14844,1.61,1.55,0.06,3.87
PF14845,1.80,1.76,0.04,2.27
PF14846,,,,
PF14851,1.84,1.84,0.00,0.00
PF14852,,,,
PF14853,,,,
PF14854,1.72,1.67,0.05,2.99
PF14857,3.39,3.09,0.30,9.71
PF14858,,,,
PF14874,,,,
PF14875,1.90,1.59,0.31,19.50
PF14880,,,,
PF14881,,,,
PF14886,,,,
PF14887,,,,
PF14893,2.17,2.08,0.09,4.33
PF14895,,,,
PF14901,,,,
PF14904,4.62,4.56,0.06,1.32
PF14906,,,,
PF14908,,,,
PF14909,2.34,2.35,-0.01,-0.43
PF14910,,,,
PF14911,,,,
PF14913,,,,
PF14914,3.99,3.96,0.03,0.76
PF14915,2.51,2.59,-0.08,-3.09
PF14916,2.90,2.87,0.03,1.05
PF14917,4.99,4.98,0.01,0.20
PF14918,,,,
PF14919,,,,
PF14920,,,,
PF14921,1.85,1.83,0.02,1.09
PF14922,1.46,1.43,0.03,2.10
PF14923,,,,
PF14924,,,,
PF14925,,,,
PF14926,,,,
PF14927,1.50,1.32,0.18,13.64
PF14929,,,,
PF14931,,,,
PF14932,,,,
PF14933,,,,
PF14934,,,,
PF14935,,,,
PF14936,,,,
PF14937,,,,
PF14938,2.13,2.13,0.00,0.00
PF14939,,,,
PF14940,1.66,1.59,0.07,4.40
PF14941,,,,
PF14942,,,,
PF14943,,,,
PF14944,3.77,3.74,0.03,0.80
PF14946,,,,
PF14948,2.08,1.94,0.14,7.22
PF14949,2.56,2.52,0.04,1.59
PF14950,,,,
PF14951,,,,
PF14952,,,,
PF14953,,,,
PF14954,3.02,3.02,0.00,0.00
PF14955,,,,
PF14956,,,,
PF14957,1.64,1.90,-0.26,-13.68
PF14958,,,,
PF14959,,,,
PF14960,,,,
PF14961,,,,
PF14962,,,,
PF14963,,,,
PF14965,0.86,0.81,0.05,6.17
PF14966,,,,
PF14967,2.64,2.69,-0.05,-1.86
PF14968,,,,
PF14969,,,,
PF14970,,-0.50,,
PF14972,,,,
PF14973,,,,
PF14974,,,,
PF14975,,,,
PF14976,5.31,5.31,0.00,0.00
PF14977,0.83,0.74,0.09,12.16
PF14978,,,,
PF14979,1.70,1.63,0.07,4.29
PF14980,,,,
PF14982,2.34,2.37,-0.03,-1.27
PF14984,,,,
PF14985,,,,
PF14986,,,,
PF14987,,,,
PF14988,0.71,0.70,0.01,1.43
PF14989,,,,
PF14991,,,,
PF14992,1.97,1.97,0.00,0.00
PF14993,,,,
PF14994,,,,
PF14995,,,,
PF14997,0.37,0.40,-0.03,-7.50
PF14998,1.99,2.02,-0.03,-1.49
PF14999,,,,
PF15000,,,,
PF15001,,,,
PF15002,,,,
PF15003,,,,
PF15004,,,,
PF15005,0.52,0.52,0.00,0.00
PF15007,,,,
PF15008,,,,
PF15009,,,,
PF15010,2.33,2.16,0.17,7.87
PF15012,,,,
PF15014,,,,
PF15015,,,,
PF15016,,,,
PF15017,2.73,2.14,0.59,27.57
PF15018,3.59,3.59,0.00,0.00
PF15019,,,,
PF15020,,,,
PF15021,,,,
PF15022,,,,
PF15024,2.75,2.75,0.00,0.00
PF15025,,,,
PF15027,2.80,2.75,0.05,1.82
PF15028,,,,
PF15029,,,,
PF15030,,,,
PF15031,,,,
PF15032,,,,
PF15033,,,,
PF15034,,,,
PF15035,1.82,1.83,-0.01,-0.55
PF15036,,,,
PF15037,1.04,0.87,0.17,19.54
PF15038,,,,
PF15039,,,,
PF15040,3.72,3.72,0.00,0.00
PF15042,,,,
PF15043,,,,
PF15044,,,,
PF15045,0.66,0.64,0.02,3.13
PF15046,,,,
PF15047,0.38,0.34,0.04,11.76
PF15048,,,,
PF15049,,,,
PF15050,,,,
PF15051,2.18,2.17,0.01,0.46
PF15052,,,,
PF15053,,,,
PF15054,2.54,2.39,0.15,6.28
PF15055,,,,
PF15056,2.46,2.49,-0.03,-1.20
PF15057,0.64,0.60,0.04,6.67
PF15058,0.82,0.76,0.06,7.89
PF15059,2.74,2.74,0.00,0.00
PF15060,1.93,1.84,0.09,4.89
PF15061,,,,
PF15062,,,,
PF15063,1.15,1.15,0.00,0.00
PF15064,,,,
PF15065,,,,
PF15066,,,,
PF15067,2.43,2.43,0.00,0.00
PF15068,2.04,2.03,0.01,0.49
PF15069,1.63,1.63,0.00,0.00
PF15070,3.54,3.60,-0.06,-1.67
PF15071,,,,
PF15072,,,,
PF15076,,,,
PF15077,,,,
PF15078,,,,
PF15079,,,,
PF15080,,,,
PF15081,,,,
PF15083,,3.61,,
PF15084,,,,
PF15085,,,,
PF15086,,,,
PF15087,,,,
PF15088,,,,
PF15090,,,,
PF15091,,,,
PF15092,,,,
PF15095,,,,
PF15096,,,,
PF15097,,,,
PF15098,,,,
PF15099,,,,
PF15100,,,,
PF15101,,,,
PF15102,,,,
PF15103,,,,
PF15105,,,,
PF15106,,,,
PF15107,1.24,1.24,0.00,0.00
PF15108,,,,
PF15109,,,,
PF15110,,,,
PF15111,,,,
PF15112,,,,
PF15113,,,,
PF15115,,,,
PF15116,,,,
PF15117,,,,
PF15118,3.95,3.95,0.00,0.00
PF15119,,,,
PF15120,,,,
PF15121,,,,
PF15122,,,,
PF15124,,,,
PF15125,2.64,2.64,0.00,0.00
PF15127,,,,
PF15128,,,,
PF15129,4.34,4.19,0.15,3.58
PF15130,,,,
PF15132,,,,
PF15133,,,,
PF15135,,,,
PF15136,,,,
PF15138,,,,
PF15141,,,,
PF15142,,,,
PF15143,3.68,3.68,0.00,0.00
PF15144,,,,
PF15145,,,,
PF15146,,,,
PF15147,,,,
PF15148,,,,
PF15149,,,,
PF15150,,,,
PF15151,,,,
PF15152,,,,
PF15153,,,,
PF15155,4.33,4.33,0.00,0.00
PF15156,,,,
PF15157,5.12,3.93,1.19,30.28
PF15159,,,,
PF15160,,,,
PF15162,,,,
PF15163,,,,
PF15164,,,,
PF15165,,,,
PF15167,,,,
PF15168,,,,
PF15169,,,,
PF15170,3.50,3.50,0.00,0.00
PF15171,,,,
PF15172,,,,
PF15173,0.96,0.96,0.00,0.00
PF15174,,,,
PF15175,,,,
PF15176,,,,
PF15177,2.70,2.70,0.00,0.00
PF15179,,,,
PF15180,1.42,1.38,0.04,2.90
PF15182,,,,
PF15183,1.76,1.78,-0.02,-1.12
PF15184,,,,
PF15185,,,,
PF15186,2.67,2.67,0.00,0.00
PF15187,,,,
PF15188,,,,
PF15189,,,,
PF15191,,,,
PF15192,,,,
PF15193,3.83,4.29,-0.46,-10.72
PF15194,5.06,5.06,0.00,0.00
PF15195,,,,
PF15196,,,,
PF15198,,,,
PF15199,,,,
PF15200,,,,
PF15201,,,,
PF15202,,,,
PF15203,,,,
PF15204,,,,
PF15205,,,,
PF15206,4.56,4.56,0.00,0.00
PF15207,,,,
PF15208,,,,
PF15209,,,,
PF15210,,,,
PF15211,,,,
PF15212,,2.64,,
PF15213,,,,
PF15214,,,,
PF15215,,,,
PF15216,,,,
PF15218,,,,
PF15219,,,,
PF15220,,,,
PF15221,,,,
PF15223,2.97,2.76,0.21,7.61
PF15224,,,,
PF15225,,,,
PF15226,,,,
PF15227,2.70,2.70,0.00,0.00
PF15228,1.53,1.53,0.00,0.00
PF15229,2.12,1.95,0.17,8.72
PF15230,3.00,2.69,0.31,11.52
PF15231,4.95,4.45,0.50,11.24
PF15232,2.06,1.93,0.13,6.74
PF15233,3.54,3.51,0.03,0.85
PF15234,,,,
PF15235,2.38,2.08,0.30,14.42
PF15236,,,,
PF15237,1.91,1.95,-0.04,-2.05
PF15238,3.38,1.42,1.96,138.03
PF15240,3.56,3.51,0.05,1.42
PF15241,2.01,2.03,-0.02,-0.99
PF15242,1.15,1.29,-0.14,-10.85
PF15243,,,,
PF15244,,,,
PF15245,,,,
PF15246,1.01,0.98,0.03,3.06
PF15247,,,,
PF15248,2.21,2.02,0.19,9.41
PF15249,3.27,3.28,-0.01,-0.30
PF15250,1.43,1.42,0.01,0.70
PF15252,0.80,0.79,0.01,1.27
PF15253,,,,
PF15254,,,,
PF15255,2.90,2.50,0.40,16.00
PF15256,0.91,0.93,-0.02,-2.15
PF15257,,,,
PF15258,2.18,3.28,-1.10,-33.54
PF15259,0.93,0.85,0.08,9.41
PF15260,2.98,2.98,0.00,0.00
PF15261,,,,
PF15262,1.10,1.07,0.03,2.80
PF15264,,,,
PF15265,0.71,0.71,0.00,0.00
PF15266,0.77,0.74,0.03,4.05
PF15268,1.14,1.16,-0.02,-1.72
PF15269,4.98,4.67,0.31,6.64
PF15273,1.04,1.24,-0.20,-16.13
PF15274,,,,
PF15275,1.04,0.92,0.12,13.04
PF15276,2.33,2.08,0.25,12.02
PF15277,1.67,1.52,0.15,9.87
PF15279,1.35,1.26,0.09,7.14
PF15280,,,,
PF15281,,,,
PF15282,2.37,2.37,0.00,0.00
PF15285,,,,
PF15288,4.49,4.49,0.00,0.00
PF15289,,,,
PF15290,2.48,2.51,-0.03,-1.20
PF15291,,,,
PF15292,,,,
PF15293,,,,
PF15294,,,,
PF15295,,,,
PF15296,,,,
PF15297,1.79,1.63,0.16,9.82
PF15298,1.96,1.84,0.12,6.52
PF15299,,,,
PF15300,3.65,3.64,0.01,0.27
PF15301,1.97,2.06,-0.09,-4.37
PF15302,,,,
PF15303,,,,
PF15304,0.94,0.94,0.00,0.00
PF15305,,,,
PF15306,,,,
PF15307,,,,
PF15308,2.26,2.22,0.04,1.80
PF15309,1.40,1.32,0.08,6.06
PF15310,,,,
PF15311,,,,
PF15312,,,,
PF15313,3.27,3.27,0.00,0.00
PF15314,,,,
PF15315,4.98,4.98,0.00,0.00
PF15316,1.81,1.78,0.03,1.69
PF15317,1.93,1.92,0.01,0.52
PF15318,,,,
PF15319,,,,
PF15320,,,,
PF15321,1.93,1.85,0.08,4.32
PF15322,,,,
PF15323,,,,
PF15324,,,,
PF15325,,,,
PF15326,1.32,1.12,0.20,17.86
PF15327,1.49,1.47,0.02,1.36
PF15328,,,,
PF15330,0.79,0.78,0.01,1.28
PF15331,,,,
PF15332,,,,
PF15333,,,,
PF15334,,,,
PF15335,,,,
PF15336,2.59,2.73,-0.14,-5.13
PF15337,3.34,3.32,0.02,0.60
PF15338,,,,
PF15339,,,,
PF15340,,,,
PF15342,2.96,3.04,-0.08,-2.63
PF15343,,,,
PF15344,0.83,0.83,0.00,0.00
PF15345,,,,
PF15346,,,,
PF15347,,,,
PF15348,,,,
PF15349,,,,
PF15350,,5.03,,
PF15351,,,,
PF15352,,,,
PF15353,,,,
PF15354,,,,
PF15355,,,,
PF15356,,,,
PF15357,,,,
PF15358,,,,
PF15359,,,,
PF15360,,,,
PF15361,,,,
PF15362,,,,
PF15363,,,,
PF15364,,,,
PF15365,5.32,5.32,0.00,0.00
PF15366,,,,
PF15367,,,,
PF15368,,,,
PF15369,,,,
PF15370,,,,
PF15371,2.86,2.85,0.01,0.35
PF15372,,,,
PF15374,2.27,2.02,0.25,12.38
PF15376,,,,
PF15377,,,,
PF15378,1.73,1.73,0.00,0.00
PF15379,,,,
PF15380,,,,
PF15382,,,,
PF15383,,,,
PF15384,,,,
PF15385,2.74,2.50,0.24,9.60
PF15386,4.07,4.07,0.00,0.00
PF15387,,,,
PF15388,2.53,2.58,-0.05,-1.94
PF15389,,,,
PF15390,,,,
PF15391,,,,
PF15392,,,,
PF15393,,,,
PF15394,,,,
PF15395,,,,
PF15396,,,,
PF15397,,,,
PF15399,,,,
PF15409,2.61,2.63,-0.02,-0.76
PF15410,1.91,1.90,0.01,0.53
PF15412,2.67,2.72,-0.05,-1.84
PF15419,,,,
PF15423,3.22,3.22,0.00,0.00
PF15424,,,,
PF15427,,,,
PF15429,,,,
PF15431,,,,
PF15433,,,,
PF15435,,,,
PF15439,1.87,1.88,-0.01,-0.53
PF15440,0.91,0.91,0.00,0.00
PF15441,5.19,5.19,0.00,0.00
PF15442,,,,
PF15443,,,,
PF15444,,4.50,,
PF15449,,,,
PF15450,,,,
PF15451,,,,
PF15452,0.85,0.80,0.05,6.25
PF15453,,,,
PF15454,,,,
PF15455,,,,
PF15462,,,,
PF15464,,,,
PF15465,,,,
PF15466,,,,
PF15467,,,,
PF15468,,,,
PF15469,,,,
PF15470,,,,
PF15471,,,,
PF15472,,,,
PF15473,,,,
PF15475,,,,
PF15476,,,,
PF15477,1.34,1.29,0.05,3.88
PF15478,,,,
PF15479,,,,
PF15480,,,,
PF15482,,,,
PF15483,,,,
PF15484,,,,
PF15485,,,,
PF15486,,,,
PF15487,4.70,4.59,0.11,2.40
PF15488,,,,
PF15489,,,,
PF15490,,,,
PF15492,,,,
PF15494,1.18,1.13,0.05,4.42
PF15497,,,,
PF15498,,,,
PF15499,,,,
PF15501,,,,
PF15502,,,,
PF15503,,,,
PF15504,,,,
PF15505,,,,
PF15506,,,,
PF15508,0.51,0.51,0.00,0.00
PF15509,,,,
PF15510,,,,
PF15511,1.50,0.53,0.97,183.02
PF15512,,,,
PF15519,2.35,2.06,0.29,14.08
PF15539,,,,
PF15546,,,,
PF15547,,,,
PF15549,1.12,1.05,0.07,6.67
PF15550,,,,
PF15551,,,,
PF15552,,,,
PF15553,,,,
PF15554,,,,
PF15555,,,,
PF15556,,,,
PF15557,,,,
PF15558,0.92,0.92,0.00,0.00
PF15559,,,,
PF15576,,,,
PF15578,,,,
PF15612,0.64,0.62,0.02,3.23
PF15613,1.78,1.23,0.55,44.72
PF15619,2.18,2.17,0.01,0.46
PF15620,,,,
PF15621,3.41,3.37,0.04,1.19
PF15622,,,,
PF15623,4.40,4.35,0.05,1.15
PF15625,2.25,2.24,0.01,0.45
PF15627,,,,
PF15630,,,,
PF15632,,,,
PF15636,4.05,4.04,0.01,0.25
PF15661,,,,
PF15662,,,,
PF15663,2.86,2.72,0.14,5.15
PF15664,,,,
PF15665,1.61,1.59,0.02,1.26
PF15666,1.75,1.80,-0.05,-2.78
PF15668,,,,
