Pfam_code,HMMER_conservation,HMMER_blosum,HMMER_gaps,FULL_conservation,FULL_blosum,FULL_gaps
PF04068,0.60,1.17,0.09,0.60,1.07,0.07
PF04072,0.68,2.05,0.04,0.69,1.86,0.02
PF04073,1.00,,0.00,1.00,,0.00
PF04078,1.00,,0.00,1.00,,0.00
PF04080,1.00,,0.00,1.00,,0.00
PF04081,1.00,,0.00,1.00,,0.00
PF04083,1.00,,0.00,1.00,,0.00
PF04084,1.00,,0.00,1.00,,0.00
PF04086,1.00,,0.00,1.00,,0.00
PF04088,1.00,,0.00,1.00,,0.00
PF04089,0.39,0.74,0.06,0.39,0.79,0.07
PF04091,0.88,4.03,0.00,0.88,3.99,0.00
PF04095,1.00,,0.00,1.00,,0.00
PF04096,1.00,,0.00,1.00,,0.00
PF04097,1.00,,0.00,1.00,,0.00
PF04098,1.00,,0.00,1.00,,0.00
PF04099,0.61,0.94,0.05,0.61,0.94,0.05
PF04100,1.00,,0.00,1.00,,0.00
PF04101,1.00,,0.00,1.00,,0.00
PF04103,0.32,0.91,0.26,0.32,0.91,0.25
PF04104,1.00,,0.00,1.00,,0.00
PF04106,1.00,,0.00,1.00,,0.00
PF04109,0.77,2.86,0.00,0.77,2.84,0.00
PF04110,1.00,,0.00,1.00,,0.00
PF04111,0.83,3.56,0.01,0.83,3.55,0.00
PF04112,0.50,,0.50,0.50,,0.50
PF04113,0.50,,0.50,1.00,,0.00
PF04114,1.00,,0.00,1.00,,0.00
PF04116,0.44,0.88,0.04,0.45,0.87,0.04
PF04117,0.54,1.54,0.01,0.54,1.58,0.02
PF04121,1.00,,0.00,1.00,,0.00
PF04124,1.00,,0.00,1.00,,0.00
PF04127,0.50,,0.50,0.50,,0.50
PF04129,1.00,,0.00,1.00,,0.00
PF04130,0.44,0.81,0.07,0.44,0.8,0.07
PF04133,0.83,3.63,0.00,0.83,3.59,0.00
PF04135,1.00,,0.00,1.00,,0.00
PF04136,1.00,,0.00,1.00,,0.00
PF04137,0.83,3.79,0.01,0.83,3.8,0.01
PF04139,0.71,2.16,0.00,0.71,2.16,0.00
PF04140,1.00,,0.00,1.00,,0.00
PF04142,0.53,1.49,0.08,0.52,1.48,0.08
PF04144,0.68,3.13,0.01,0.68,3.11,0.02
PF04145,0.63,1.43,0.11,0.64,1.33,0.05
PF04146,0.69,2.59,0.03,0.47,2.79,0.35
PF04147,1.00,,0.00,1.00,,0.00
PF04148,1.00,,0.00,1.00,,0.00
PF04152,1.00,,0.00,1.00,,0.00
PF04153,0.64,1.13,0.03,0.63,1.05,0.04
PF04157,0.58,0.52,0.06,0.57,0.59,0.11
PF04158,1.00,,0.00,1.00,,0.00
PF04161,1.00,,0.00,1.00,,0.00
PF04176,1.00,,0.00,1.00,,0.00
PF04177,1.00,,0.00,1.00,,0.00
PF04178,0.47,1.08,0.08,0.48,1.06,0.07
PF04180,1.00,,0.00,0.50,,0.50
PF04181,1.00,,0.00,1.00,,0.00
PF04182,1.00,,0.00,1.00,,0.00
PF04184,0.90,4.34,0.01,0.60,4.28,0.34
PF04188,1.00,,0.00,1.00,,0.00
PF04189,1.00,,0.00,1.00,,0.00
PF04190,1.00,,0.00,1.00,,0.00
PF04191,1.00,,0.00,1.00,,0.00
PF04192,1.00,,0.00,1.00,,0.00
PF04193,0.35,0.46,0.11,0.37,0.32,0.05
PF04194,0.69,1.97,0.04,0.69,1.94,0.03
PF04201,0.70,3.04,0.09,0.63,2.99,0.17
PF04209,1.00,,0.00,1.00,,0.00
PF04212,0.48,1.39,0.04,0.48,1.37,0.02
PF04218,0.47,1.51,0.08,0.48,1.47,0.06
PF04241,1.00,,0.00,1.00,,0.00
PF04253,0.66,2.35,0.04,0.66,2.34,0.03
PF04258,0.63,2.11,0.03,0.62,2.09,0.04
PF04263,1.00,,0.00,1.00,,0.00
PF04265,1.00,,0.00,1.00,,0.00
PF04266,1.00,,0.00,1.00,,0.00
PF04272,1.00,,0.00,1.00,,0.00
PF04275,1.00,,0.00,1.00,,0.00
PF04280,0.57,0.06,0.02,0.57,0.06,0.01
PF04281,1.00,,0.00,1.00,,0.00
PF04300,0.62,2.2,0.00,0.62,2.19,0.01
PF04321,1.00,,0.00,1.00,,0.00
PF04326,0.52,2.01,0.16,0.47,1.86,0.22
PF04360,1.00,,0.00,1.00,,0.00
PF04366,1.00,,0.00,1.00,,0.00
PF04376,1.00,,0.00,1.00,,0.00
PF04377,1.00,,0.00,1.00,,0.00
PF04379,0.67,1.69,0.02,0.66,1.64,0.01
PF04382,0.66,2.74,0.08,0.66,2.73,0.07
PF04387,0.59,1.95,0.01,0.59,1.95,0.01
PF04388,1.00,,0.00,1.00,,0.00
PF04389,0.39,1.02,0.16,0.39,1.0,0.17
PF04402,1.00,,0.00,1.00,,0.00
PF04406,1.00,,0.00,1.00,,0.00
PF04408,0.57,1.87,0.02,0.41,1.63,0.23
PF04410,0.57,0.51,0.03,0.57,0.54,0.06
PF04418,1.00,,0.00,1.00,,0.00
PF04419,0.68,2.15,0.02,0.68,2.15,0.02
PF04420,1.00,,0.00,1.00,,0.00
PF04421,1.00,,0.00,1.00,,0.00
PF04423,1.00,,0.00,1.00,,0.00
PF04424,0.85,3.85,0.00,0.84,3.72,0.00
PF04427,0.42,0.92,0.16,0.43,0.92,0.15
PF04430,0.60,0.66,0.01,0.60,0.62,0.01
PF04433,0.50,1.45,0.12,0.49,1.48,0.14
PF04434,0.51,1.3,0.15,0.51,1.22,0.12
PF04437,1.00,,0.00,1.00,,0.00
PF04438,0.52,2.27,0.11,0.53,2.12,0.06
PF04440,0.54,1.29,0.13,0.54,1.19,0.10
PF04442,1.00,,0.00,1.00,,0.00
PF04446,1.00,,0.00,1.00,,0.00
PF04457,1.00,,0.00,1.00,,0.00
PF04487,0.46,2.25,0.42,0.46,2.23,0.41
PF04488,0.74,2.82,0.04,0.71,2.64,0.07
PF04493,1.00,,0.00,1.00,,0.00
PF04494,0.65,1.46,0.01,0.65,1.47,0.00
PF04495,0.84,4.04,0.00,0.57,2.67,0.19
PF04499,0.73,2.95,0.02,0.37,2.96,0.51
PF04500,0.86,4.31,0.00,0.86,4.31,0.00
PF04502,1.00,,0.00,1.00,,0.00
PF04503,0.78,4.35,0.10,0.62,4.35,0.29
PF04505,0.47,1.45,0.05,0.48,1.5,0.04
PF04506,1.00,,0.00,1.00,,0.00
PF04511,0.74,2.75,0.00,0.74,2.75,0.00
PF04515,0.63,2.38,0.02,0.63,2.36,0.02
PF04516,0.60,2.64,0.09,0.60,2.59,0.08
PF04538,0.45,1.27,0.07,0.44,1.27,0.11
PF04547,0.52,2.14,0.13,0.56,2.13,0.04
PF04548,0.55,1.93,0.04,0.54,1.9,0.05
PF04549,1.00,,0.00,1.00,,0.00
PF04553,0.66,2.05,0.12,0.67,1.95,0.10
PF04557,1.00,,0.00,1.00,,0.00
PF04558,1.00,,0.00,1.00,,0.00
PF04560,0.67,2.28,0.01,0.67,2.24,0.01
PF04561,0.50,0.57,0.08,0.51,0.49,0.03
PF04563,0.28,1.23,0.52,0.57,1.19,0.04
PF04564,0.48,1.2,0.06,0.48,1.2,0.06
PF04565,0.61,1.9,0.04,0.61,1.9,0.04
PF04566,0.69,1.9,0.00,0.69,1.9,0.00
PF04567,0.58,1.37,0.19,0.61,1.47,0.10
PF04568,1.00,,0.00,1.00,,0.00
PF04571,0.86,4.05,0.00,0.86,4.05,0.00
PF04572,0.67,2.35,0.03,0.67,2.35,0.03
PF04573,1.00,,0.00,1.00,,0.00
PF04577,0.65,1.47,0.04,0.63,1.47,0.14
PF04579,0.89,4.99,0.02,0.90,4.99,0.01
PF04587,1.00,,0.00,1.00,,0.00
PF04588,0.67,2.48,0.00,0.67,2.48,0.00
PF04589,0.58,2.21,0.16,0.59,2.1,0.14
PF04592,1.00,,0.00,1.00,,0.00
PF04593,1.00,,0.00,1.00,,0.00
PF04597,1.00,,0.00,1.00,,0.00
PF04598,0.46,0.88,0.04,0.45,0.87,0.05
PF04603,1.00,,0.00,1.00,,0.00
PF04614,1.00,,0.00,1.00,,0.00
PF04615,0.91,4.2,0.01,0.86,3.96,0.05
PF04617,0.56,1.84,0.07,0.53,1.98,0.14
PF04621,0.68,2.63,0.06,0.68,2.64,0.05
PF04622,1.00,,0.00,1.00,,0.00
PF04627,0.96,4.71,0.00,0.96,4.71,0.00
PF04628,0.74,2.74,0.04,0.73,2.71,0.05
PF04629,0.42,1.26,0.39,0.42,1.24,0.40
PF04636,0.77,3.29,0.01,0.77,3.3,0.01
PF04641,1.00,,0.00,1.00,,0.00
PF04643,0.59,1.04,0.07,0.59,1.08,0.06
PF04644,0.62,0.78,0.02,0.62,0.78,0.02
PF04652,1.00,,0.00,1.00,,0.00
PF04658,0.82,3.3,0.00,0.84,3.44,0.00
PF04664,0.77,2.99,0.01,0.76,2.93,0.00
PF04666,0.65,2.23,0.03,0.65,2.27,0.02
PF04667,0.89,4.96,0.08,0.86,4.25,0.07
PF04668,1.00,,0.00,1.00,,0.00
PF04669,1.00,,0.00,1.00,,0.00
PF04670,0.61,2.22,0.02,0.61,2.22,0.02
PF04675,0.47,0.4,0.03,0.47,0.38,0.03
PF04676,0.64,1.63,0.05,0.63,1.53,0.05
PF04677,0.63,1.69,0.07,0.63,1.53,0.05
PF04678,0.74,2.74,0.01,0.75,2.74,0.00
PF04679,0.56,1.06,0.01,0.57,1.17,0.02
PF04680,0.94,5.03,0.00,0.94,5.09,0.01
PF04683,1.00,,0.00,1.00,,0.00
PF04685,1.00,,0.00,1.00,,0.00
PF04691,1.00,,0.00,1.00,,0.00
PF04692,0.64,0.99,0.05,0.64,0.93,0.05
PF04695,1.00,,0.00,1.00,,0.00
PF04696,1.00,,0.00,1.00,,0.00
PF04697,1.00,,0.00,1.00,,0.00
PF04698,0.52,2.22,0.46,0.52,2.12,0.46
PF04699,0.84,3.75,0.01,0.84,3.75,0.01
PF04704,0.57,3.05,0.29,0.57,3.04,0.29
PF04706,0.61,2.47,0.00,0.61,2.43,0.00
PF04707,0.51,1.47,0.03,0.51,1.45,0.02
PF04710,0.85,4.07,0.02,0.85,4.22,0.01
PF04711,1.00,,0.00,1.00,,0.00
PF04712,0.81,3.56,0.02,0.81,3.59,0.01
PF04714,0.96,4.88,0.00,0.96,4.88,0.00
PF04716,1.00,,0.00,1.00,,0.00
PF04718,0.93,4.46,0.01,0.93,4.46,0.01
PF04719,1.00,,0.00,1.00,,0.00
PF04721,1.00,,0.00,1.00,,0.00
PF04722,1.00,,0.00,1.00,,0.00
PF04724,1.00,,0.00,1.00,,0.00
PF04727,0.50,1.46,0.08,0.52,1.41,0.05
PF04729,0.92,4.58,0.00,0.92,4.58,0.00
PF04731,0.58,1.64,0.05,0.58,1.67,0.05
PF04732,0.46,0.83,0.09,0.45,0.75,0.08
PF04733,1.00,,0.00,1.00,,0.00
PF04734,1.00,,0.00,1.00,,0.00
PF04739,0.97,5.07,0.01,0.97,5.03,0.00
PF04749,0.64,2.44,0.04,0.62,2.54,0.08
PF04750,0.68,2.06,0.02,0.68,2.11,0.02
PF04752,0.75,2.73,0.01,0.75,2.7,0.01
PF04756,0.60,2.49,0.20,0.60,2.42,0.19
PF04757,0.46,-0.05,0.08,0.46,-0.07,0.08
PF04758,1.00,,0.00,1.00,,0.00
PF04762,1.00,,0.00,1.00,,0.00
PF04768,1.00,,0.00,1.00,,0.00
PF04774,1.00,,0.00,1.00,,0.00
PF04775,0.81,3.4,0.01,0.81,3.41,0.01
PF04777,0.61,1.5,0.00,0.59,1.63,0.05
PF04790,0.61,1.92,0.05,0.60,1.88,0.06
PF04791,0.28,0.91,0.52,0.29,0.91,0.51
PF04794,1.00,,0.00,1.00,,0.00
PF04795,1.00,,0.00,1.00,,0.00
PF04799,0.80,3.4,0.00,0.80,3.4,0.00
PF04800,1.00,,0.00,1.00,,0.00
PF04801,1.00,,0.00,1.00,,0.00
PF04802,0.86,3.87,0.00,0.88,4.17,0.00
PF04803,0.58,2.11,0.17,0.59,2.13,0.16
PF04810,0.64,2.9,0.02,0.64,2.9,0.02
PF04811,0.53,1.63,0.02,0.52,1.63,0.03
PF04812,0.72,2.41,0.05,0.72,2.41,0.05
PF04813,1.00,,0.00,1.00,,0.00
PF04814,0.62,1.78,0.08,0.60,1.8,0.11
PF04815,0.49,1.2,0.03,0.49,1.18,0.02
PF04818,0.44,1.13,0.05,0.44,1.14,0.06
PF04819,0.63,1.92,0.01,0.63,1.91,0.01
PF04821,1.00,,0.00,1.00,,0.00
PF04822,1.00,,0.00,1.00,,0.00
PF04824,0.70,2.21,0.02,0.70,2.2,0.01
PF04825,0.70,2.37,0.03,0.70,2.35,0.03
PF04826,0.52,1.54,0.04,0.52,1.54,0.03
PF04828,0.92,4.81,0.00,0.90,4.74,0.01
PF04831,0.61,1.86,0.01,0.62,1.86,0.01
PF04832,0.63,1.32,0.04,0.65,1.33,0.01
PF04836,0.85,3.69,0.00,0.85,3.69,0.00
PF04840,0.54,0.81,0.35,0.54,0.8,0.34
PF04841,1.00,,0.00,1.00,,0.00
PF04845,0.83,3.71,0.01,0.83,3.69,0.00
PF04847,0.81,3.66,0.03,0.80,3.63,0.02
PF04849,0.66,2.0,0.01,0.66,1.99,0.02
PF04851,0.59,1.36,0.05,0.57,1.23,0.05
PF04855,1.00,,0.00,1.00,,0.00
PF04856,0.94,4.42,0.00,0.94,4.42,0.00
PF04857,0.23,1.24,0.57,0.25,1.13,0.52
PF04858,1.00,,0.00,1.00,,0.00
PF04868,0.90,4.97,0.06,0.91,4.8,0.04
PF04869,1.00,,0.00,1.00,,0.00
PF04871,1.00,,0.00,1.00,,0.00
PF04874,1.00,,0.00,1.00,,0.00
PF04880,0.76,2.76,0.06,0.78,2.91,0.04
PF04882,1.00,,0.00,0.33,,0.67
PF04884,1.00,,0.00,1.00,,0.00
PF04889,1.00,,0.00,1.00,,0.00
PF04893,0.41,0.63,0.15,0.42,0.61,0.12
PF04900,0.65,1.41,0.02,0.65,1.41,0.02
PF04901,0.59,1.79,0.01,0.59,1.79,0.01
PF04902,1.00,,0.00,1.00,,0.00
PF04904,0.94,4.81,0.01,0.94,4.81,0.01
PF04905,0.79,3.11,0.01,0.79,3.09,0.00
PF04906,0.64,2.06,0.01,0.64,2.04,0.01
PF04908,0.71,2.74,0.02,0.71,2.71,0.02
PF04909,1.00,,0.00,1.00,,0.00
PF04910,1.00,,0.00,1.00,,0.00
PF04912,1.00,,0.00,1.00,,0.00
PF04916,1.00,,0.00,1.00,,0.00
PF04921,0.93,4.86,0.00,0.85,4.57,0.08
PF04922,0.98,5.14,0.00,0.98,5.14,0.00
PF04923,0.80,3.0,0.00,0.80,3.01,0.01
PF04925,1.00,,0.00,1.00,,0.00
PF04926,0.89,4.32,0.02,0.45,4.28,0.52
PF04928,0.94,4.85,0.00,0.92,4.59,0.00
PF04930,0.81,3.68,0.00,0.81,3.68,0.00
PF04931,1.00,,0.00,1.00,,0.00
PF04934,1.00,,0.00,1.00,,0.00
PF04935,1.00,,0.00,1.00,,0.00
PF04938,1.00,,0.00,1.00,,0.00
PF04939,1.00,,0.00,1.00,,0.00
PF04949,1.00,,0.00,1.00,,0.00
PF04950,0.62,0.9,0.02,0.62,0.87,0.01
PF04952,0.76,3.01,0.02,0.73,2.49,0.00
PF04959,1.00,,0.00,1.00,,0.00
PF04960,0.91,4.42,0.00,0.91,4.42,0.00
PF04961,1.00,,0.00,1.00,,0.00
PF04968,0.67,3.24,0.02,0.67,3.19,0.01
PF04969,0.37,0.63,0.06,0.38,0.63,0.04
PF04970,0.57,2.09,0.08,0.49,2.02,0.20
PF04979,0.79,3.31,0.03,0.79,3.33,0.03
PF04981,1.00,,0.00,1.00,,0.00
PF04983,0.57,1.31,0.01,0.58,1.5,0.02
PF04987,1.00,,0.00,1.00,,0.00
PF04988,0.64,2.13,0.01,0.64,2.13,0.01
PF04990,1.00,,0.00,1.00,,0.00
PF04991,0.74,2.69,0.03,0.73,2.59,0.03
PF04992,1.00,,0.00,1.00,,0.00
PF04997,0.52,0.94,0.07,0.52,0.93,0.06
PF04998,0.40,2.24,0.41,0.67,2.21,0.01
PF05000,0.59,1.35,0.02,0.58,1.27,0.02
PF05001,0.83,4.45,0.02,0.86,4.6,0.02
PF05002,0.62,1.92,0.20,0.61,1.86,0.20
PF05004,0.75,2.53,0.01,0.76,2.55,0.01
PF05005,1.00,,0.00,1.00,,0.00
PF05007,1.00,,0.00,1.00,,0.00
PF05008,0.62,1.16,0.01,0.62,1.18,0.01
PF05010,0.76,3.03,0.01,0.77,3.03,0.01
PF05011,1.00,,0.00,1.00,,0.00
PF05014,1.00,,0.00,1.00,,0.00
PF05018,0.42,0.78,0.29,0.42,0.74,0.28
PF05019,1.00,,0.00,1.00,,0.00
PF05020,1.00,,0.00,1.00,,0.00
PF05021,1.00,,0.00,1.00,,0.00
PF05022,1.00,,0.00,1.00,,0.00
PF05024,1.00,,0.00,1.00,,0.00
PF05025,1.00,,0.00,1.00,,0.00
PF05026,1.00,,0.00,1.00,,0.00
PF05028,1.00,,0.00,1.00,,0.00
PF05029,1.00,,0.00,1.00,,0.00
PF05030,0.78,3.52,0.02,0.78,3.46,0.02
PF05033,0.47,1.7,0.10,0.47,1.68,0.11
PF05038,1.00,,0.00,1.00,,0.00
PF05039,0.73,3.08,0.05,0.72,2.68,0.02
PF05041,0.71,3.08,0.10,0.71,3.01,0.08
PF05044,0.86,4.03,0.01,0.86,3.98,0.00
PF05046,1.00,,0.00,1.00,,0.00
PF05047,0.49,0.58,0.01,0.48,0.55,0.02
PF05048,1.00,,0.00,1.00,,0.00
PF05049,0.59,1.53,0.22,0.59,1.52,0.23
PF05051,1.00,,0.00,1.00,,0.00
PF05053,0.50,,0.50,0.50,,0.50
PF05057,0.91,4.41,0.01,0.90,4.43,0.01
PF05060,1.00,,0.00,1.00,,0.00
PF05063,0.55,1.07,0.03,0.55,1.07,0.03
PF05064,0.86,3.61,0.01,0.85,3.58,0.02
PF05066,0.83,3.88,0.00,0.83,3.79,0.00
PF05071,0.59,1.21,0.16,0.60,1.04,0.10
PF05076,1.00,,0.00,1.00,,0.00
PF05083,1.00,,0.00,1.00,,0.00
PF05089,1.00,,0.00,1.00,,0.00
PF05090,1.00,,0.00,1.00,,0.00
PF05091,1.00,,0.00,1.00,,0.00
PF05093,0.50,,0.50,0.50,,0.50
PF05104,0.46,0.36,0.09,0.62,0.96,0.06
PF05110,0.47,1.97,0.26,0.47,1.95,0.26
PF05111,0.51,3.65,0.48,0.51,3.74,0.48
PF05118,0.62,2.35,0.09,0.63,2.3,0.08
PF05127,1.00,,0.00,1.00,,0.00
PF05129,1.00,,0.00,1.00,,0.00
PF05131,1.00,,0.00,1.00,,0.00
PF05132,1.00,,0.00,1.00,,0.00
PF05147,0.66,2.31,0.03,0.66,2.3,0.03
PF05148,1.00,,0.00,1.00,,0.00
PF05153,1.00,,0.00,1.00,,0.00
PF05154,0.59,1.42,0.02,0.59,1.36,0.02
PF05158,1.00,,0.00,1.00,,0.00
PF05160,1.00,,0.00,1.00,,0.00
PF05161,1.00,,0.00,1.00,,0.00
PF05168,1.00,,0.00,1.00,,0.00
PF05172,1.00,,0.00,1.00,,0.00
PF05175,0.51,0.86,0.11,0.49,0.78,0.16
PF05177,1.00,,0.00,1.00,,0.00
PF05178,1.00,,0.00,1.00,,0.00
PF05179,1.00,,0.00,1.00,,0.00
PF05180,1.00,,0.00,1.00,,0.00
PF05181,1.00,,0.00,1.00,,0.00
PF05182,1.00,,0.00,1.00,,0.00
PF05184,0.53,1.68,0.02,0.50,1.4,0.01
PF05185,1.00,,0.00,1.00,,0.00
PF05186,0.60,2.2,0.04,0.60,2.11,0.02
PF05187,1.00,,0.00,1.00,,0.00
PF05188,0.41,0.3,0.05,0.41,0.24,0.04
PF05189,0.61,0.8,0.00,0.61,0.8,0.00
PF05190,0.39,0.06,0.04,0.39,0.04,0.02
PF05191,0.81,3.65,0.00,0.81,3.65,0.00
PF05192,0.23,0.75,0.51,0.44,0.58,0.02
PF05193,0.36,0.18,0.04,0.32,0.08,0.06
PF05195,0.62,0.81,0.03,0.61,0.8,0.05
PF05196,0.76,3.32,0.00,0.76,3.32,0.00
PF05197,0.74,2.74,0.01,0.74,2.74,0.00
PF05198,1.00,,0.00,1.00,,0.00
PF05199,1.00,,0.00,1.00,,0.00
PF05205,0.87,3.99,0.00,0.87,3.99,0.00
PF05206,1.00,,0.00,1.00,,0.00
PF05207,0.73,3.15,0.04,0.73,3.09,0.02
PF05208,1.00,,0.00,1.00,,0.00
PF05210,0.57,2.72,0.07,0.57,2.7,0.07
PF05216,1.00,,0.00,1.00,,0.00
PF05219,1.00,,0.00,1.00,,0.00
PF05221,0.81,3.58,0.01,0.41,3.55,0.50
PF05222,0.60,0.81,0.04,0.60,0.81,0.04
PF05224,0.83,3.63,0.03,0.84,3.69,0.02
PF05225,0.69,2.93,0.13,0.70,2.75,0.11
PF05236,0.80,3.1,0.02,0.80,3.0,0.02
PF05238,1.00,,0.00,1.00,,0.00
PF05241,0.50,0.55,0.08,0.50,0.55,0.08
PF05250,1.00,,0.00,1.00,,0.00
PF05251,1.00,,0.00,1.00,,0.00
PF05253,0.53,2.3,0.05,0.53,2.15,0.03
PF05254,1.00,,0.00,1.00,,0.00
PF05255,0.85,4.2,0.02,0.84,4.2,0.02
PF05270,0.64,1.54,0.09,0.64,1.45,0.06
PF05276,0.73,2.33,0.01,0.73,2.33,0.01
PF05277,1.00,,0.00,1.00,,0.00
PF05279,0.61,3.38,0.30,0.62,2.48,0.25
PF05281,1.00,,0.00,1.00,,0.00
PF05282,1.00,,0.00,1.00,,0.00
PF05283,0.49,1.49,0.21,0.49,1.35,0.20
PF05285,1.00,,0.00,0.50,,0.50
PF05287,0.42,1.39,0.25,0.39,1.46,0.31
PF05291,1.00,,0.00,1.00,,0.00
PF05292,1.00,,0.00,1.00,,0.00
PF05296,0.52,1.62,0.03,0.52,1.61,0.02
PF05300,0.63,1.32,0.09,0.62,1.56,0.10
PF05301,1.00,,0.00,1.00,,0.00
PF05303,1.00,,0.00,1.00,,0.00
PF05308,0.54,0.98,0.05,0.54,0.95,0.06
PF05324,1.00,5.1,0.00,1.00,5.1,0.00
PF05326,1.00,,0.00,1.00,,0.00
PF05327,0.32,4.99,0.67,0.33,4.92,0.67
PF05328,1.00,,0.00,1.00,,0.00
PF05334,0.76,2.84,0.05,0.76,2.8,0.04
PF05337,1.00,,0.00,1.00,,0.00
PF05345,1.00,,0.00,1.00,,0.00
PF05346,1.00,,0.00,1.00,,0.00
PF05347,0.43,1.08,0.08,0.43,1.04,0.06
PF05348,1.00,,0.00,1.00,,0.00
PF05349,0.65,2.31,0.06,0.66,2.29,0.05
PF05350,0.77,4.69,0.21,0.58,4.2,0.37
PF05351,0.66,1.99,0.03,0.66,1.99,0.03
PF05355,1.00,,0.00,1.00,,0.00
PF05361,0.58,2.52,0.16,0.58,2.4,0.13
PF05362,0.72,2.18,0.00,0.72,2.2,0.00
PF05365,1.00,,0.00,1.00,,0.00
PF05366,1.00,,0.00,1.00,,0.00
PF05368,1.00,,0.00,1.00,,0.00
PF05378,1.00,,0.00,1.00,,0.00
PF05383,0.58,2.11,0.03,0.58,2.1,0.04
PF05386,0.87,4.03,0.00,0.87,4.03,0.00
PF05391,1.00,,0.00,1.00,,0.00
PF05392,0.85,4.09,0.00,0.85,4.09,0.00
PF05395,0.52,1.69,0.22,0.52,1.47,0.18
PF05399,1.00,,0.00,1.00,,0.00
PF05404,1.00,,0.00,1.00,,0.00
PF05405,1.00,,0.00,1.00,,0.00
PF05406,0.64,2.16,0.02,0.64,2.22,0.02
PF05422,1.00,,0.00,1.00,,0.00
PF05427,1.00,,0.00,1.00,,0.00
PF05428,1.00,,0.00,1.00,,0.00
PF05432,1.00,,0.00,1.00,,0.00
PF05434,0.79,3.2,0.00,0.79,3.2,0.00
PF05438,1.00,,0.00,1.00,,0.00
PF05439,1.00,,0.00,1.00,,0.00
PF05450,1.00,,0.00,1.00,,0.00
PF05454,1.00,,0.00,1.00,,0.00
PF05456,0.70,3.21,0.09,0.70,3.14,0.08
PF05458,1.00,,0.00,1.00,,0.00
PF05460,1.00,,0.00,1.00,,0.00
PF05461,0.52,1.78,0.14,0.52,1.71,0.13
PF05463,0.69,2.11,0.04,0.70,2.1,0.01
PF05466,1.00,,0.00,1.00,,0.00
PF05470,1.00,5.17,0.00,1.00,5.17,0.00
PF05474,0.74,4.4,0.21,0.56,4.0,0.37
PF05477,1.00,,0.00,1.00,,0.00
PF05478,0.63,1.24,0.01,0.63,1.24,0.01
PF05483,1.00,,0.00,1.00,,0.00
PF05485,0.47,1.73,0.09,0.46,1.75,0.10
PF05486,1.00,,0.00,1.00,,0.00
PF05493,0.89,4.58,0.02,0.89,4.5,0.01
PF05495,1.00,,0.00,1.00,,0.00
PF05499,1.00,,0.00,1.00,,0.00
PF05502,0.50,,0.50,0.50,,0.50
PF05507,0.67,1.93,0.06,0.67,1.9,0.05
PF05510,0.71,2.29,0.05,0.45,2.33,0.42
PF05511,1.00,,0.00,1.00,,0.00
PF05517,0.78,3.39,0.00,0.78,3.37,0.00
PF05527,0.74,3.12,0.00,0.74,3.12,0.00
PF05529,0.75,2.72,0.03,0.75,2.69,0.02
PF05536,1.00,,0.00,1.00,,0.00
PF05544,1.00,,0.00,1.00,,0.00
PF05556,0.55,1.74,0.16,0.55,1.69,0.15
PF05557,1.00,,0.00,1.00,,0.00
PF05571,1.00,,0.00,1.00,,0.00
PF05572,0.69,3.45,0.19,0.79,3.79,0.06
PF05577,0.59,1.43,0.03,0.59,1.44,0.03
PF05586,0.78,3.12,0.05,0.78,3.05,0.04
PF05587,0.64,2.27,0.01,0.64,2.27,0.01
PF05600,1.00,,0.00,1.00,,0.00
PF05602,0.64,1.36,0.04,0.64,1.33,0.03
PF05603,1.00,,0.00,1.00,,0.00
PF05604,1.00,,0.00,1.00,,0.00
PF05605,0.50,2.05,0.06,0.50,1.98,0.04
PF05608,1.00,,0.00,0.50,,0.50
PF05609,0.81,3.39,0.02,0.82,3.39,0.01
PF05612,1.00,,0.00,1.00,,0.00
PF05615,1.00,,0.00,1.00,,0.00
PF05620,1.00,,0.00,1.00,,0.00
PF05622,0.73,2.65,0.01,0.72,2.62,0.01
PF05624,0.80,4.88,0.00,0.80,4.88,0.00
PF05625,1.00,,0.00,1.00,,0.00
PF05631,1.00,,0.00,1.00,,0.00
PF05640,0.75,3.58,0.04,0.75,3.58,0.04
PF05641,0.92,4.91,0.02,0.92,5.03,0.03
PF05644,0.53,1.55,0.39,0.53,1.14,0.36
PF05645,1.00,,0.00,1.00,,0.00
PF05647,0.77,3.35,0.11,0.79,3.53,0.09
PF05648,0.58,1.36,0.03,0.57,1.32,0.03
PF05649,0.55,1.91,0.02,0.55,1.89,0.02
PF05652,1.00,,0.00,1.00,,0.00
PF05653,0.60,2.05,0.02,0.60,2.04,0.02
PF05667,1.00,,0.00,1.00,,0.00
PF05669,1.00,,0.00,1.00,,0.00
PF05670,0.60,0.88,0.04,0.60,0.88,0.03
PF05672,0.65,2.37,0.06,0.64,2.36,0.07
PF05676,1.00,,0.00,1.00,,0.00
PF05679,0.41,1.26,0.18,0.41,1.23,0.18
PF05680,1.00,,0.00,1.00,,0.00
PF05686,0.63,1.94,0.03,0.63,1.92,0.03
PF05693,0.87,4.18,0.00,0.87,4.17,0.00
PF05694,1.00,,0.00,1.00,,0.00
PF05699,0.37,0.28,0.15,0.38,0.14,0.07
PF05700,1.00,,0.00,1.00,,0.00
PF05705,1.00,,0.00,1.00,,0.00
PF05706,1.00,,0.00,1.00,,0.00
PF05712,0.63,2.62,0.08,0.64,2.58,0.07
